# FORPRINT: Thu Feb 23 22:02:41 2017
#  lam[um]   F2/F1    F2/F1err-  F2/F1err+
   3.89900   0.17199   0.00736  -0.00422
   3.90000   0.17201   0.00736  -0.00422
   3.90100   0.17202   0.00736  -0.00422
   3.90200   0.17204   0.00736  -0.00423
   3.90300   0.17206   0.00736  -0.00423
   3.90400   0.17207   0.00736  -0.00423
   3.90500   0.17209   0.00736  -0.00423
   3.90600   0.17211   0.00736  -0.00423
   3.90700   0.17213   0.00736  -0.00423
   3.90800   0.17214   0.00736  -0.00423
   3.90900   0.17216   0.00736  -0.00423
   3.91000   0.17218   0.00736  -0.00423
   3.91100   0.17216   0.00736  -0.00423
   3.91200   0.17215   0.00737  -0.00423
   3.91300   0.17213   0.00737  -0.00423
   3.91400   0.17211   0.00737  -0.00423
   3.91500   0.17210   0.00737  -0.00423
   3.91600   0.17208   0.00737  -0.00423
   3.91700   0.17207   0.00737  -0.00423
   3.91800   0.17205   0.00737  -0.00423
   3.91900   0.17203   0.00737  -0.00423
   3.92000   0.17202   0.00737  -0.00423
   3.92100   0.17200   0.00737  -0.00423
   3.92200   0.17199   0.00737  -0.00423
   3.92300   0.17197   0.00738  -0.00423
   3.92400   0.17195   0.00738  -0.00423
   3.92500   0.17194   0.00738  -0.00423
   3.92600   0.17192   0.00738  -0.00423
   3.92700   0.17190   0.00738  -0.00423
   3.92800   0.17189   0.00738  -0.00423
   3.92900   0.17187   0.00738  -0.00423
   3.93000   0.17186   0.00738  -0.00423
   3.93100   0.17185   0.00738  -0.00423
   3.93200   0.17183   0.00739  -0.00423
   3.93300   0.17182   0.00739  -0.00423
   3.93400   0.17181   0.00739  -0.00423
   3.93500   0.17180   0.00739  -0.00423
   3.93600   0.17179   0.00739  -0.00423
   3.93700   0.17178   0.00739  -0.00423
   3.93800   0.17177   0.00740  -0.00423
   3.93900   0.17176   0.00740  -0.00423
   3.94000   0.17175   0.00740  -0.00424
   3.94100   0.17173   0.00740  -0.00424
   3.94200   0.17172   0.00740  -0.00424
   3.94300   0.17171   0.00741  -0.00424
   3.94400   0.17170   0.00741  -0.00424
   3.94500   0.17169   0.00741  -0.00424
   3.94600   0.17168   0.00741  -0.00424
   3.94700   0.17167   0.00741  -0.00424
   3.94800   0.17166   0.00742  -0.00424
   3.94900   0.17164   0.00742  -0.00424
   3.95000   0.17163   0.00742  -0.00424
   3.95100   0.17164   0.00742  -0.00424
   3.95200   0.17165   0.00742  -0.00424
   3.95300   0.17166   0.00742  -0.00425
   3.95400   0.17167   0.00743  -0.00425
   3.95500   0.17167   0.00743  -0.00425
   3.95600   0.17168   0.00743  -0.00425
   3.95700   0.17169   0.00743  -0.00425
   3.95800   0.17170   0.00743  -0.00425
   3.95900   0.17171   0.00744  -0.00425
   3.96000   0.17172   0.00744  -0.00426
   3.96100   0.17172   0.00744  -0.00426
   3.96200   0.17173   0.00744  -0.00426
   3.96300   0.17174   0.00744  -0.00426
   3.96400   0.17175   0.00745  -0.00426
   3.96500   0.17176   0.00745  -0.00426
   3.96600   0.17177   0.00745  -0.00426
   3.96700   0.17177   0.00745  -0.00426
   3.96800   0.17178   0.00745  -0.00427
   3.96900   0.17179   0.00745  -0.00427
   3.97000   0.17180   0.00746  -0.00427
   3.97100   0.17179   0.00746  -0.00427
   3.97200   0.17178   0.00746  -0.00427
   3.97300   0.17177   0.00747  -0.00427
   3.97400   0.17176   0.00747  -0.00427
   3.97500   0.17175   0.00748  -0.00427
   3.97600   0.17174   0.00748  -0.00428
   3.97700   0.17173   0.00748  -0.00428
   3.97800   0.17172   0.00749  -0.00428
   3.97900   0.17171   0.00749  -0.00428
   3.98000   0.17170   0.00750  -0.00428
   3.98100   0.17169   0.00750  -0.00428
   3.98200   0.17168   0.00750  -0.00428
   3.98300   0.17167   0.00751  -0.00429
   3.98400   0.17166   0.00751  -0.00429
   3.98500   0.17165   0.00752  -0.00429
   3.98600   0.17164   0.00752  -0.00429
   3.98700   0.17163   0.00752  -0.00429
   3.98800   0.17162   0.00753  -0.00429
   3.98900   0.17161   0.00753  -0.00429
   3.99000   0.17160   0.00754  -0.00429
   3.99100   0.17163   0.00754  -0.00429
   3.99200   0.17167   0.00754  -0.00429
   3.99300   0.17170   0.00754  -0.00429
   3.99400   0.17173   0.00754  -0.00429
   3.99500   0.17176   0.00754  -0.00429
   3.99600   0.17179   0.00754  -0.00430
   3.99700   0.17183   0.00754  -0.00430
   3.99800   0.17186   0.00754  -0.00430
   3.99900   0.17189   0.00754  -0.00430
   4.00000   0.17192   0.00754  -0.00430
   4.00100   0.17196   0.00753  -0.00430
   4.00200   0.17199   0.00753  -0.00430
   4.00300   0.17202   0.00753  -0.00430
   4.00400   0.17205   0.00753  -0.00430
   4.00500   0.17209   0.00753  -0.00430
   4.00600   0.17212   0.00753  -0.00430
   4.00700   0.17215   0.00753  -0.00430
   4.00800   0.17218   0.00753  -0.00430
   4.00900   0.17222   0.00753  -0.00430
   4.01000   0.17225   0.00753  -0.00430
   4.01100   0.17226   0.00753  -0.00430
   4.01200   0.17226   0.00753  -0.00430
   4.01300   0.17227   0.00754  -0.00430
   4.01400   0.17228   0.00754  -0.00430
   4.01500   0.17228   0.00754  -0.00430
   4.01600   0.17229   0.00754  -0.00430
   4.01700   0.17230   0.00754  -0.00430
   4.01800   0.17230   0.00754  -0.00430
   4.01900   0.17231   0.00754  -0.00430
   4.02000   0.17232   0.00754  -0.00431
   4.02100   0.17232   0.00754  -0.00431
   4.02200   0.17233   0.00754  -0.00431
   4.02300   0.17234   0.00755  -0.00431
   4.02400   0.17234   0.00755  -0.00431
   4.02500   0.17235   0.00755  -0.00431
   4.02600   0.17236   0.00755  -0.00431
   4.02700   0.17236   0.00755  -0.00431
   4.02800   0.17237   0.00755  -0.00431
   4.02900   0.17238   0.00755  -0.00431
   4.03000   0.17238   0.00755  -0.00431
   4.03100   0.17251   0.00756  -0.00432
   4.03200   0.17263   0.00757  -0.00433
   4.03300   0.17275   0.00758  -0.00433
   4.03400   0.17288   0.00759  -0.00434
   4.03500   0.17300   0.00759  -0.00434
   4.03600   0.17313   0.00760  -0.00435
   4.03700   0.17325   0.00761  -0.00436
   4.03800   0.17338   0.00762  -0.00436
   4.03900   0.17351   0.00763  -0.00437
   4.04000   0.17363   0.00763  -0.00438
   4.04100   0.17376   0.00764  -0.00438
   4.04200   0.17389   0.00765  -0.00439
   4.04300   0.17402   0.00766  -0.00439
   4.04400   0.17414   0.00767  -0.00440
   4.04500   0.17427   0.00768  -0.00441
   4.04600   0.17440   0.00769  -0.00441
   4.04700   0.17453   0.00769  -0.00442
   4.04800   0.17466   0.00770  -0.00443
   4.04900   0.17479   0.00771  -0.00443
   4.05000   0.17492   0.00772  -0.00444
   4.05100   0.17479   0.00771  -0.00444
   4.05200   0.17465   0.00771  -0.00443
   4.05300   0.17451   0.00770  -0.00443
   4.05400   0.17437   0.00770  -0.00442
   4.05500   0.17424   0.00770  -0.00442
   4.05600   0.17410   0.00769  -0.00441
   4.05700   0.17396   0.00769  -0.00441
   4.05800   0.17382   0.00768  -0.00441
   4.05900   0.17369   0.00768  -0.00440
   4.06000   0.17355   0.00767  -0.00440
   4.06100   0.17341   0.00767  -0.00439
   4.06200   0.17328   0.00766  -0.00439
   4.06300   0.17314   0.00766  -0.00439
   4.06400   0.17300   0.00765  -0.00438
   4.06500   0.17287   0.00765  -0.00438
   4.06600   0.17273   0.00764  -0.00437
   4.06700   0.17259   0.00764  -0.00437
   4.06800   0.17246   0.00763  -0.00436
   4.06900   0.17232   0.00763  -0.00436
   4.07000   0.17218   0.00762  -0.00436
   4.07100   0.17219   0.00762  -0.00436
   4.07200   0.17219   0.00762  -0.00436
   4.07300   0.17219   0.00762  -0.00436
   4.07400   0.17220   0.00762  -0.00436
   4.07500   0.17220   0.00762  -0.00436
   4.07600   0.17221   0.00763  -0.00436
   4.07700   0.17221   0.00763  -0.00436
   4.07800   0.17221   0.00763  -0.00435
   4.07900   0.17222   0.00763  -0.00435
   4.08000   0.17222   0.00763  -0.00435
   4.08100   0.17222   0.00763  -0.00435
   4.08200   0.17223   0.00763  -0.00435
   4.08300   0.17223   0.00763  -0.00435
   4.08400   0.17224   0.00763  -0.00435
   4.08500   0.17224   0.00763  -0.00435
   4.08600   0.17224   0.00763  -0.00435
   4.08700   0.17225   0.00763  -0.00435
   4.08800   0.17225   0.00763  -0.00435
   4.08900   0.17226   0.00763  -0.00435
   4.09000   0.17226   0.00763  -0.00435
   4.09100   0.17225   0.00763  -0.00435
   4.09200   0.17224   0.00763  -0.00435
   4.09300   0.17223   0.00763  -0.00435
   4.09400   0.17223   0.00763  -0.00435
   4.09500   0.17222   0.00763  -0.00435
   4.09600   0.17221   0.00763  -0.00435
   4.09700   0.17220   0.00763  -0.00435
   4.09800   0.17219   0.00763  -0.00435
   4.09900   0.17218   0.00763  -0.00434
   4.10000   0.17217   0.00763  -0.00434
   4.10100   0.17217   0.00763  -0.00434
   4.10200   0.17216   0.00763  -0.00434
   4.10300   0.17215   0.00763  -0.00434
   4.10400   0.17214   0.00763  -0.00434
   4.10500   0.17213   0.00763  -0.00434
   4.10600   0.17212   0.00763  -0.00434
   4.10700   0.17211   0.00763  -0.00434
   4.10800   0.17211   0.00763  -0.00434
   4.10900   0.17210   0.00763  -0.00434
   4.11000   0.17209   0.00763  -0.00434
   4.11100   0.17209   0.00763  -0.00434
   4.11200   0.17210   0.00763  -0.00433
   4.11300   0.17210   0.00763  -0.00433
   4.11400   0.17210   0.00763  -0.00433
   4.11500   0.17211   0.00763  -0.00433
   4.11600   0.17211   0.00764  -0.00433
   4.11700   0.17212   0.00764  -0.00433
   4.11800   0.17212   0.00764  -0.00433
   4.11900   0.17213   0.00764  -0.00433
   4.12000   0.17213   0.00764  -0.00433
   4.12100   0.17213   0.00764  -0.00433
   4.12200   0.17214   0.00764  -0.00433
   4.12300   0.17214   0.00764  -0.00433
   4.12400   0.17215   0.00764  -0.00433
   4.12500   0.17215   0.00764  -0.00433
   4.12600   0.17215   0.00764  -0.00433
   4.12700   0.17216   0.00764  -0.00433
   4.12800   0.17216   0.00764  -0.00433
   4.12900   0.17217   0.00764  -0.00433
   4.13000   0.17217   0.00764  -0.00433
   4.13100   0.17218   0.00764  -0.00433
   4.13200   0.17219   0.00764  -0.00433
   4.13300   0.17220   0.00765  -0.00434
   4.13400   0.17221   0.00765  -0.00434
   4.13500   0.17221   0.00766  -0.00434
   4.13600   0.17222   0.00766  -0.00434
   4.13700   0.17223   0.00766  -0.00435
   4.13800   0.17224   0.00767  -0.00435
   4.13900   0.17225   0.00767  -0.00435
   4.14000   0.17226   0.00767  -0.00436
   4.14100   0.17227   0.00768  -0.00436
   4.14200   0.17228   0.00768  -0.00436
   4.14300   0.17228   0.00768  -0.00436
   4.14400   0.17229   0.00769  -0.00437
   4.14500   0.17230   0.00769  -0.00437
   4.14600   0.17231   0.00769  -0.00437
   4.14700   0.17232   0.00770  -0.00437
   4.14800   0.17233   0.00770  -0.00438
   4.14900   0.17234   0.00770  -0.00438
   4.15000   0.17235   0.00771  -0.00438
   4.15100   0.17237   0.00771  -0.00438
   4.15200   0.17240   0.00771  -0.00438
   4.15300   0.17243   0.00772  -0.00438
   4.15400   0.17246   0.00772  -0.00438
   4.15500   0.17249   0.00772  -0.00439
   4.15600   0.17252   0.00772  -0.00439
   4.15700   0.17255   0.00773  -0.00439
   4.15800   0.17258   0.00773  -0.00439
   4.15900   0.17261   0.00773  -0.00439
   4.16000   0.17264   0.00773  -0.00439
   4.16100   0.17267   0.00774  -0.00439
   4.16200   0.17270   0.00774  -0.00439
   4.16300   0.17273   0.00774  -0.00439
   4.16400   0.17276   0.00775  -0.00439
   4.16500   0.17279   0.00775  -0.00439
   4.16600   0.17282   0.00775  -0.00440
   4.16700   0.17285   0.00775  -0.00440
   4.16800   0.17288   0.00776  -0.00440
   4.16900   0.17291   0.00776  -0.00440
   4.17000   0.17294   0.00776  -0.00440
   4.17100   0.17288   0.00776  -0.00439
   4.17200   0.17283   0.00775  -0.00439
   4.17300   0.17278   0.00775  -0.00438
   4.17400   0.17273   0.00775  -0.00438
   4.17500   0.17268   0.00774  -0.00438
   4.17600   0.17262   0.00774  -0.00437
   4.17700   0.17257   0.00773  -0.00437
   4.17800   0.17252   0.00773  -0.00436
   4.17900   0.17247   0.00773  -0.00436
   4.18000   0.17241   0.00772  -0.00435
   4.18100   0.17236   0.00772  -0.00435
   4.18200   0.17231   0.00771  -0.00434
   4.18300   0.17226   0.00771  -0.00434
   4.18400   0.17220   0.00771  -0.00433
   4.18500   0.17215   0.00770  -0.00433
   4.18600   0.17210   0.00770  -0.00432
   4.18700   0.17204   0.00770  -0.00432
   4.18800   0.17199   0.00769  -0.00431
   4.18900   0.17194   0.00769  -0.00431
   4.19000   0.17189   0.00768  -0.00430
   4.19100   0.17189   0.00769  -0.00431
   4.19200   0.17190   0.00770  -0.00432
   4.19300   0.17191   0.00771  -0.00433
   4.19400   0.17192   0.00772  -0.00433
   4.19500   0.17192   0.00773  -0.00434
   4.19600   0.17193   0.00774  -0.00435
   4.19700   0.17194   0.00775  -0.00436
   4.19800   0.17195   0.00776  -0.00437
   4.19900   0.17195   0.00777  -0.00437
   4.20000   0.17196   0.00778  -0.00438
   4.20100   0.17197   0.00779  -0.00439
   4.20200   0.17198   0.00780  -0.00440
   4.20300   0.17198   0.00781  -0.00441
   4.20400   0.17199   0.00782  -0.00441
   4.20500   0.17200   0.00783  -0.00442
   4.20600   0.17201   0.00784  -0.00443
   4.20700   0.17201   0.00785  -0.00444
   4.20800   0.17202   0.00786  -0.00445
   4.20900   0.17203   0.00787  -0.00445
   4.21000   0.17204   0.00788  -0.00446
   4.21100   0.17205   0.00788  -0.00446
   4.21200   0.17207   0.00787  -0.00445
   4.21300   0.17208   0.00786  -0.00445
   4.21400   0.17210   0.00786  -0.00444
   4.21500   0.17211   0.00785  -0.00444
   4.21600   0.17213   0.00784  -0.00444
   4.21700   0.17214   0.00784  -0.00443
   4.21800   0.17216   0.00783  -0.00443
   4.21900   0.17217   0.00782  -0.00442
   4.22000   0.17219   0.00782  -0.00442
   4.22100   0.17220   0.00781  -0.00441
   4.22200   0.17222   0.00780  -0.00441
   4.22300   0.17223   0.00780  -0.00440
   4.22400   0.17225   0.00779  -0.00440
   4.22500   0.17226   0.00778  -0.00439
   4.22600   0.17228   0.00778  -0.00439
   4.22700   0.17229   0.00777  -0.00438
   4.22800   0.17231   0.00776  -0.00438
   4.22900   0.17232   0.00776  -0.00438
   4.23000   0.17234   0.00775  -0.00437
   4.23100   0.17234   0.00776  -0.00437
   4.23200   0.17233   0.00776  -0.00438
   4.23300   0.17233   0.00777  -0.00438
   4.23400   0.17233   0.00777  -0.00438
   4.23500   0.17233   0.00778  -0.00439
   4.23600   0.17232   0.00778  -0.00439
   4.23700   0.17232   0.00778  -0.00439
   4.23800   0.17232   0.00779  -0.00440
   4.23900   0.17232   0.00779  -0.00440
   4.24000   0.17231   0.00780  -0.00441
   4.24100   0.17231   0.00781  -0.00441
   4.24200   0.17231   0.00781  -0.00441
   4.24300   0.17231   0.00782  -0.00442
   4.24400   0.17230   0.00782  -0.00442
   4.24500   0.17230   0.00783  -0.00442
   4.24600   0.17230   0.00783  -0.00443
   4.24700   0.17230   0.00784  -0.00443
   4.24800   0.17229   0.00784  -0.00443
   4.24900   0.17229   0.00785  -0.00444
   4.25000   0.17229   0.00785  -0.00444
   4.25100   0.17230   0.00785  -0.00444
   4.25200   0.17230   0.00785  -0.00444
   4.25300   0.17231   0.00785  -0.00444
   4.25400   0.17232   0.00784  -0.00444
   4.25500   0.17233   0.00784  -0.00443
   4.25600   0.17234   0.00784  -0.00443
   4.25700   0.17235   0.00784  -0.00443
   4.25800   0.17235   0.00784  -0.00443
   4.25900   0.17236   0.00783  -0.00443
   4.26000   0.17237   0.00783  -0.00443
   4.26100   0.17238   0.00783  -0.00443
   4.26200   0.17239   0.00783  -0.00442
   4.26300   0.17240   0.00783  -0.00442
   4.26400   0.17240   0.00782  -0.00442
   4.26500   0.17241   0.00782  -0.00442
   4.26600   0.17242   0.00782  -0.00442
   4.26700   0.17243   0.00782  -0.00442
   4.26800   0.17244   0.00782  -0.00442
   4.26900   0.17245   0.00782  -0.00441
   4.27000   0.17245   0.00781  -0.00441
   4.27100   0.17215   0.00779  -0.00439
   4.27200   0.17184   0.00777  -0.00436
   4.27300   0.17153   0.00775  -0.00434
   4.27400   0.17122   0.00773  -0.00431
   4.27500   0.17091   0.00771  -0.00428
   4.27600   0.17060   0.00769  -0.00426
   4.27700   0.17029   0.00767  -0.00423
   4.27800   0.16998   0.00765  -0.00421
   4.27900   0.16967   0.00762  -0.00418
   4.28000   0.16936   0.00760  -0.00415
   4.28100   0.16904   0.00758  -0.00413
   4.28200   0.16873   0.00756  -0.00410
   4.28300   0.16842   0.00754  -0.00408
   4.28400   0.16810   0.00752  -0.00405
   4.28500   0.16779   0.00750  -0.00402
   4.28600   0.16747   0.00747  -0.00400
   4.28700   0.16716   0.00745  -0.00397
   4.28800   0.16684   0.00743  -0.00394
   4.28900   0.16652   0.00741  -0.00392
   4.29000   0.16620   0.00739  -0.00389
   4.29100   0.16592   0.00736  -0.00385
   4.29200   0.16563   0.00732  -0.00382
   4.29300   0.16535   0.00729  -0.00378
   4.29400   0.16506   0.00726  -0.00374
   4.29500   0.16477   0.00723  -0.00370
   4.29600   0.16449   0.00720  -0.00367
   4.29700   0.16420   0.00717  -0.00363
   4.29800   0.16391   0.00713  -0.00359
   4.29900   0.16362   0.00710  -0.00355
   4.30000   0.16333   0.00707  -0.00352
   4.30100   0.16304   0.00704  -0.00348
   4.30200   0.16275   0.00701  -0.00344
   4.30300   0.16246   0.00697  -0.00340
   4.30400   0.16217   0.00694  -0.00336
   4.30500   0.16188   0.00691  -0.00333
   4.30600   0.16158   0.00688  -0.00329
   4.30700   0.16129   0.00685  -0.00325
   4.30800   0.16100   0.00681  -0.00321
   4.30900   0.16070   0.00678  -0.00317
   4.31000   0.16041   0.00675  -0.00313
   4.31100   0.16055   0.00675  -0.00314
   4.31200   0.16068   0.00675  -0.00314
   4.31300   0.16082   0.00675  -0.00314
   4.31400   0.16095   0.00675  -0.00314
   4.31500   0.16109   0.00675  -0.00315
   4.31600   0.16122   0.00675  -0.00315
   4.31700   0.16136   0.00674  -0.00315
   4.31800   0.16150   0.00674  -0.00316
   4.31900   0.16163   0.00674  -0.00316
   4.32000   0.16177   0.00674  -0.00316
   4.32100   0.16191   0.00674  -0.00316
   4.32200   0.16205   0.00674  -0.00317
   4.32300   0.16218   0.00674  -0.00317
   4.32400   0.16232   0.00674  -0.00317
   4.32500   0.16246   0.00674  -0.00317
   4.32600   0.16260   0.00674  -0.00318
   4.32700   0.16273   0.00674  -0.00318
   4.32800   0.16287   0.00674  -0.00318
   4.32900   0.16301   0.00674  -0.00319
   4.33000   0.16315   0.00674  -0.00319
   4.33100   0.16288   0.00672  -0.00317
   4.33200   0.16262   0.00671  -0.00315
   4.33300   0.16235   0.00669  -0.00314
   4.33400   0.16208   0.00668  -0.00312
   4.33500   0.16181   0.00666  -0.00310
   4.33600   0.16154   0.00665  -0.00308
   4.33700   0.16128   0.00663  -0.00306
   4.33800   0.16101   0.00661  -0.00305
   4.33900   0.16074   0.00660  -0.00303
   4.34000   0.16046   0.00658  -0.00301
   4.34100   0.16019   0.00657  -0.00299
   4.34200   0.15992   0.00655  -0.00297
   4.34300   0.15965   0.00654  -0.00296
   4.34400   0.15938   0.00652  -0.00294
   4.34500   0.15910   0.00650  -0.00292
   4.34600   0.15883   0.00649  -0.00290
   4.34700   0.15855   0.00647  -0.00288
   4.34800   0.15828   0.00646  -0.00286
   4.34900   0.15800   0.00644  -0.00285
   4.35000   0.15773   0.00642  -0.00283
   4.35100   0.15765   0.00641  -0.00281
   4.35200   0.15757   0.00639  -0.00279
   4.35300   0.15750   0.00637  -0.00276
   4.35400   0.15742   0.00635  -0.00274
   4.35500   0.15734   0.00634  -0.00272
   4.35600   0.15727   0.00632  -0.00270
   4.35700   0.15719   0.00630  -0.00268
   4.35800   0.15711   0.00629  -0.00266
   4.35900   0.15704   0.00627  -0.00264
   4.36000   0.15696   0.00625  -0.00262
   4.36100   0.15688   0.00623  -0.00260
   4.36200   0.15680   0.00622  -0.00257
   4.36300   0.15673   0.00620  -0.00255
   4.36400   0.15665   0.00618  -0.00253
   4.36500   0.15657   0.00616  -0.00251
   4.36600   0.15649   0.00615  -0.00249
   4.36700   0.15641   0.00613  -0.00247
   4.36800   0.15634   0.00611  -0.00245
   4.36900   0.15626   0.00609  -0.00242
   4.37000   0.15618   0.00607  -0.00240
   4.37100   0.15611   0.00606  -0.00238
   4.37200   0.15605   0.00604  -0.00236
   4.37300   0.15598   0.00602  -0.00235
   4.37400   0.15591   0.00600  -0.00233
   4.37500   0.15585   0.00598  -0.00231
   4.37600   0.15578   0.00596  -0.00229
   4.37700   0.15571   0.00594  -0.00227
   4.37800   0.15565   0.00592  -0.00225
   4.37900   0.15558   0.00591  -0.00223
   4.38000   0.15551   0.00589  -0.00221
   4.38100   0.15545   0.00587  -0.00220
   4.38200   0.15538   0.00585  -0.00218
   4.38300   0.15531   0.00583  -0.00216
   4.38400   0.15525   0.00581  -0.00214
   4.38500   0.15518   0.00579  -0.00212
   4.38600   0.15511   0.00577  -0.00210
   4.38700   0.15505   0.00575  -0.00208
   4.38800   0.15498   0.00573  -0.00206
   4.38900   0.15491   0.00572  -0.00205
   4.39000   0.15484   0.00570  -0.00203
   4.39100   0.15462   0.00570  -0.00203
   4.39200   0.15440   0.00570  -0.00203
   4.39300   0.15418   0.00570  -0.00202
   4.39400   0.15396   0.00570  -0.00202
   4.39500   0.15374   0.00570  -0.00202
   4.39600   0.15351   0.00571  -0.00202
   4.39700   0.15329   0.00571  -0.00202
   4.39800   0.15307   0.00571  -0.00202
   4.39900   0.15284   0.00571  -0.00202
   4.40000   0.15262   0.00571  -0.00202
   4.40100   0.15239   0.00571  -0.00202
   4.40200   0.15217   0.00571  -0.00202
   4.40300   0.15194   0.00572  -0.00202
   4.40400   0.15172   0.00572  -0.00202
   4.40500   0.15149   0.00572  -0.00202
   4.40600   0.15126   0.00572  -0.00202
   4.40700   0.15103   0.00572  -0.00202
   4.40800   0.15081   0.00572  -0.00202
   4.40900   0.15058   0.00573  -0.00201
   4.41000   0.15035   0.00573  -0.00201
   4.41100   0.15033   0.00571  -0.00199
   4.41200   0.15031   0.00568  -0.00197
   4.41300   0.15029   0.00566  -0.00195
   4.41400   0.15028   0.00564  -0.00193
   4.41500   0.15026   0.00562  -0.00191
   4.41600   0.15024   0.00560  -0.00189
   4.41700   0.15022   0.00558  -0.00187
   4.41800   0.15020   0.00556  -0.00184
   4.41900   0.15019   0.00553  -0.00182
   4.42000   0.15017   0.00551  -0.00180
   4.42100   0.15015   0.00549  -0.00178
   4.42200   0.15013   0.00547  -0.00176
   4.42300   0.15011   0.00545  -0.00174
   4.42400   0.15009   0.00543  -0.00172
   4.42500   0.15008   0.00540  -0.00170
   4.42600   0.15006   0.00538  -0.00167
   4.42700   0.15004   0.00536  -0.00165
   4.42800   0.15002   0.00534  -0.00163
   4.42900   0.15000   0.00532  -0.00161
   4.43000   0.14998   0.00530  -0.00159
   4.43100   0.14998   0.00529  -0.00158
   4.43200   0.14998   0.00529  -0.00158
   4.43300   0.14997   0.00529  -0.00157
   4.43400   0.14997   0.00528  -0.00157
   4.43500   0.14996   0.00528  -0.00157
   4.43600   0.14996   0.00528  -0.00156
   4.43700   0.14996   0.00527  -0.00156
   4.43800   0.14995   0.00527  -0.00155
   4.43900   0.14995   0.00527  -0.00155
   4.44000   0.14994   0.00526  -0.00154
   4.44100   0.14994   0.00526  -0.00154
   4.44200   0.14994   0.00526  -0.00153
   4.44300   0.14993   0.00525  -0.00153
   4.44400   0.14993   0.00525  -0.00152
   4.44500   0.14992   0.00525  -0.00152
   4.44600   0.14992   0.00524  -0.00151
   4.44700   0.14992   0.00524  -0.00151
   4.44800   0.14991   0.00524  -0.00150
   4.44900   0.14991   0.00523  -0.00150
   4.45000   0.14990   0.00523  -0.00149
   4.45100   0.14972   0.00523  -0.00149
   4.45200   0.14953   0.00523  -0.00149
   4.45300   0.14934   0.00523  -0.00149
   4.45400   0.14915   0.00523  -0.00149
   4.45500   0.14897   0.00523  -0.00148
   4.45600   0.14878   0.00523  -0.00148
   4.45700   0.14859   0.00523  -0.00148
   4.45800   0.14840   0.00522  -0.00148
   4.45900   0.14821   0.00522  -0.00148
   4.46000   0.14802   0.00522  -0.00147
   4.46100   0.14783   0.00522  -0.00147
   4.46200   0.14764   0.00522  -0.00147
   4.46300   0.14745   0.00522  -0.00147
   4.46400   0.14725   0.00522  -0.00147
   4.46500   0.14706   0.00522  -0.00146
   4.46600   0.14687   0.00522  -0.00146
   4.46700   0.14668   0.00522  -0.00146
   4.46800   0.14648   0.00522  -0.00146
   4.46900   0.14629   0.00522  -0.00146
   4.47000   0.14610   0.00522  -0.00145
   4.47100   0.14623   0.00521  -0.00145
   4.47200   0.14637   0.00521  -0.00145
   4.47300   0.14651   0.00520  -0.00145
   4.47400   0.14664   0.00520  -0.00144
   4.47500   0.14678   0.00519  -0.00144
   4.47600   0.14691   0.00519  -0.00144
   4.47700   0.14705   0.00518  -0.00144
   4.47800   0.14719   0.00518  -0.00143
   4.47900   0.14732   0.00518  -0.00143
   4.48000   0.14746   0.00517  -0.00143
   4.48100   0.14760   0.00517  -0.00143
   4.48200   0.14774   0.00516  -0.00143
   4.48300   0.14787   0.00516  -0.00142
   4.48400   0.14801   0.00515  -0.00142
   4.48500   0.14815   0.00515  -0.00142
   4.48600   0.14829   0.00515  -0.00142
   4.48700   0.14842   0.00514  -0.00141
   4.48800   0.14856   0.00514  -0.00141
   4.48900   0.14870   0.00513  -0.00141
   4.49000   0.14884   0.00513  -0.00141
   4.49100   0.14873   0.00511  -0.00139
   4.49200   0.14862   0.00510  -0.00138
   4.49300   0.14852   0.00509  -0.00136
   4.49400   0.14841   0.00507  -0.00134
   4.49500   0.14830   0.00506  -0.00133
   4.49600   0.14819   0.00505  -0.00131
   4.49700   0.14809   0.00503  -0.00129
   4.49800   0.14798   0.00502  -0.00128
   4.49900   0.14787   0.00501  -0.00126
   4.50000   0.14776   0.00499  -0.00125
   4.50100   0.14765   0.00498  -0.00123
   4.50200   0.14755   0.00497  -0.00121
   4.50300   0.14744   0.00495  -0.00120
   4.50400   0.14733   0.00494  -0.00118
   4.50500   0.14722   0.00493  -0.00116
   4.50600   0.14711   0.00491  -0.00115
   4.50700   0.14700   0.00490  -0.00113
   4.50800   0.14689   0.00488  -0.00111
   4.50900   0.14678   0.00487  -0.00110
   4.51000   0.14667   0.00486  -0.00108
   4.51100   0.14659   0.00487  -0.00110
   4.51200   0.14651   0.00489  -0.00111
   4.51300   0.14643   0.00491  -0.00113
   4.51400   0.14635   0.00492  -0.00114
   4.51500   0.14627   0.00494  -0.00116
   4.51600   0.14619   0.00496  -0.00117
   4.51700   0.14611   0.00497  -0.00119
   4.51800   0.14603   0.00499  -0.00121
   4.51900   0.14595   0.00500  -0.00122
   4.52000   0.14587   0.00502  -0.00124
   4.52100   0.14578   0.00504  -0.00125
   4.52200   0.14570   0.00505  -0.00127
   4.52300   0.14562   0.00507  -0.00129
   4.52400   0.14554   0.00509  -0.00130
   4.52500   0.14546   0.00510  -0.00132
   4.52600   0.14537   0.00512  -0.00133
   4.52700   0.14529   0.00514  -0.00135
   4.52800   0.14521   0.00515  -0.00137
   4.52900   0.14513   0.00517  -0.00138
   4.53000   0.14505   0.00519  -0.00140
   4.53100   0.14515   0.00518  -0.00139
