# FORPRINT: Thu Feb 23 22:02:41 2017
#  lam[um]   F2/F1    F2/F1err-  F2/F1err+
   1.48700   0.13648  -0.00236   0.00266
   1.48800   0.13667  -0.00236   0.00265
   1.48900   0.13717  -0.00242   0.00266
   1.49000   0.13765  -0.00247   0.00267
   1.49100   0.13814  -0.00253   0.00267
   1.49200   0.13862  -0.00258   0.00268
   1.49300   0.13891  -0.00258   0.00266
   1.49400   0.13901  -0.00252   0.00261
   1.49500   0.13911  -0.00247   0.00256
   1.49600   0.13922  -0.00241   0.00251
   1.49700   0.13932  -0.00235   0.00245
   1.49800   0.13892  -0.00227   0.00243
   1.49900   0.13803  -0.00217   0.00242
   1.50000   0.13713  -0.00207   0.00241
   1.50100   0.13622  -0.00197   0.00241
   1.50200   0.13530  -0.00187   0.00240
   1.50300   0.13526  -0.00182   0.00237
   1.50400   0.13610  -0.00183   0.00232
   1.50500   0.13694  -0.00184   0.00226
   1.50600   0.13779  -0.00184   0.00221
   1.50700   0.13863  -0.00185   0.00216
   1.50800   0.13936  -0.00188   0.00213
   1.50900   0.13996  -0.00193   0.00213
   1.51000   0.14055  -0.00198   0.00212
   1.51100   0.14115  -0.00203   0.00212
   1.51200   0.14174  -0.00208   0.00212
   1.51300   0.14208  -0.00212   0.00212
   1.51400   0.14217  -0.00213   0.00213
   1.51500   0.14227  -0.00215   0.00213
   1.51600   0.14236  -0.00217   0.00214
   1.51700   0.14245  -0.00218   0.00215
   1.51800   0.14266  -0.00214   0.00210
   1.51900   0.14298  -0.00204   0.00202
   1.52000   0.14330  -0.00195   0.00192
   1.52100   0.14362  -0.00185   0.00183
   1.52200   0.14395  -0.00175   0.00174
   1.52300   0.14421  -0.00170   0.00170
   1.52400   0.14442  -0.00171   0.00169
   1.52500   0.14463  -0.00172   0.00169
   1.52600   0.14484  -0.00173   0.00168
   1.52700   0.14505  -0.00174   0.00168
   1.52800   0.14523  -0.00172   0.00166
   1.52900   0.14538  -0.00169   0.00163
   1.53000   0.14553  -0.00166   0.00160
   1.53100   0.14568  -0.00163   0.00157
   1.53200   0.14583  -0.00160   0.00154
   1.53300   0.14607  -0.00157   0.00150
   1.53400   0.14641  -0.00154   0.00146
   1.53500   0.14674  -0.00151   0.00141
   1.53600   0.14708  -0.00148   0.00137
   1.53700   0.14741  -0.00145   0.00132
   1.53800   0.14775  -0.00143   0.00129
   1.53900   0.14808  -0.00142   0.00127
   1.54000   0.14841  -0.00141   0.00126
   1.54100   0.14874  -0.00140   0.00124
   1.54200   0.14907  -0.00138   0.00122
   1.54300   0.14928  -0.00135   0.00118
   1.54400   0.14936  -0.00131   0.00114
   1.54500   0.14944  -0.00126   0.00109
   1.54600   0.14952  -0.00121   0.00104
   1.54700   0.14960  -0.00116   0.00100
   1.54800   0.14963  -0.00111   0.00095
   1.54900   0.14963  -0.00105   0.00091
   1.55000   0.14962  -0.00100   0.00086
   1.55100   0.14961  -0.00094   0.00082
   1.55200   0.14960  -0.00089   0.00078
   1.55300   0.14972  -0.00084   0.00074
   1.55400   0.14998  -0.00081   0.00071
   1.55500   0.15024  -0.00077   0.00068
   1.55600   0.15050  -0.00074   0.00065
   1.55700   0.15077  -0.00070   0.00062
   1.55800   0.15094  -0.00070   0.00061
   1.55900   0.15102  -0.00072   0.00061
   1.56000   0.15109  -0.00074   0.00062
   1.56100   0.15117  -0.00076   0.00063
   1.56200   0.15125  -0.00078   0.00064
   1.56300   0.15137  -0.00074   0.00060
   1.56400   0.15152  -0.00063   0.00051
   1.56500   0.15168  -0.00051   0.00043
   1.56600   0.15184  -0.00040   0.00034
   1.56700   0.15200  -0.00028   0.00025
   1.56800   0.15223  -0.00025   0.00022
   1.56900   0.15252  -0.00029   0.00025
   1.57000   0.15281  -0.00033   0.00028
   1.57100   0.15311  -0.00037   0.00031
   1.57200   0.15340  -0.00041   0.00034
   1.57300   0.15321  -0.00036   0.00032
   1.57400   0.15252  -0.00023   0.00025
   1.57500   0.15183  -0.00010   0.00018
   1.57600   0.15113   0.00003   0.00011
   1.57700   0.15042   0.00016   0.00003
   1.57800   0.15043   0.00022  -0.00002
   1.57900   0.15116   0.00020  -0.00005
   1.58000   0.15188   0.00019  -0.00008
   1.58100   0.15261   0.00017  -0.00011
   1.58200   0.15333   0.00015  -0.00014
   1.58300   0.15390   0.00021  -0.00021
   1.58400   0.15434   0.00035  -0.00032
   1.58500   0.15479   0.00050  -0.00043
   1.58600   0.15524   0.00064  -0.00054
   1.58700   0.15570   0.00079  -0.00065
   1.58800   0.15591   0.00084  -0.00069
   1.58900   0.15589   0.00079  -0.00067
   1.59000   0.15586   0.00074  -0.00065
   1.59100   0.15584   0.00070  -0.00063
   1.59200   0.15582   0.00065  -0.00061
   1.59300   0.15580   0.00061  -0.00060
   1.59400   0.15580   0.00059  -0.00058
   1.59500   0.15579   0.00057  -0.00057
   1.59600   0.15579   0.00054  -0.00055
   1.59700   0.15578   0.00052  -0.00054
   1.59800   0.15595   0.00053  -0.00056
   1.59900   0.15631   0.00058  -0.00061
   1.60000   0.15666   0.00063  -0.00065
   1.60100   0.15701   0.00068  -0.00070
   1.60200   0.15737   0.00073  -0.00075
   1.60300   0.15773   0.00078  -0.00080
   1.60400   0.15809   0.00084  -0.00085
   1.60500   0.15845   0.00089  -0.00090
   1.60600   0.15865   0.00090  -0.00092
   1.60700   0.15885   0.00091  -0.00093
   1.60800   0.15906   0.00092  -0.00094
   1.60900   0.15926   0.00093  -0.00095
   1.61000   0.15947   0.00094  -0.00096
   1.61100   0.15968   0.00095  -0.00097
   1.61200   0.15989   0.00096  -0.00098
   1.61300   0.16010   0.00098  -0.00100
   1.61400   0.16031   0.00099  -0.00101
   1.61500   0.16052   0.00100  -0.00102
   1.61600   0.16039   0.00102  -0.00103
   1.61700   0.16026   0.00104  -0.00105
   1.61800   0.16013   0.00105  -0.00106
   1.61900   0.16000   0.00107  -0.00107
   1.62000   0.15988   0.00109  -0.00108
   1.62100   0.15975   0.00111  -0.00110
   1.62200   0.15962   0.00112  -0.00111
   1.62300   0.15949   0.00114  -0.00112
   1.62400   0.15937   0.00116  -0.00113
   1.62500   0.15924   0.00118  -0.00115
   1.62600   0.15960   0.00123  -0.00120
   1.62700   0.15996   0.00129  -0.00125
   1.62800   0.16033   0.00134  -0.00130
   1.62900   0.16069   0.00140  -0.00135
   1.63000   0.16106   0.00145  -0.00140
   1.63100   0.16143   0.00151  -0.00146
   1.63200   0.16180   0.00157  -0.00151
   1.63300   0.16217   0.00162  -0.00156
   1.63400   0.16255   0.00168  -0.00162
   1.63500   0.16292   0.00174  -0.00167
   1.63600   0.16310   0.00174  -0.00167
   1.63700   0.16327   0.00175  -0.00168
   1.63800   0.16344   0.00176  -0.00169
   1.63900   0.16362   0.00177  -0.00169
   1.64000   0.16380   0.00178  -0.00170
   1.64100   0.16397   0.00178  -0.00170
   1.64200   0.16415   0.00179  -0.00171
   1.64300   0.16433   0.00180  -0.00171
   1.64400   0.16451   0.00181  -0.00172
   1.64500   0.16469   0.00182  -0.00172
   1.64600   0.16444   0.00181  -0.00172
   1.64700   0.16419   0.00181  -0.00171
   1.64800   0.16395   0.00180  -0.00171
   1.64900   0.16370   0.00180  -0.00170
   1.65000   0.16345   0.00179  -0.00170
   1.65100   0.16321   0.00179  -0.00169
   1.65200   0.16296   0.00178  -0.00169
   1.65300   0.16272   0.00178  -0.00168
   1.65400   0.16247   0.00177  -0.00168
   1.65500   0.16223   0.00177  -0.00167
   1.65600   0.16217   0.00175  -0.00166
   1.65700   0.16211   0.00174  -0.00164
   1.65800   0.16205   0.00173  -0.00163
   1.65900   0.16198   0.00172  -0.00162
   1.66000   0.16192   0.00171  -0.00160
   1.66100   0.16186   0.00169  -0.00159
   1.66200   0.16180   0.00168  -0.00157
   1.66300   0.16174   0.00167  -0.00156
   1.66400   0.16167   0.00166  -0.00155
   1.66500   0.16161   0.00165  -0.00153
   1.66600   0.16173   0.00165  -0.00153
   1.66700   0.16186   0.00165  -0.00152
   1.66800   0.16199   0.00165  -0.00152
   1.66900   0.16211   0.00165  -0.00151
   1.67000   0.16224   0.00165  -0.00150
   1.67100   0.16237   0.00165  -0.00150
   1.67200   0.16250   0.00165  -0.00149
   1.67300   0.16263   0.00165  -0.00149
   1.67400   0.16276   0.00165  -0.00148
   1.67500   0.16289   0.00165  -0.00147
   1.67600   0.16330   0.00170  -0.00152
   1.67700   0.16371   0.00175  -0.00158
   1.67800   0.16412   0.00180  -0.00163
   1.67900   0.16454   0.00185  -0.00168
   1.68000   0.16496   0.00190  -0.00173
   1.68100   0.16538   0.00195  -0.00178
   1.68200   0.16580   0.00200  -0.00184
   1.68300   0.16623   0.00205  -0.00189
   1.68400   0.16666   0.00210  -0.00194
   1.68500   0.16709   0.00216  -0.00200
   1.68600   0.16666   0.00211  -0.00196
   1.68700   0.16624   0.00207  -0.00191
   1.68800   0.16582   0.00203  -0.00187
   1.68900   0.16540   0.00199  -0.00183
   1.69000   0.16498   0.00195  -0.00179
   1.69100   0.16456   0.00190  -0.00175
   1.69200   0.16415   0.00186  -0.00171
   1.69300   0.16374   0.00182  -0.00167
   1.69400   0.16333   0.00178  -0.00163
   1.69500   0.16292   0.00174  -0.00159
   1.69600   0.16284   0.00176  -0.00160
   1.69700   0.16276   0.00179  -0.00162
   1.69800   0.16267   0.00181  -0.00163
   1.69900   0.16259   0.00183  -0.00164
   1.70000   0.16251   0.00186  -0.00165
   1.70100   0.16242   0.00188  -0.00166
   1.70200   0.16234   0.00190  -0.00167
   1.70300   0.16225   0.00193  -0.00168
   1.70400   0.16217   0.00195  -0.00170
   1.70500   0.16208   0.00198  -0.00171
   1.70600   0.16201   0.00197  -0.00169
   1.70700   0.16194   0.00196  -0.00168
   1.70800   0.16186   0.00195  -0.00166
   1.70900   0.16179   0.00194  -0.00165
   1.71000   0.16171   0.00193  -0.00164
   1.71100   0.16164   0.00192  -0.00162
   1.71200   0.16156   0.00191  -0.00161
   1.71300   0.16149   0.00191  -0.00159
   1.71400   0.16141   0.00190  -0.00158
   1.71500   0.16134   0.00189  -0.00156
   1.71600   0.16152   0.00191  -0.00158
   1.71700   0.16170   0.00193  -0.00160
   1.71800   0.16189   0.00195  -0.00163
   1.71900   0.16207   0.00198  -0.00165
   1.72000   0.16226   0.00200  -0.00167
   1.72100   0.16244   0.00202  -0.00169
   1.72200   0.16263   0.00204  -0.00171
   1.72300   0.16282   0.00207  -0.00174
   1.72400   0.16301   0.00209  -0.00176
   1.72500   0.16320   0.00211  -0.00178
   1.72600   0.16387   0.00216  -0.00183
   1.72700   0.16455   0.00221  -0.00188
   1.72800   0.16524   0.00225  -0.00193
   1.72900   0.16594   0.00230  -0.00198
   1.73000   0.16664   0.00235  -0.00203
   1.73100   0.16736   0.00240  -0.00208
   1.73200   0.16808   0.00245  -0.00213
   1.73300   0.16881   0.00250  -0.00219
   1.73400   0.16955   0.00255  -0.00224
   1.73500   0.17030   0.00261  -0.00229
   1.73600   0.16971   0.00256  -0.00225
   1.73700   0.16913   0.00252  -0.00220
   1.73800   0.16855   0.00248  -0.00215
   1.73900   0.16798   0.00244  -0.00210
   1.74000   0.16741   0.00240  -0.00206
   1.74100   0.16684   0.00235  -0.00201
   1.74200   0.16627   0.00231  -0.00197
   1.74300   0.16570   0.00227  -0.00192
   1.74400   0.16514   0.00223  -0.00187
   1.74500   0.16458   0.00219  -0.00183
   1.74600   0.16445   0.00218  -0.00182
   1.74700   0.16432   0.00217  -0.00180
   1.74800   0.16419   0.00216  -0.00179
   1.74900   0.16406   0.00215  -0.00178
   1.75000   0.16393   0.00214  -0.00177
   1.75100   0.16379   0.00213  -0.00176
   1.75200   0.16366   0.00212  -0.00175
   1.75300   0.16353   0.00211  -0.00174
   1.75400   0.16340   0.00210  -0.00172
   1.75500   0.16327   0.00210  -0.00171
   1.75600   0.16333   0.00210  -0.00172
   1.75700   0.16339   0.00211  -0.00172
   1.75800   0.16345   0.00212  -0.00173
   1.75900   0.16351   0.00213  -0.00174
   1.76000   0.16357   0.00213  -0.00174
   1.76100   0.16363   0.00214  -0.00175
   1.76200   0.16369   0.00215  -0.00176
   1.76300   0.16375   0.00216  -0.00176
   1.76400   0.16381   0.00217  -0.00177
   1.76500   0.16387   0.00217  -0.00178
   1.76600   0.16379   0.00218  -0.00177
   1.76700   0.16371   0.00218  -0.00177
   1.76800   0.16363   0.00219  -0.00177
   1.76900   0.16355   0.00219  -0.00176
   1.77000   0.16347   0.00220  -0.00176
   1.77100   0.16339   0.00220  -0.00176
   1.77200   0.16331   0.00221  -0.00175
   1.77300   0.16323   0.00221  -0.00175
   1.77400   0.16315   0.00222  -0.00175
   1.77500   0.16307   0.00222  -0.00175
   1.77600   0.16315   0.00223  -0.00175
   1.77700   0.16324   0.00223  -0.00175
   1.77800   0.16333   0.00223  -0.00176
   1.77900   0.16341   0.00224  -0.00176
   1.78000   0.16350   0.00224  -0.00177
   1.78100   0.16358   0.00225  -0.00177
   1.78200   0.16367   0.00225  -0.00178
   1.78300   0.16375   0.00225  -0.00178
   1.78400   0.16384   0.00226  -0.00178
   1.78500   0.16393   0.00226  -0.00179
   1.78600   0.16388   0.00226  -0.00178
   1.78700   0.16384   0.00226  -0.00178
   1.78800   0.16380   0.00226  -0.00178
   1.78900   0.16375   0.00226  -0.00177
   1.79000   0.16371   0.00227  -0.00177
   1.79100   0.16366   0.00227  -0.00177
   1.79200   0.16362   0.00227  -0.00176
   1.79300   0.16357   0.00227  -0.00176
   1.79400   0.16353   0.00227  -0.00176
   1.79500   0.16348   0.00227  -0.00175
   1.79600   0.16351   0.00227  -0.00175
   1.79700   0.16354   0.00227  -0.00174
   1.79800   0.16356   0.00227  -0.00174
   1.79900   0.16359   0.00227  -0.00173
   1.80000   0.16361   0.00227  -0.00172
   1.80100   0.16364   0.00227  -0.00172
   1.80200   0.16367   0.00227  -0.00171
   1.80300   0.16369   0.00227  -0.00171
   1.80400   0.16372   0.00227  -0.00170
   1.80500   0.16375   0.00227  -0.00170
   1.80600   0.16445   0.00232  -0.00175
   1.80700   0.16516   0.00236  -0.00179
   1.80800   0.16588   0.00241  -0.00184
   1.80900   0.16661   0.00246  -0.00189
   1.81000   0.16734   0.00251  -0.00194
   1.81100   0.16809   0.00256  -0.00199
   1.81200   0.16884   0.00260  -0.00205
   1.81300   0.16960   0.00265  -0.00210
   1.81400   0.17037   0.00271  -0.00215
   1.81500   0.17115   0.00276  -0.00220
   1.81600   0.17060   0.00273  -0.00217
   1.81700   0.17006   0.00270  -0.00213
   1.81800   0.16951   0.00268  -0.00210
   1.81900   0.16897   0.00265  -0.00207
   1.82000   0.16843   0.00263  -0.00203
   1.82100   0.16789   0.00260  -0.00200
   1.82200   0.16736   0.00257  -0.00196
   1.82300   0.16682   0.00255  -0.00193
   1.82400   0.16629   0.00252  -0.00189
   1.82500   0.16576   0.00250  -0.00186
   1.82600   0.16554   0.00249  -0.00185
   1.82700   0.16532   0.00248  -0.00184
   1.82800   0.16510   0.00247  -0.00182
   1.82900   0.16488   0.00247  -0.00181
   1.83000   0.16465   0.00246  -0.00180
   1.83100   0.16443   0.00245  -0.00179
   1.83200   0.16421   0.00244  -0.00177
   1.83300   0.16399   0.00244  -0.00176
   1.83400   0.16377   0.00243  -0.00175
   1.83500   0.16355   0.00242  -0.00173
   1.83600   0.16347   0.00242  -0.00173
   1.83700   0.16340   0.00241  -0.00172
   1.83800   0.16332   0.00240  -0.00171
   1.83900   0.16324   0.00240  -0.00170
   1.84000   0.16317   0.00239  -0.00169
   1.84100   0.16309   0.00239  -0.00168
   1.84200   0.16301   0.00238  -0.00167
   1.84300   0.16293   0.00237  -0.00166
   1.84400   0.16285   0.00237  -0.00166
   1.84500   0.16278   0.00236  -0.00165
   1.84600   0.16291   0.00238  -0.00167
   1.84700   0.16305   0.00240  -0.00169
   1.84800   0.16319   0.00243  -0.00171
   1.84900   0.16333   0.00245  -0.00173
   1.85000   0.16347   0.00247  -0.00175
   1.85100   0.16361   0.00249  -0.00177
   1.85200   0.16375   0.00251  -0.00179
   1.85300   0.16389   0.00253  -0.00181
   1.85400   0.16403   0.00255  -0.00183
   1.85500   0.16417   0.00257  -0.00186
   1.85600   0.16415   0.00259  -0.00186
   1.85700   0.16414   0.00261  -0.00187
   1.85800   0.16412   0.00263  -0.00188
   1.85900   0.16410   0.00265  -0.00189
   1.86000   0.16408   0.00267  -0.00191
   1.86100   0.16406   0.00268  -0.00192
   1.86200   0.16404   0.00270  -0.00193
   1.86300   0.16402   0.00272  -0.00194
   1.86400   0.16400   0.00274  -0.00195
   1.86500   0.16398   0.00276  -0.00196
   1.86600   0.16480   0.00285  -0.00204
   1.86700   0.16563   0.00294  -0.00212
   1.86800   0.16647   0.00303  -0.00220
   1.86900   0.16733   0.00313  -0.00229
   1.87000   0.16819   0.00322  -0.00237
   1.87100   0.16908   0.00332  -0.00246
   1.87200   0.16997   0.00342  -0.00255
   1.87300   0.17088   0.00352  -0.00263
   1.87400   0.17180   0.00362  -0.00272
   1.87500   0.17274   0.00372  -0.00282
   1.87600   0.17190   0.00362  -0.00272
   1.87700   0.17107   0.00351  -0.00263
   1.87800   0.17024   0.00341  -0.00253
   1.87900   0.16943   0.00331  -0.00244
   1.88000   0.16862   0.00321  -0.00235
   1.88100   0.16782   0.00311  -0.00226
   1.88200   0.16703   0.00302  -0.00217
   1.88300   0.16624   0.00292  -0.00208
   1.88400   0.16547   0.00282  -0.00199
   1.88500   0.16470   0.00273  -0.00191
   1.88600   0.16451   0.00275  -0.00191
   1.88700   0.16431   0.00277  -0.00192
   1.88800   0.16412   0.00278  -0.00192
   1.88900   0.16393   0.00280  -0.00193
   1.89000   0.16373   0.00282  -0.00193
   1.89100   0.16354   0.00284  -0.00194
   1.89200   0.16334   0.00286  -0.00195
   1.89300   0.16315   0.00288  -0.00195
   1.89400   0.16295   0.00289  -0.00196
   1.89500   0.16275   0.00291  -0.00196
   1.89600   0.16287   0.00289  -0.00195
   1.89700   0.16299   0.00287  -0.00195
   1.89800   0.16310   0.00285  -0.00194
   1.89900   0.16322   0.00282  -0.00193
   1.90000   0.16334   0.00280  -0.00192
   1.90100   0.16345   0.00278  -0.00191
   1.90200   0.16357   0.00276  -0.00190
   1.90300   0.16369   0.00274  -0.00190
   1.90400   0.16381   0.00271  -0.00189
   1.90500   0.16392   0.00269  -0.00188
   1.90600   0.16390   0.00270  -0.00188
   1.90700   0.16388   0.00271  -0.00188
   1.90800   0.16385   0.00272  -0.00189
   1.90900   0.16383   0.00272  -0.00189
   1.91000   0.16381   0.00273  -0.00189
   1.91100   0.16379   0.00274  -0.00189
   1.91200   0.16376   0.00275  -0.00190
   1.91300   0.16374   0.00276  -0.00190
   1.91400   0.16372   0.00277  -0.00190
   1.91500   0.16369   0.00277  -0.00190
   1.91600   0.16374   0.00278  -0.00191
   1.91700   0.16378   0.00278  -0.00191
   1.91800   0.16382   0.00278  -0.00191
   1.91900   0.16386   0.00278  -0.00192
   1.92000   0.16391   0.00278  -0.00192
   1.92100   0.16395   0.00278  -0.00192
   1.92200   0.16399   0.00279  -0.00192
   1.92300   0.16403   0.00279  -0.00193
   1.92400   0.16408   0.00279  -0.00193
   1.92500   0.16412   0.00279  -0.00193
   1.92600   0.16399   0.00275  -0.00189
   1.92700   0.16385   0.00270  -0.00185
   1.92800   0.16371   0.00265  -0.00180
   1.92900   0.16357   0.00261  -0.00176
   1.93000   0.16343   0.00256  -0.00171
   1.93100   0.16329   0.00251  -0.00167
   1.93200   0.16316   0.00247  -0.00162
   1.93300   0.16301   0.00242  -0.00158
   1.93400   0.16287   0.00237  -0.00153
   1.93500   0.16273   0.00232  -0.00149
   1.93600   0.16339   0.00234  -0.00151
   1.93700   0.16406   0.00235  -0.00153
   1.93800   0.16474   0.00237  -0.00156
   1.93900   0.16542   0.00238  -0.00158
   1.94000   0.16612   0.00240  -0.00161
   1.94100   0.16682   0.00241  -0.00163
   1.94200   0.16753   0.00243  -0.00166
   1.94300   0.16826   0.00244  -0.00168
   1.94400   0.16899   0.00246  -0.00171
   1.94500   0.16973   0.00248  -0.00174
   1.94600   0.16911   0.00247  -0.00172
   1.94700   0.16849   0.00246  -0.00170
   1.94800   0.16788   0.00245  -0.00168
   1.94900   0.16727   0.00244  -0.00166
   1.95000   0.16667   0.00243  -0.00165
   1.95100   0.16607   0.00242  -0.00163
   1.95200   0.16548   0.00242  -0.00161
   1.95300   0.16489   0.00241  -0.00159
   1.95400   0.16431   0.00240  -0.00158
   1.95500   0.16373   0.00239  -0.00156
   1.95600   0.16378   0.00246  -0.00161
   1.95700   0.16383   0.00252  -0.00166
   1.95800   0.16388   0.00259  -0.00171
   1.95900   0.16393   0.00265  -0.00177
   1.96000   0.16398   0.00272  -0.00182
   1.96100   0.16403   0.00278  -0.00187
   1.96200   0.16408   0.00285  -0.00192
   1.96300   0.16413   0.00291  -0.00197
   1.96400   0.16418   0.00298  -0.00203
   1.96500   0.16423   0.00304  -0.00208
   1.96600   0.16386   0.00291  -0.00196
   1.96700   0.16348   0.00277  -0.00184
   1.96800   0.16311   0.00264  -0.00172
   1.96900   0.16273   0.00250  -0.00160
   1.97000   0.16235   0.00237  -0.00148
   1.97100   0.16197   0.00223  -0.00136
   1.97200   0.16159   0.00209  -0.00124
   1.97300   0.16121   0.00195  -0.00112
   1.97400   0.16083   0.00182  -0.00099
   1.97500   0.16045   0.00168  -0.00087
   1.97600   0.16058   0.00173  -0.00092
   1.97700   0.16070   0.00178  -0.00096
   1.97800   0.16083   0.00183  -0.00101
   1.97900   0.16096   0.00188  -0.00105
   1.98000   0.16109   0.00193  -0.00110
   1.98100   0.16122   0.00198  -0.00114
   1.98200   0.16135   0.00203  -0.00119
   1.98300   0.16148   0.00208  -0.00123
   1.98400   0.16161   0.00213  -0.00128
   1.98500   0.16174   0.00218  -0.00132
   1.98600   0.16188   0.00223  -0.00136
   1.98700   0.16202   0.00229  -0.00141
   1.98800   0.16216   0.00234  -0.00145
   1.98900   0.16230   0.00240  -0.00149
   1.99000   0.16243   0.00245  -0.00154
   1.99100   0.16257   0.00251  -0.00158
   1.99200   0.16271   0.00256  -0.00162
   1.99300   0.16285   0.00262  -0.00167
   1.99400   0.16299   0.00267  -0.00171
   1.99500   0.16313   0.00273  -0.00176
   1.99600   0.16332   0.00276  -0.00179
   1.99700   0.16351   0.00279  -0.00182
   1.99800   0.16370   0.00282  -0.00185
   1.99900   0.16388   0.00285  -0.00188
   2.00000   0.16407   0.00288  -0.00191
   2.00100   0.16426   0.00291  -0.00194
   2.00200   0.16445   0.00294  -0.00197
   2.00300   0.16464   0.00298  -0.00200
   2.00400   0.16483   0.00301  -0.00203
   2.00500   0.16502   0.00304  -0.00206
   2.00600   0.16502   0.00303  -0.00205
   2.00700   0.16501   0.00302  -0.00204
   2.00800   0.16500   0.00301  -0.00204
   2.00900   0.16500   0.00300  -0.00203
   2.01000   0.16499   0.00300  -0.00202
   2.01100   0.16498   0.00299  -0.00201
   2.01200   0.16498   0.00298  -0.00200
   2.01300   0.16497   0.00297  -0.00199
   2.01400   0.16497   0.00296  -0.00198
   2.01500   0.16496   0.00295  -0.00197
   2.01600   0.16489   0.00296  -0.00198
   2.01700   0.16483   0.00298  -0.00198
   2.01800   0.16477   0.00299  -0.00199
   2.01900   0.16470   0.00300  -0.00200
   2.02000   0.16463   0.00302  -0.00200
   2.02100   0.16457   0.00303  -0.00201
   2.02200   0.16450   0.00304  -0.00201
   2.02300   0.16444   0.00306  -0.00202
   2.02400   0.16437   0.00307  -0.00203
   2.02500   0.16430   0.00309  -0.00203
   2.02600   0.16439   0.00311  -0.00205
   2.02700   0.16447   0.00314  -0.00208
   2.02800   0.16455   0.00316  -0.00210
   2.02900   0.16463   0.00319  -0.00212
   2.03000   0.16472   0.00322  -0.00214
   2.03100   0.16480   0.00324  -0.00217
   2.03200   0.16488   0.00327  -0.00219
   2.03300   0.16497   0.00330  -0.00221
   2.03400   0.16505   0.00332  -0.00224
   2.03500   0.16514   0.00335  -0.00226
   2.03600   0.16513   0.00333  -0.00224
   2.03700   0.16512   0.00330  -0.00222
   2.03800   0.16511   0.00328  -0.00220
   2.03900   0.16511   0.00326  -0.00218
   2.04000   0.16510   0.00323  -0.00216
   2.04100   0.16509   0.00321  -0.00214
   2.04200   0.16508   0.00318  -0.00212
   2.04300   0.16508   0.00316  -0.00210
   2.04400   0.16507   0.00313  -0.00208
   2.04500   0.16506   0.00311  -0.00206
   2.04600   0.16505   0.00312  -0.00207
   2.04700   0.16505   0.00312  -0.00207
   2.04800   0.16504   0.00313  -0.00207
   2.04900   0.16503   0.00314  -0.00208
   2.05000   0.16503   0.00314  -0.00208
   2.05100   0.16502   0.00315  -0.00208
   2.05200   0.16502   0.00315  -0.00208
   2.05300   0.16501   0.00316  -0.00209
   2.05400   0.16500   0.00317  -0.00209
   2.05500   0.16500   0.00317  -0.00209
   2.05600   0.16500   0.00319  -0.00210
   2.05700   0.16500   0.00320  -0.00211
   2.05800   0.16501   0.00322  -0.00212
   2.05900   0.16501   0.00324  -0.00213
   2.06000   0.16501   0.00325  -0.00214
   2.06100   0.16501   0.00327  -0.00215
   2.06200   0.16502   0.00329  -0.00216
   2.06300   0.16502   0.00330  -0.00217
   2.06400   0.16502   0.00332  -0.00218
   2.06500   0.16503   0.00334  -0.00219
   2.06600   0.16504   0.00333  -0.00219
   2.06700   0.16506   0.00333  -0.00219
   2.06800   0.16507   0.00332  -0.00219
   2.06900   0.16509   0.00332  -0.00218
   2.07000   0.16510   0.00332  -0.00218
   2.07100   0.16511   0.00331  -0.00218
   2.07200   0.16513   0.00331  -0.00218
   2.07300   0.16514   0.00330  -0.00218
   2.07400   0.16516   0.00330  -0.00217
   2.07500   0.16517   0.00329  -0.00217
   2.07600   0.16516   0.00329  -0.00217
   2.07700   0.16515   0.00329  -0.00216
   2.07800   0.16514   0.00329  -0.00216
   2.07900   0.16513   0.00329  -0.00215
   2.08000   0.16512   0.00329  -0.00215
   2.08100   0.16511   0.00328  -0.00215
   2.08200   0.16510   0.00328  -0.00214
   2.08300   0.16509   0.00328  -0.00214
   2.08400   0.16508   0.00328  -0.00213
   2.08500   0.16507   0.00328  -0.00213
   2.08600   0.16500   0.00328  -0.00213
   2.08700   0.16494   0.00329  -0.00213
   2.08800   0.16487   0.00329  -0.00213
   2.08900   0.16481   0.00330  -0.00213
   2.09000   0.16474   0.00331  -0.00212
   2.09100   0.16468   0.00331  -0.00212
   2.09200   0.16461   0.00332  -0.00212
   2.09300   0.16455   0.00332  -0.00212
   2.09400   0.16448   0.00333  -0.00212
   2.09500   0.16441   0.00334  -0.00212
   2.09600   0.16450   0.00333  -0.00212
   2.09700   0.16458   0.00332  -0.00211
   2.09800   0.16466   0.00331  -0.00211
   2.09900   0.16475   0.00331  -0.00211
   2.10000   0.16483   0.00330  -0.00211
   2.10100   0.16492   0.00329  -0.00211
   2.10200   0.16500   0.00329  -0.00210
   2.10300   0.16508   0.00328  -0.00210
   2.10400   0.16517   0.00327  -0.00210
   2.10500   0.16525   0.00326  -0.00210
   2.10600   0.16523   0.00327  -0.00209
   2.10700   0.16521   0.00327  -0.00209
   2.10800   0.16519   0.00327  -0.00209
   2.10900   0.16517   0.00327  -0.00208
   2.11000   0.16514   0.00328  -0.00208
   2.11100   0.16512   0.00328  -0.00208
   2.11200   0.16510   0.00328  -0.00208
   2.11300   0.16508   0.00328  -0.00207
   2.11400   0.16506   0.00329  -0.00207
   2.11500   0.16503   0.00329  -0.00207
   2.11600   0.16507   0.00330  -0.00208
   2.11700   0.16511   0.00331  -0.00209
   2.11800   0.16515   0.00333  -0.00211
   2.11900   0.16518   0.00334  -0.00212
