# FORPRINT: Tue Nov 29 08:32:13 2016
# lambda[um]  F1       F2
  12.51400  4.19e-13  7.39e-14
  12.51500  4.19e-13  7.39e-14
  12.51600  4.18e-13  7.39e-14
  12.51700  4.18e-13  7.39e-14
  12.51800  4.18e-13  7.38e-14
  12.51900  4.18e-13  7.38e-14
  12.52000  4.18e-13  7.38e-14
  12.52100  4.18e-13  7.38e-14
  12.52200  4.18e-13  7.38e-14
  12.52300  4.18e-13  7.38e-14
  12.52400  4.18e-13  7.38e-14
  12.52500  4.18e-13  7.38e-14
  12.52600  4.18e-13  7.38e-14
  12.52700  4.18e-13  7.38e-14
  12.52800  4.18e-13  7.38e-14
  12.52900  4.18e-13  7.38e-14
  12.53000  4.18e-13  7.37e-14
  12.53100  4.18e-13  7.37e-14
  12.53200  4.18e-13  7.37e-14
  12.53300  4.18e-13  7.37e-14
  12.53400  4.18e-13  7.37e-14
  12.53500  4.18e-13  7.37e-14
  12.53600  4.18e-13  7.37e-14
  12.53700  4.18e-13  7.37e-14
  12.53800  4.17e-13  7.37e-14
  12.53900  4.17e-13  7.37e-14
  12.54000  4.17e-13  7.37e-14
  12.54100  4.17e-13  7.37e-14
  12.54200  4.17e-13  7.37e-14
  12.54300  4.17e-13  7.36e-14
  12.54400  4.17e-13  7.36e-14
  12.54500  4.17e-13  7.36e-14
  12.54600  4.17e-13  7.36e-14
  12.54700  4.17e-13  7.36e-14
  12.54800  4.17e-13  7.36e-14
  12.54900  4.17e-13  7.36e-14
  12.55000  4.17e-13  7.36e-14
  12.55100  4.17e-13  7.36e-14
  12.55200  4.17e-13  7.36e-14
  12.55300  4.17e-13  7.36e-14
  12.55400  4.17e-13  7.36e-14
  12.55500  4.17e-13  7.35e-14
  12.55600  4.17e-13  7.35e-14
  12.55700  4.17e-13  7.35e-14
  12.55800  4.17e-13  7.35e-14
  12.55900  4.17e-13  7.35e-14
  12.56000  4.16e-13  7.35e-14
  12.56100  4.16e-13  7.35e-14
  12.56200  4.16e-13  7.35e-14
  12.56300  4.16e-13  7.35e-14
  12.56400  4.16e-13  7.35e-14
  12.56500  4.16e-13  7.35e-14
  12.56600  4.16e-13  7.35e-14
  12.56700  4.16e-13  7.35e-14
  12.56800  4.16e-13  7.34e-14
  12.56900  4.16e-13  7.34e-14
  12.57000  4.16e-13  7.34e-14
  12.57100  4.16e-13  7.34e-14
  12.57200  4.16e-13  7.34e-14
  12.57300  4.16e-13  7.34e-14
  12.57400  4.16e-13  7.34e-14
  12.57500  4.16e-13  7.34e-14
  12.57600  4.16e-13  7.34e-14
  12.57700  4.16e-13  7.34e-14
  12.57800  4.16e-13  7.34e-14
  12.57900  4.16e-13  7.34e-14
  12.58000  4.16e-13  7.33e-14
  12.58100  4.15e-13  7.33e-14
  12.58200  4.15e-13  7.33e-14
  12.58300  4.15e-13  7.33e-14
  12.58400  4.15e-13  7.33e-14
  12.58500  4.15e-13  7.33e-14
  12.58600  4.15e-13  7.33e-14
  12.58700  4.15e-13  7.33e-14
  12.58800  4.15e-13  7.33e-14
  12.58900  4.15e-13  7.33e-14
  12.59000  4.15e-13  7.33e-14
  12.59100  4.15e-13  7.33e-14
  12.59200  4.15e-13  7.32e-14
  12.59300  4.15e-13  7.32e-14
  12.59400  4.15e-13  7.32e-14
  12.59500  4.15e-13  7.32e-14
  12.59600  4.15e-13  7.32e-14
  12.59700  4.15e-13  7.32e-14
  12.59800  4.15e-13  7.32e-14
  12.59900  4.15e-13  7.32e-14
  12.60000  4.15e-13  7.32e-14
  12.60100  4.15e-13  7.32e-14
  12.60200  4.15e-13  7.32e-14
  12.60300  4.14e-13  7.32e-14
  12.60400  4.14e-13  7.32e-14
  12.60500  4.14e-13  7.31e-14
  12.60600  4.14e-13  7.31e-14
  12.60700  4.14e-13  7.31e-14
  12.60800  4.14e-13  7.31e-14
  12.60900  4.14e-13  7.31e-14
  12.61000  4.14e-13  7.31e-14
  12.61100  4.14e-13  7.31e-14
  12.61200  4.14e-13  7.31e-14
  12.61300  4.14e-13  7.31e-14
  12.61400  4.14e-13  7.31e-14
  12.61500  4.14e-13  7.31e-14
  12.61600  4.14e-13  7.31e-14
  12.61700  4.14e-13  7.30e-14
  12.61800  4.14e-13  7.30e-14
  12.61900  4.14e-13  7.30e-14
  12.62000  4.14e-13  7.30e-14
  12.62100  4.14e-13  7.30e-14
  12.62200  4.14e-13  7.30e-14
  12.62300  4.14e-13  7.30e-14
  12.62400  4.14e-13  7.30e-14
  12.62500  4.13e-13  7.30e-14
  12.62600  4.13e-13  7.30e-14
  12.62700  4.13e-13  7.30e-14
  12.62800  4.13e-13  7.30e-14
  12.62900  4.13e-13  7.30e-14
  12.63000  4.13e-13  7.29e-14
  12.63100  4.13e-13  7.29e-14
  12.63200  4.13e-13  7.29e-14
  12.63300  4.13e-13  7.29e-14
  12.63400  4.13e-13  7.29e-14
  12.63500  4.13e-13  7.29e-14
  12.63600  4.13e-13  7.29e-14
  12.63700  4.13e-13  7.29e-14
  12.63800  4.13e-13  7.29e-14
  12.63900  4.13e-13  7.29e-14
  12.64000  4.13e-13  7.29e-14
  12.64100  4.13e-13  7.29e-14
  12.64200  4.13e-13  7.28e-14
  12.64300  4.13e-13  7.28e-14
  12.64400  4.13e-13  7.28e-14
  12.64500  4.13e-13  7.28e-14
  12.64600  4.13e-13  7.28e-14
  12.64700  4.12e-13  7.28e-14
  12.64800  4.12e-13  7.28e-14
  12.64900  4.12e-13  7.28e-14
  12.65000  4.12e-13  7.28e-14
  12.65100  4.12e-13  7.28e-14
  12.65200  4.12e-13  7.28e-14
  12.65300  4.12e-13  7.28e-14
  12.65400  4.12e-13  7.28e-14
  12.65500  4.12e-13  7.27e-14
  12.65600  4.12e-13  7.27e-14
  12.65700  4.12e-13  7.27e-14
  12.65800  4.12e-13  7.27e-14
  12.65900  4.12e-13  7.27e-14
  12.66000  4.12e-13  7.27e-14
  12.66100  4.12e-13  7.27e-14
  12.66200  4.12e-13  7.27e-14
  12.66300  4.12e-13  7.27e-14
  12.66400  4.12e-13  7.27e-14
  12.66500  4.12e-13  7.27e-14
  12.66600  4.12e-13  7.27e-14
  12.66700  4.12e-13  7.26e-14
  12.66800  4.12e-13  7.26e-14
  12.66900  4.11e-13  7.26e-14
  12.67000  4.11e-13  7.26e-14
  12.67100  4.11e-13  7.26e-14
  12.67200  4.11e-13  7.26e-14
  12.67300  4.11e-13  7.26e-14
  12.67400  4.11e-13  7.26e-14
  12.67500  4.11e-13  7.26e-14
  12.67600  4.11e-13  7.26e-14
  12.67700  4.11e-13  7.26e-14
  12.67800  4.11e-13  7.26e-14
  12.67900  4.11e-13  7.25e-14
  12.68000  4.11e-13  7.25e-14
  12.68100  4.11e-13  7.25e-14
  12.68200  4.11e-13  7.25e-14
  12.68300  4.11e-13  7.25e-14
  12.68400  4.11e-13  7.25e-14
  12.68500  4.11e-13  7.25e-14
  12.68600  4.11e-13  7.25e-14
  12.68700  4.11e-13  7.25e-14
  12.68800  4.11e-13  7.25e-14
  12.68900  4.11e-13  7.25e-14
  12.69000  4.11e-13  7.25e-14
  12.69100  4.10e-13  7.25e-14
  12.69200  4.10e-13  7.24e-14
  12.69300  4.10e-13  7.24e-14
  12.69400  4.10e-13  7.24e-14
  12.69500  4.10e-13  7.24e-14
  12.69600  4.10e-13  7.24e-14
  12.69700  4.10e-13  7.24e-14
  12.69800  4.10e-13  7.24e-14
  12.69900  4.10e-13  7.24e-14
  12.70000  4.10e-13  7.24e-14
  12.70100  4.10e-13  7.24e-14
  12.70200  4.10e-13  7.24e-14
  12.70300  4.10e-13  7.24e-14
  12.70400  4.10e-13  7.23e-14
  12.70500  4.10e-13  7.23e-14
  12.70600  4.10e-13  7.23e-14
  12.70700  4.10e-13  7.23e-14
  12.70800  4.10e-13  7.23e-14
  12.70900  4.10e-13  7.23e-14
  12.71000  4.10e-13  7.23e-14
  12.71100  4.10e-13  7.23e-14
  12.71200  4.10e-13  7.23e-14
  12.71300  4.09e-13  7.23e-14
  12.71400  4.09e-13  7.23e-14
  12.71500  4.09e-13  7.23e-14
  12.71600  4.09e-13  7.23e-14
  12.71700  4.09e-13  7.22e-14
  12.71800  4.09e-13  7.22e-14
  12.71900  4.09e-13  7.22e-14
  12.72000  4.09e-13  7.22e-14
  12.72100  4.09e-13  7.22e-14
  12.72200  4.09e-13  7.22e-14
  12.72300  4.09e-13  7.22e-14
  12.72400  4.09e-13  7.22e-14
  12.72500  4.09e-13  7.22e-14
  12.72600  4.09e-13  7.22e-14
  12.72700  4.09e-13  7.22e-14
  12.72800  4.09e-13  7.22e-14
  12.72900  4.09e-13  7.21e-14
  12.73000  4.09e-13  7.21e-14
  12.73100  4.09e-13  7.21e-14
  12.73200  4.09e-13  7.21e-14
  12.73300  4.09e-13  7.21e-14
  12.73400  4.09e-13  7.21e-14
  12.73500  4.08e-13  7.21e-14
  12.73600  4.08e-13  7.21e-14
  12.73700  4.08e-13  7.21e-14
  12.73800  4.08e-13  7.21e-14
  12.73900  4.08e-13  7.21e-14
  12.74000  4.08e-13  7.21e-14
  12.74100  4.08e-13  7.21e-14
  12.74200  4.08e-13  7.20e-14
  12.74300  4.08e-13  7.20e-14
  12.74400  4.08e-13  7.20e-14
  12.74500  4.08e-13  7.20e-14
  12.74600  4.08e-13  7.20e-14
  12.74700  4.08e-13  7.20e-14
  12.74800  4.08e-13  7.20e-14
  12.74900  4.08e-13  7.20e-14
  12.75000  4.08e-13  7.20e-14
  12.75100  4.08e-13  7.20e-14
  12.75200  4.08e-13  7.20e-14
  12.75300  4.08e-13  7.20e-14
  12.75400  4.08e-13  7.19e-14
  12.75500  4.08e-13  7.19e-14
  12.75600  4.08e-13  7.19e-14
  12.75700  4.07e-13  7.19e-14
  12.75800  4.07e-13  7.19e-14
  12.75900  4.07e-13  7.19e-14
  12.76000  4.07e-13  7.19e-14
  12.76100  4.07e-13  7.19e-14
  12.76200  4.07e-13  7.19e-14
  12.76300  4.07e-13  7.19e-14
  12.76400  4.07e-13  7.19e-14
  12.76500  4.07e-13  7.19e-14
  12.76600  4.07e-13  7.18e-14
  12.76700  4.07e-13  7.18e-14
  12.76800  4.07e-13  7.18e-14
  12.76900  4.07e-13  7.18e-14
  12.77000  4.07e-13  7.18e-14
  12.77100  4.07e-13  7.18e-14
  12.77200  4.07e-13  7.18e-14
  12.77300  4.07e-13  7.18e-14
  12.77400  4.07e-13  7.18e-14
  12.77500  4.07e-13  7.18e-14
  12.77600  4.07e-13  7.18e-14
  12.77700  4.07e-13  7.18e-14
  12.77800  4.07e-13  7.18e-14
  12.77900  4.06e-13  7.17e-14
  12.78000  4.06e-13  7.17e-14
  12.78100  4.06e-13  7.17e-14
  12.78200  4.06e-13  7.17e-14
  12.78300  4.06e-13  7.17e-14
  12.78400  4.06e-13  7.17e-14
  12.78500  4.06e-13  7.17e-14
  12.78600  4.06e-13  7.17e-14
  12.78700  4.06e-13  7.17e-14
  12.78800  4.06e-13  7.17e-14
  12.78900  4.06e-13  7.17e-14
  12.79000  4.06e-13  7.17e-14
  12.79100  4.06e-13  7.16e-14
  12.79200  4.06e-13  7.16e-14
  12.79300  4.06e-13  7.16e-14
  12.79400  4.06e-13  7.16e-14
  12.79500  4.06e-13  7.16e-14
  12.79600  4.06e-13  7.16e-14
  12.79700  4.06e-13  7.16e-14
  12.79800  4.06e-13  7.16e-14
  12.79900  4.06e-13  7.16e-14
  12.80000  4.05e-13  7.16e-14
  12.80100  4.05e-13  7.16e-14
  12.80200  4.05e-13  7.16e-14
  12.80300  4.05e-13  7.16e-14
  12.80400  4.05e-13  7.15e-14
  12.80500  4.05e-13  7.15e-14
  12.80600  4.05e-13  7.15e-14
  12.80700  4.05e-13  7.15e-14
  12.80800  4.05e-13  7.15e-14
  12.80900  4.05e-13  7.15e-14
  12.81000  4.05e-13  7.15e-14
  12.81100  4.05e-13  7.15e-14
  12.81200  4.05e-13  7.15e-14
  12.81300  4.05e-13  7.15e-14
  12.81400  4.05e-13  7.15e-14
  12.81500  4.05e-13  7.15e-14
  12.81600  4.05e-13  7.14e-14
  12.81700  4.05e-13  7.14e-14
  12.81800  4.05e-13  7.14e-14
  12.81900  4.05e-13  7.14e-14
  12.82000  4.05e-13  7.14e-14
  12.82100  4.05e-13  7.14e-14
  12.82200  4.04e-13  7.14e-14
  12.82300  4.04e-13  7.14e-14
  12.82400  4.04e-13  7.14e-14
  12.82500  4.04e-13  7.14e-14
  12.82600  4.04e-13  7.14e-14
  12.82700  4.04e-13  7.14e-14
  12.82800  4.04e-13  7.14e-14
  12.82900  4.04e-13  7.13e-14
  12.83000  4.04e-13  7.13e-14
  12.83100  4.04e-13  7.13e-14
  12.83200  4.04e-13  7.13e-14
  12.83300  4.04e-13  7.13e-14
  12.83400  4.04e-13  7.13e-14
  12.83500  4.04e-13  7.13e-14
  12.83600  4.04e-13  7.13e-14
  12.83700  4.04e-13  7.13e-14
  12.83800  4.04e-13  7.13e-14
  12.83900  4.04e-13  7.13e-14
  12.84000  4.04e-13  7.13e-14
  12.84100  4.04e-13  7.12e-14
  12.84200  4.04e-13  7.12e-14
  12.84300  4.04e-13  7.12e-14
  12.84400  4.03e-13  7.12e-14
  12.84500  4.03e-13  7.12e-14
  12.84600  4.03e-13  7.12e-14
  12.84700  4.03e-13  7.12e-14
  12.84800  4.03e-13  7.12e-14
  12.84900  4.03e-13  7.12e-14
  12.85000  4.03e-13  7.12e-14
  12.85100  4.03e-13  7.12e-14
  12.85200  4.03e-13  7.12e-14
  12.85300  4.03e-13  7.11e-14
  12.85400  4.03e-13  7.11e-14
  12.85500  4.03e-13  7.11e-14
  12.85600  4.03e-13  7.11e-14
  12.85700  4.03e-13  7.11e-14
  12.85800  4.03e-13  7.11e-14
  12.85900  4.03e-13  7.11e-14
  12.86000  4.03e-13  7.11e-14
  12.86100  4.03e-13  7.11e-14
  12.86200  4.03e-13  7.11e-14
  12.86300  4.03e-13  7.11e-14
  12.86400  4.03e-13  7.11e-14
  12.86500  4.03e-13  7.11e-14
  12.86600  4.02e-13  7.10e-14
  12.86700  4.02e-13  7.10e-14
  12.86800  4.02e-13  7.10e-14
  12.86900  4.02e-13  7.10e-14
  12.87000  4.02e-13  7.10e-14
  12.87100  4.02e-13  7.10e-14
  12.87200  4.02e-13  7.10e-14
  12.87300  4.02e-13  7.10e-14
  12.87400  4.02e-13  7.10e-14
  12.87500  4.02e-13  7.10e-14
  12.87600  4.02e-13  7.10e-14
  12.87700  4.02e-13  7.10e-14
  12.87800  4.02e-13  7.09e-14
  12.87900  4.02e-13  7.09e-14
  12.88000  4.02e-13  7.09e-14
  12.88100  4.02e-13  7.09e-14
  12.88200  4.02e-13  7.09e-14
  12.88300  4.02e-13  7.09e-14
  12.88400  4.02e-13  7.09e-14
  12.88500  4.02e-13  7.09e-14
  12.88600  4.02e-13  7.09e-14
  12.88700  4.02e-13  7.09e-14
  12.88800  4.01e-13  7.09e-14
  12.88900  4.01e-13  7.09e-14
  12.89000  4.01e-13  7.09e-14
  12.89100  4.01e-13  7.08e-14
  12.89200  4.01e-13  7.08e-14
  12.89300  4.01e-13  7.08e-14
  12.89400  4.01e-13  7.08e-14
  12.89500  4.01e-13  7.08e-14
  12.89600  4.01e-13  7.08e-14
  12.89700  4.01e-13  7.08e-14
  12.89800  4.01e-13  7.08e-14
  12.89900  4.01e-13  7.08e-14
  12.90000  4.01e-13  7.08e-14
  12.90100  4.01e-13  7.08e-14
  12.90200  4.01e-13  7.08e-14
  12.90300  4.01e-13  7.07e-14
  12.90400  4.01e-13  7.07e-14
  12.90500  4.01e-13  7.07e-14
  12.90600  4.01e-13  7.07e-14
  12.90700  4.01e-13  7.07e-14
  12.90800  4.01e-13  7.07e-14
  12.90900  4.01e-13  7.07e-14
  12.91000  4.00e-13  7.07e-14
  12.91100  4.00e-13  7.07e-14
  12.91200  4.00e-13  7.07e-14
  12.91300  4.00e-13  7.07e-14
  12.91400  4.00e-13  7.07e-14
  12.91500  4.00e-13  7.06e-14
  12.91600  4.00e-13  7.06e-14
  12.91700  4.00e-13  7.06e-14
  12.91800  4.00e-13  7.06e-14
  12.91900  4.00e-13  7.06e-14
  12.92000  4.00e-13  7.06e-14
  12.92100  4.00e-13  7.06e-14
  12.92200  4.00e-13  7.06e-14
  12.92300  4.00e-13  7.06e-14
  12.92400  4.00e-13  7.06e-14
  12.92500  4.00e-13  7.06e-14
  12.92600  4.00e-13  7.06e-14
  12.92700  4.00e-13  7.06e-14
  12.92800  4.00e-13  7.05e-14
  12.92900  4.00e-13  7.05e-14
  12.93000  4.00e-13  7.05e-14
  12.93100  4.00e-13  7.05e-14
  12.93200  3.99e-13  7.05e-14
  12.93300  3.99e-13  7.05e-14
  12.93400  3.99e-13  7.05e-14
  12.93500  3.99e-13  7.05e-14
  12.93600  3.99e-13  7.05e-14
  12.93700  3.99e-13  7.05e-14
  12.93800  3.99e-13  7.05e-14
  12.93900  3.99e-13  7.05e-14
  12.94000  3.99e-13  7.04e-14
  12.94100  3.99e-13  7.04e-14
  12.94200  3.99e-13  7.04e-14
  12.94300  3.99e-13  7.04e-14
  12.94400  3.99e-13  7.04e-14
  12.94500  3.99e-13  7.04e-14
  12.94600  3.99e-13  7.04e-14
  12.94700  3.99e-13  7.04e-14
  12.94800  3.99e-13  7.04e-14
  12.94900  3.99e-13  7.04e-14
  12.95000  3.99e-13  7.04e-14
  12.95100  3.99e-13  7.04e-14
  12.95200  3.99e-13  7.04e-14
  12.95300  3.98e-13  7.03e-14
  12.95400  3.98e-13  7.03e-14
  12.95500  3.98e-13  7.03e-14
  12.95600  3.98e-13  7.03e-14
  12.95700  3.98e-13  7.03e-14
  12.95800  3.98e-13  7.03e-14
  12.95900  3.98e-13  7.03e-14
  12.96000  3.98e-13  7.03e-14
  12.96100  3.98e-13  7.03e-14
  12.96200  3.98e-13  7.03e-14
  12.96300  3.98e-13  7.03e-14
  12.96400  3.98e-13  7.03e-14
  12.96500  3.98e-13  7.02e-14
  12.96600  3.98e-13  7.02e-14
  12.96700  3.98e-13  7.02e-14
  12.96800  3.98e-13  7.02e-14
  12.96900  3.98e-13  7.02e-14
  12.97000  3.98e-13  7.02e-14
  12.97100  3.98e-13  7.02e-14
  12.97200  3.98e-13  7.02e-14
  12.97300  3.98e-13  7.02e-14
  12.97400  3.98e-13  7.02e-14
  12.97500  3.97e-13  7.02e-14
  12.97600  3.97e-13  7.02e-14
  12.97700  3.97e-13  7.01e-14
  12.97800  3.97e-13  7.01e-14
  12.97900  3.97e-13  7.01e-14
  12.98000  3.97e-13  7.01e-14
  12.98100  3.97e-13  7.01e-14
  12.98200  3.97e-13  7.01e-14
  12.98300  3.97e-13  7.01e-14
  12.98400  3.97e-13  7.01e-14
  12.98500  3.97e-13  7.01e-14
  12.98600  3.97e-13  7.01e-14
  12.98700  3.97e-13  7.01e-14
  12.98800  3.97e-13  7.01e-14
  12.98900  3.97e-13  7.01e-14
  12.99000  3.97e-13  7.00e-14
  12.99100  3.97e-13  7.00e-14
  12.99200  3.97e-13  7.00e-14
  12.99300  3.97e-13  7.00e-14
  12.99400  3.97e-13  7.00e-14
  12.99500  3.97e-13  7.00e-14
  12.99600  3.97e-13  7.00e-14
  12.99700  3.96e-13  7.00e-14
  12.99800  3.96e-13  7.00e-14
  12.99900  3.96e-13  7.00e-14
  13.00000  3.96e-13  7.00e-14
  13.00100  3.96e-13  7.00e-14
  13.00200  3.96e-13  6.99e-14
  13.00300  3.96e-13  6.99e-14
  13.00400  3.96e-13  6.99e-14
  13.00500  3.96e-13  6.99e-14
  13.00600  3.96e-13  6.99e-14
  13.00700  3.96e-13  6.99e-14
  13.00800  3.96e-13  6.99e-14
  13.00900  3.96e-13  6.99e-14
  13.01000  3.96e-13  6.99e-14
  13.01100  3.96e-13  6.99e-14
  13.01200  3.96e-13  6.99e-14
  13.01300  3.96e-13  6.99e-14
  13.01400  3.96e-13  6.98e-14
  13.01500  3.96e-13  6.98e-14
  13.01600  3.96e-13  6.98e-14
  13.01700  3.96e-13  6.98e-14
  13.01800  3.96e-13  6.98e-14
  13.01900  3.95e-13  6.98e-14
  13.02000  3.95e-13  6.98e-14
  13.02100  3.95e-13  6.98e-14
  13.02200  3.95e-13  6.98e-14
  13.02300  3.95e-13  6.98e-14
  13.02400  3.95e-13  6.98e-14
  13.02500  3.95e-13  6.98e-14
  13.02600  3.95e-13  6.97e-14
  13.02700  3.95e-13  6.97e-14
  13.02800  3.95e-13  6.97e-14
  13.02900  3.95e-13  6.97e-14
  13.03000  3.95e-13  6.97e-14
  13.03100  3.95e-13  6.97e-14
  13.03200  3.95e-13  6.97e-14
  13.03300  3.95e-13  6.97e-14
  13.03400  3.95e-13  6.97e-14
  13.03500  3.95e-13  6.97e-14
  13.03600  3.95e-13  6.97e-14
  13.03700  3.95e-13  6.97e-14
  13.03800  3.95e-13  6.97e-14
  13.03900  3.95e-13  6.96e-14
  13.04000  3.94e-13  6.96e-14
  13.04100  3.94e-13  6.96e-14
  13.04200  3.94e-13  6.96e-14
  13.04300  3.94e-13  6.96e-14
  13.04400  3.94e-13  6.96e-14
  13.04500  3.94e-13  6.96e-14
  13.04600  3.94e-13  6.96e-14
  13.04700  3.94e-13  6.96e-14
  13.04800  3.94e-13  6.96e-14
  13.04900  3.94e-13  6.96e-14
  13.05000  3.94e-13  6.96e-14
  13.05100  3.94e-13  6.95e-14
  13.05200  3.94e-13  6.95e-14
  13.05300  3.94e-13  6.95e-14
  13.05400  3.94e-13  6.95e-14
  13.05500  3.94e-13  6.95e-14
  13.05600  3.94e-13  6.95e-14
  13.05700  3.94e-13  6.95e-14
  13.05800  3.94e-13  6.95e-14
  13.05900  3.94e-13  6.95e-14
  13.06000  3.94e-13  6.95e-14
  13.06100  3.94e-13  6.95e-14
  13.06200  3.93e-13  6.95e-14
  13.06300  3.93e-13  6.94e-14
  13.06400  3.93e-13  6.94e-14
  13.06500  3.93e-13  6.94e-14
  13.06600  3.93e-13  6.94e-14
  13.06700  3.93e-13  6.94e-14
  13.06800  3.93e-13  6.94e-14
  13.06900  3.93e-13  6.94e-14
  13.07000  3.93e-13  6.94e-14
  13.07100  3.93e-13  6.94e-14
  13.07200  3.93e-13  6.94e-14
  13.07300  3.93e-13  6.94e-14
  13.07400  3.93e-13  6.94e-14
  13.07500  3.93e-13  6.94e-14
  13.07600  3.93e-13  6.93e-14
  13.07700  3.93e-13  6.93e-14
  13.07800  3.93e-13  6.93e-14
  13.07900  3.93e-13  6.93e-14
  13.08000  3.93e-13  6.93e-14
  13.08100  3.93e-13  6.93e-14
  13.08200  3.93e-13  6.93e-14
  13.08300  3.93e-13  6.93e-14
  13.08400  3.92e-13  6.93e-14
  13.08500  3.92e-13  6.93e-14
  13.08600  3.92e-13  6.93e-14
  13.08700  3.92e-13  6.93e-14
  13.08800  3.92e-13  6.92e-14
  13.08900  3.92e-13  6.92e-14
  13.09000  3.92e-13  6.92e-14
  13.09100  3.92e-13  6.92e-14
  13.09200  3.92e-13  6.92e-14
  13.09300  3.92e-13  6.92e-14
  13.09400  3.92e-13  6.92e-14
  13.09500  3.92e-13  6.92e-14
  13.09600  3.92e-13  6.92e-14
  13.09700  3.92e-13  6.92e-14
  13.09800  3.92e-13  6.92e-14
  13.09900  3.92e-13  6.92e-14
  13.10000  3.92e-13  6.91e-14
  13.10100  3.92e-13  6.91e-14
  13.10200  3.92e-13  6.91e-14
  13.10300  3.92e-13  6.91e-14
  13.10400  3.92e-13  6.91e-14
  13.10500  3.92e-13  6.91e-14
  13.10600  3.91e-13  6.91e-14
  13.10700  3.91e-13  6.91e-14
  13.10800  3.91e-13  6.91e-14
  13.10900  3.91e-13  6.91e-14
  13.11000  3.91e-13  6.91e-14
  13.11100  3.91e-13  6.91e-14
  13.11200  3.91e-13  6.91e-14
  13.11300  3.91e-13  6.90e-14
  13.11400  3.91e-13  6.90e-14
  13.11500  3.91e-13  6.90e-14
  13.11600  3.91e-13  6.90e-14
  13.11700  3.91e-13  6.90e-14
  13.11800  3.91e-13  6.90e-14
  13.11900  3.91e-13  6.90e-14
  13.12000  3.91e-13  6.90e-14
  13.12100  3.91e-13  6.90e-14
  13.12200  3.91e-13  6.90e-14
  13.12300  3.91e-13  6.90e-14
  13.12400  3.91e-13  6.90e-14
  13.12500  3.91e-13  6.89e-14
  13.12600  3.91e-13  6.89e-14
  13.12700  3.90e-13  6.89e-14
  13.12800  3.90e-13  6.89e-14
  13.12900  3.90e-13  6.89e-14
  13.13000  3.90e-13  6.89e-14
  13.13100  3.90e-13  6.89e-14
  13.13200  3.90e-13  6.89e-14
  13.13300  3.90e-13  6.89e-14
  13.13400  3.90e-13  6.89e-14
  13.13500  3.90e-13  6.89e-14
  13.13600  3.90e-13  6.89e-14
  13.13700  3.90e-13  6.88e-14
  13.13800  3.90e-13  6.88e-14
  13.13900  3.90e-13  6.88e-14
  13.14000  3.90e-13  6.88e-14
  13.14100  3.90e-13  6.88e-14
  13.14200  3.90e-13  6.88e-14
  13.14300  3.90e-13  6.88e-14
  13.14400  3.90e-13  6.88e-14
  13.14500  3.90e-13  6.88e-14
  13.14600  3.90e-13  6.88e-14
  13.14700  3.90e-13  6.88e-14
  13.14800  3.90e-13  6.88e-14
  13.14900  3.89e-13  6.88e-14
  13.15000  3.89e-13  6.87e-14
  13.15100  3.89e-13  6.87e-14
  13.15200  3.89e-13  6.87e-14
  13.15300  3.89e-13  6.87e-14
  13.15400  3.89e-13  6.87e-14
  13.15500  3.89e-13  6.87e-14
  13.15600  3.89e-13  6.87e-14
  13.15700  3.89e-13  6.87e-14
  13.15800  3.89e-13  6.87e-14
  13.15900  3.89e-13  6.87e-14
  13.16000  3.89e-13  6.87e-14
  13.16100  3.89e-13  6.87e-14
  13.16200  3.89e-13  6.86e-14
  13.16300  3.89e-13  6.86e-14
  13.16400  3.89e-13  6.86e-14
  13.16500  3.89e-13  6.86e-14
  13.16600  3.89e-13  6.86e-14
  13.16700  3.89e-13  6.86e-14
  13.16800  3.89e-13  6.86e-14
  13.16900  3.89e-13  6.86e-14
  13.17000  3.89e-13  6.86e-14
  13.17100  3.88e-13  6.86e-14
  13.17200  3.88e-13  6.86e-14
  13.17300  3.88e-13  6.86e-14
  13.17400  3.88e-13  6.85e-14
  13.17500  3.88e-13  6.85e-14
  13.17600  3.88e-13  6.85e-14
  13.17700  3.88e-13  6.85e-14
  13.17800  3.88e-13  6.85e-14
  13.17900  3.88e-13  6.85e-14
  13.18000  3.88e-13  6.85e-14
  13.18100  3.88e-13  6.85e-14
  13.18200  3.88e-13  6.85e-14
  13.18300  3.88e-13  6.85e-14
  13.18400  3.88e-13  6.85e-14
  13.18500  3.88e-13  6.85e-14
  13.18600  3.88e-13  6.85e-14
  13.18700  3.88e-13  6.84e-14
  13.18800  3.88e-13  6.84e-14
  13.18900  3.88e-13  6.84e-14
  13.19000  3.88e-13  6.84e-14
  13.19100  3.88e-13  6.84e-14
  13.19200  3.87e-13  6.84e-14
  13.19300  3.87e-13  6.84e-14
  13.19400  3.87e-13  6.84e-14
  13.19500  3.87e-13  6.84e-14
  13.19600  3.87e-13  6.84e-14
  13.19700  3.87e-13  6.84e-14
  13.19800  3.87e-13  6.84e-14
  13.19900  3.87e-13  6.83e-14
  13.20000  3.87e-13  6.83e-14
  13.20100  3.87e-13  6.83e-14
  13.20200  3.87e-13  6.83e-14
  13.20300  3.87e-13  6.83e-14
  13.20400  3.87e-13  6.83e-14
  13.20500  3.87e-13  6.83e-14
  13.20600  3.87e-13  6.83e-14
  13.20700  3.87e-13  6.83e-14
  13.20800  3.87e-13  6.83e-14
  13.20900  3.87e-13  6.83e-14
  13.21000  3.87e-13  6.83e-14
  13.21100  3.87e-13  6.82e-14
