0.824003 , NaN , 52.1216
0.824037 , NaN , 52.0990
0.824071 , NaN , 43.6951
0.824106 , NaN , 43.6892
0.824140 , NaN , 43.6609
0.824175 , NaN , 43.6134
0.824209 , NaN , 43.5532
0.824243 , NaN , 43.4866
0.824278 , NaN , 43.4195
0.824312 , NaN , 43.3587
0.824346 , NaN , 43.3090
0.824381 , NaN , 43.2749
0.824415 , NaN , 43.2596
0.824449 , NaN , 43.2629
0.824484 , NaN , 43.2839
0.824518 , NaN , 43.3205
0.824553 , NaN , 43.3675
0.824587 , NaN , 43.4194
0.824621 , NaN , 43.4704
0.824656 , NaN , 43.5150
0.824690 , NaN , 43.5457
0.824725 , NaN , 43.5553
0.824759 , NaN , 43.5383
0.824793 , NaN , 43.4947
0.824828 , NaN , 43.4245
0.824862 , NaN , 43.3296
0.824897 , NaN , 43.2166
0.824931 , NaN , 43.0911
0.824965 , NaN , 42.9648
0.825000 , NaN , 42.8465
0.825034 , NaN , 42.7387
0.825068 , NaN , 42.6459
0.825103 , NaN , 42.5754
0.825137 , NaN , 42.5381
0.825172 , NaN , 42.5379
0.825206 , NaN , 42.5832
0.825240 , NaN , 42.6649
0.825275 , NaN , 42.7690
0.825309 , NaN , 42.8816
0.825344 , NaN , 42.9911
0.825378 , NaN , 43.0953
0.825413 , NaN , 43.1842
0.825447 , NaN , 43.2519
0.825481 , NaN , 43.2945
0.825516 , NaN , 43.3110
0.825550 , NaN , 43.3026
0.825585 , NaN , 43.2756
0.825619 , NaN , 43.2374
0.825654 , NaN , 43.1924
0.825688 , NaN , 43.1434
0.825722 , NaN , 43.0931
0.825757 , NaN , 43.0555
0.825791 , NaN , 43.0380
0.825826 , NaN , 43.0385
0.825860 , NaN , 43.0496
0.825895 , NaN , 43.0709
0.825929 , NaN , 43.0972
0.825963 , NaN , 43.1219
0.825998 , NaN , 43.1383
0.826032 , NaN , 43.1459
0.826067 , NaN , 43.1468
0.826101 , NaN , 43.1407
0.826136 , NaN , 43.1295
0.826170 , NaN , 43.1164
0.826205 , NaN , 43.1048
0.826239 , NaN , 43.0978
0.826273 , NaN , 43.0980
0.826308 , NaN , 43.1055
0.826342 , NaN , 43.1203
0.826377 , NaN , 43.1399
0.826411 , NaN , 43.1599
0.826446 , NaN , 43.1767
0.826480 , NaN , 43.1870
0.826515 , NaN , 43.1877
0.826549 , NaN , 43.1774
0.826584 , NaN , 43.1566
0.826618 , NaN , 43.1260
0.826652 , NaN , 43.0873
0.826687 , NaN , 43.0414
0.826721 , NaN , 42.9942
0.826756 , NaN , 42.9501
0.826790 , NaN , 42.9140
0.826825 , NaN , 42.8897
0.826859 , NaN , 42.8781
0.826894 , NaN , 42.8799
0.826928 , NaN , 42.8923
0.826963 , NaN , 42.9117
0.826997 , NaN , 42.9343
0.827032 , NaN , 42.9672
0.827066 , NaN , 43.0058
0.827101 , NaN , 43.0375
0.827135 , NaN , 43.0506
0.827170 , NaN , 43.0425
0.827204 , NaN , 43.0239
0.827239 , NaN , 42.9974
0.827273 , NaN , 42.9657
0.827308 , NaN , 42.9325
0.827342 , NaN , 42.9008
0.827377 , NaN , 42.8738
0.827411 , NaN , 42.8528
0.827446 , NaN , 42.8392
0.827480 , NaN , 42.8326
0.827515 , NaN , 42.8325
0.827549 , NaN , 42.8369
0.827584 , NaN , 42.8442
0.827618 , NaN , 42.8526
0.827653 , NaN , 42.8611
0.827687 , NaN , 42.8685
0.827722 , NaN , 42.8735
0.827756 , NaN , 42.8761
0.827791 , NaN , 42.8774
0.827825 , NaN , 42.8800
0.827860 , NaN , 42.8811
0.827894 , NaN , 42.8785
0.827929 , NaN , 42.8690
0.827963 , NaN , 42.8567
0.827998 , NaN , 42.8438
0.828032 , NaN , 42.8306
0.828067 , NaN , 42.8174
0.828101 , NaN , 42.8041
0.828136 , NaN , 42.7895
0.828170 , NaN , 42.7732
0.828205 , NaN , 42.7543
0.828240 , NaN , 42.7336
0.828274 , NaN , 42.7118
0.828309 , NaN , 42.6905
0.828343 , NaN , 42.6711
0.828378 , NaN , 42.6558
0.828412 , NaN , 42.6476
0.828447 , NaN , 42.6600
0.828481 , NaN , 42.6912
0.828516 , NaN , 42.7250
0.828550 , NaN , 42.7447
