      lambda       flux         err
      14816.2      82219.4      377.228
      14820.1      85396.8      596.834
      14824.0      86674.6      1281.35
      14827.8      84853.8      1109.57
      14831.7      82949.9      590.227
      14835.6      83365.4      909.276
      14839.4      84260.1      499.323
      14843.3      84452.8      455.541
      14847.2      83493.8      888.773
      14851.1      83309.6      1021.48
      14854.9      83908.5      1174.61
      14858.8      83035.6      705.822
      14862.7      84179.9      834.744
      14866.5      85589.6      318.021
      14870.4      86539.4      644.299
      14874.3      84943.1      544.306
      14878.1      84209.0      626.355
      14882.0      83186.9      428.465
      14885.9      83237.8      579.564
      14889.7      83051.2      972.698
      14893.6      83815.3      1245.60
      14897.5      84198.2      573.510
      14901.3      83644.8      567.895
      14905.2      82739.1      1126.65
      14909.1      83517.8      1232.66
      14912.9      85306.9      1073.86
      14916.8      85212.7      1143.44
      14920.7      83051.4      873.735
      14924.5      82471.3      439.135
      14928.4      82238.8      504.726
      14932.3      82571.2      699.005
      14936.1      81468.3      747.345
      14940.0      82315.8      663.508
      14943.9      82377.7      658.183
      14947.7      82316.9      839.801
      14951.6      82795.6      891.680
      14955.5      83400.7      593.363
      14959.4      83676.1      596.010
      14963.2      84397.2      495.234
      14967.1      85198.8      519.747
      14971.0      85464.1      672.042
      14974.8      84765.7      535.288
      14978.7      85119.9      316.935
      14982.6      85513.4      458.115
      14986.4      85278.4      501.274
      14990.3      84228.4      506.781
      14994.2      83745.6      825.860
      14998.0      83204.3      838.446
      15001.9      82508.1      769.813
      15005.8      81839.5      747.909
      15009.6      82276.9      956.335
      15013.5      82204.2      800.645
      15017.4      81767.6      478.815
      15021.2      82398.2      614.280
      15025.1      84297.0      739.042
      15029.0      84598.4      869.922
      15032.8      84106.3      932.765
      15036.7      84724.4      718.355
      15040.6      86119.0      787.503
      15044.4      86714.7      903.208
      15048.3      85632.0      923.496
      15052.2      84201.8      539.140
      15056.0      84224.7      451.418
      15059.9      84388.5      569.171
      15063.8      84880.6      871.692
      15067.6      84001.6      945.573
      15071.5      84115.4      1313.68
      15075.4      84015.4      822.859
      15079.3      83960.8      581.293
      15083.1      85113.2      542.486
      15087.0      86783.9      583.504
      15090.9      86585.4      495.268
      15094.7      85369.9      622.821
      15098.6      84467.8      414.664
      15102.5      84269.8      497.977
      15106.3      83933.6      445.331
      15110.2      84497.6      614.050
      15114.1      84796.6      654.581
      15117.9      84724.7      549.354
      15121.8      85063.8      701.833
      15125.7      85367.0      1011.39
      15129.5      84266.4      778.194
      15133.4      84065.3      520.230
      15137.3      85324.7      612.309
      15141.1      87231.0      900.996
      15145.0      87615.6      692.485
      15148.9      87689.9      517.572
      15152.7      87518.5      688.140
      15156.6      86870.7      1071.79
      15160.5      85584.6      1050.38
      15164.3      84575.6      1053.26
      15168.2      82939.8      835.134
      15172.1      82681.8      568.986
      15175.9      83584.0      569.548
      15179.8      85199.9      642.662
      15183.7      86889.5      687.205
      15187.6      86956.0      551.280
      15191.4      86644.6      431.055
      15195.3      86386.2      607.466
      15199.2      86672.4      555.380
      15203.0      88391.9      510.149
      15206.9      88939.8      499.508
      15210.8      89111.6      475.682
      15214.6      88948.0      663.423
      15218.5      88535.1      718.012
      15222.4      88118.1      751.984
      15226.2      89224.8      743.513
      15230.1      89539.6      409.167
      15234.0      88811.8      366.041
      15237.8      87507.1      591.032
      15241.7      86227.3      821.029
      15245.6      85985.5      755.642
      15249.4      86088.0      705.834
      15253.3      86207.7      914.855
      15257.2      86169.7      1020.99
      15261.0      86740.6      832.221
      15264.9      87635.1      852.624
      15268.8      86941.6      581.479
      15272.6      86860.3      563.287
      15276.5      87362.9      612.269
      15280.4      87865.8      513.140
      15284.2      88387.1      577.545
      15288.1      88803.1      610.742
      15292.0      88847.1      783.468
      15295.8      88275.9      565.497
      15299.7      88907.2      273.439
      15303.6      89471.3      568.884
      15307.5      88701.2      693.511
      15311.3      87667.9      505.569
      15315.2      86989.1      555.713
      15319.1      86326.5      559.414
      15322.9      85719.4      652.112
      15326.8      86949.7      836.539
      15330.7      89265.4      781.154
      15334.5      90527.5      882.349
      15338.4      90342.3      899.422
      15342.3      89529.2      656.382
      15346.1      89426.8      844.026
      15350.0      89890.2      911.707
      15353.9      89952.6      535.845
      15357.7      89714.9      423.480
      15361.6      90014.9      633.449
      15365.5      90384.8      798.846
      15369.3      89657.4      694.128
      15373.2      88377.1      858.262
      15377.1      87246.7      670.253
      15380.9      87917.8      324.272
      15384.8      87919.5      562.819
      15388.7      87937.8      526.216
      15392.5      87882.8      583.634
      15396.4      88494.3      780.078
      15400.3      87692.7      560.631
      15404.1      86921.3      586.547
      15408.0      86890.5      607.389
      15411.9      87437.0      325.672
      15415.8      87738.2      516.906
      15419.6      87085.6      547.730
      15423.5      87494.7      646.753
      15427.4      87708.4      829.622
      15431.2      86777.8      761.517
      15435.1      86961.9      707.774
      15439.0      87847.6      572.378
      15442.8      88809.8      412.452
      15446.7      89092.9      482.276
      15450.6      89432.2      460.696
      15454.4      90129.6      457.041
      15458.3      90284.5      410.547
      15462.2      90009.1      715.184
      15466.0      88799.8      455.784
      15469.9      87040.2      250.114
      15473.8      87629.0      510.658
      15477.6      88698.8      534.395
      15481.5      89165.0      581.472
      15485.4      89388.8      592.693
      15489.2      90013.1      435.072
      15493.1      89860.9      538.143
      15497.0      89112.9      509.829
      15500.8      88299.2      518.453
      15504.7      88579.8      599.842
      15508.6      89494.0      838.342
      15512.4      90845.0      725.211
      15516.3      91820.3      842.674
      15520.2      92037.6      818.216
      15524.0      91994.3      735.452
      15527.9      90929.0      545.948
      15531.8      89683.2      570.899
      15535.7      90337.0      481.418
      15539.5      90448.8      445.870
      15543.4      90649.3      562.638
      15547.3      90818.1      612.742
      15551.1      90917.4      759.996
      15555.0      90502.7      498.960
      15558.9      90642.4          NaN
      15562.7      90265.6          NaN
      15566.6      90234.8          NaN
      15570.5      90519.1          NaN
      15574.3      90718.6          NaN
      15578.2      90634.1          NaN
      15582.1      90219.9          NaN
      15585.9      90457.1          NaN
      15589.8      90994.0          NaN
      15593.7      91099.4          NaN
      15597.5      90787.7          NaN
      15601.4      90540.3          NaN
      15605.3      90706.2          NaN
      15609.1      89789.1      520.359
      15613.0      91417.6      735.236
      15616.9      91010.0      506.694
      15620.7      91073.7      832.373
      15624.6      90784.5      690.267
      15628.5      91421.9      586.347
      15632.3      91702.0      815.084
      15636.2      91682.9      967.891
      15640.1      90956.3      545.942
      15644.0      90308.2      365.377
      15647.8      90253.4      877.173
      15651.7      90155.9      661.974
      15655.6      90664.1      558.576
      15659.4      90633.4      666.183
      15663.3      91730.0      673.149
      15667.2      92522.8      762.151
      15671.0      94159.9      604.287
      15674.9      94430.0      680.796
      15678.8      93868.9      537.088
      15682.6      93367.5      552.148
      15686.5      92084.0      559.727
      15690.4      91198.3      633.712
      15694.2      90774.0      824.097
      15698.1      90584.2      820.043
      15702.0      90348.5      664.739
      15705.8      91410.3      483.632
      15709.7      92056.7      538.488
      15713.6      92099.6      978.918
      15717.4      91770.2      549.628
      15721.3      92635.1      275.795
      15725.2      93889.6      684.570
      15729.0      94307.6      1070.81
      15732.9      94137.0      638.579
      15736.8      95269.8      590.395
      15740.6      95931.5      997.284
      15744.5      95630.8      772.805
      15748.4      95443.2      968.222
      15751.6      95526.8      308.308
      15756.4      94283.9      520.015
      15761.3      94657.0      832.618
      15766.1      94789.5      513.531
      15771.0      93548.5      533.686
      15775.8      93286.5      552.053
      15780.7      92733.1      287.166
      15785.5      92398.2      310.390
      15790.4      93857.8      271.657
      15795.2      94342.3      771.386
      15800.1      93640.3      417.837
      15804.9      93605.8      1006.55
      15809.8      93374.8      1088.58
      15814.6      94820.5      463.496
      15819.5      95218.8      358.607
      15824.3      95131.4      497.023
      15829.2      93484.7      532.407
      15834.0      92807.4      620.714
      15838.9      93001.2      630.521
      15843.7      92903.9      422.022
      15848.6      93250.1      806.251
      15853.4      93232.8      504.723
      15858.3      93799.8      238.456
      15863.1      95110.0      447.058
      15868.0      95996.7      445.656
      15872.8      96862.7      1020.33
      15877.7      95756.9      776.160
      15882.5      95531.7      436.354
      15887.4      95573.8      650.994
      15892.2      94971.6      269.052
      15897.0      94400.2      306.725
      15901.9      94298.8      501.525
      15906.7      96058.2      720.656
      15911.6      96229.0      464.608
      15916.4      95086.1      612.254
      15921.3      95273.3      317.995
      15926.1      95230.3      315.822
      15931.0      95122.6      305.469
      15935.8      95600.7      269.530
      15940.7      96575.1      636.766
      15945.5      96261.1      542.465
      15950.4      97147.6      755.835
      15955.2      97501.5      563.613
      15960.1      97723.7      417.185
      15964.9      97338.3      329.761
      15969.8      95886.4      283.305
      15974.6      95487.7      435.432
      15979.5      96888.5      247.073
      15984.3      96724.5      225.720
      15989.2      96783.6      250.853
      15994.0      96952.3      482.628
      15998.9      97014.2      588.679
      16003.7      97270.7      273.805
      16008.6      98306.8      286.807
      16013.4      97733.7      399.852
      16018.3      96775.4      417.254
      16023.1      96708.9      722.286
      16028.0      97105.8      793.337
      16032.8      96929.3      769.447
      16037.7      97054.4      1100.74
      16042.5      96876.8      798.396
      16047.4      97185.3      348.940
      16052.2      96968.7      338.421
      16057.1      97701.1      462.604
      16061.9      97358.9      1038.97
      16066.8      96899.1      854.086
      16071.6      97264.1      530.668
      16076.4      98357.9      680.947
      16081.3      98255.1      927.634
      16086.1      98991.7      639.335
      16091.0      97924.2      635.687
      16095.8      97859.6      398.512
      16100.7      97833.0      357.921
      16105.5      97279.7      573.998
      16110.4      97126.5      601.161
      16115.2      96433.7      476.097
      16120.1      96033.5      612.932
      16124.9      96545.4      182.023
      16129.8      95432.9      368.147
      16134.6      95912.9      589.351
      16139.5      96881.8      372.419
      16144.3      96651.8      354.322
      16149.2      96541.2      602.406
      16154.0      97388.7      468.304
      16158.9      97220.8      404.763
      16163.7      98430.5      327.585
      16168.6      99233.0      707.940
      16173.4      99480.6      670.406
      16178.3      99631.7      330.016
      16183.1      98984.9      553.946
      16188.0      98181.3      1143.03
      16192.8      97276.3      646.402
      16197.7      96654.3      338.547
      16202.5      96602.0      221.115
      16207.4      96118.6      337.937
      16212.2      97119.3      367.434
      16217.1      97971.2      702.095
      16221.9      99071.0      648.220
      16226.8      99367.5      565.205
      16231.6      99509.8      652.673
      16236.5      99167.0      700.127
      16241.3      99345.5      495.141
      16246.2      98312.9      695.126
      16251.0      96597.9      1112.46
      16255.8      94844.7      818.323
      16260.7      94921.0      440.913
      16265.5      96472.0      514.957
      16270.4      98055.4      679.537
      16275.2      98299.5      460.572
      16280.1      98335.0      434.120
      16284.9      98757.7      950.072
      16289.8      98027.7      864.161
      16294.6      97758.8      495.605
      16299.5      98115.2      660.917
      16304.3      98023.3      534.788
      16309.2      98576.1      647.224
      16314.0      98622.7      393.797
      16318.9      98873.5      350.874
      16323.7      98997.4      521.134
      16328.6      99774.5      237.141
      16333.4      100138.      205.151
      16338.3      100984.      258.660
      16343.1      100761.      219.486
      16348.0      100623.      254.420
      16352.8      100780.      522.398
      16357.7      100628.      458.237
      16362.5      100689.      445.490
      16367.4      101742.      1294.23
      16372.2      100593.      741.808
      16377.1      100657.      289.047
      16381.9      101042.      795.916
      16386.8      100542.      652.127
      16391.6      98951.4      273.796
      16396.5      98505.9      413.953
      16401.3      99993.6      498.020
      16406.2      100442.      211.709
      16411.0      99769.2      592.578
      16415.9      100611.      845.994
      16420.7      101029.      557.395
      16425.6      102108.      822.355
      16430.4      101342.      1264.86
      16435.2      101253.      853.975
      16440.1      101635.      309.322
      16444.9      102102.      331.505
      16449.8      101837.      558.109
      16454.6      102589.      368.565
      16459.5      101890.      403.096
      16464.3      101429.      424.732
      16469.2      101374.      484.900
      16474.0      102119.      714.659
      16478.9      102225.      378.316
      16483.7      101959.      223.498
      16488.6      101285.      433.648
      16493.4      100939.      413.287
      16498.3      101247.      428.860
      16503.1      100884.      280.376
      16508.0      101682.      214.637
      16512.8      101576.      398.951
      16517.7      100931.      280.921
      16522.5      101650.      283.909
      16527.4      102278.      592.738
      16532.2      102654.      494.103
      16537.1      102266.      580.145
      16541.9      101318.      519.491
      16546.8      100178.      309.826
      16551.6      100267.      333.965
      16556.5      101664.      467.766
      16561.3      103204.      279.136
      16566.2      104054.      254.298
      16571.0      104073.      385.565
      16575.9      103233.      237.418
      16580.7      102606.      857.001
      16585.6      102593.      543.247
      16590.4      102334.      650.303
      16595.3      101458.      276.653
      16600.1      101530.      227.867
      16604.9      100802.      533.949
      16609.8      100719.      221.062
      16614.6      101849.      111.528
      16619.5      102533.      314.795
      16624.3      102817.      196.988
      16629.2      104167.      456.550
      16634.0      104152.      433.532
      16638.9      104856.      381.686
      16643.7      105755.      343.666
      16648.6      106424.      723.623
      16653.4      105947.      1078.39
      16658.3      104785.      669.167
      16663.1      103638.      421.595
      16668.0      102726.      586.666
      16672.8      101931.      782.465
      16677.7      100690.      1188.31
      16682.5      100825.      1113.71
      16687.4      101966.      749.922
      16692.2      102689.      249.324
      16697.1      103307.      847.508
      16701.9      103380.      439.378
      16706.8      103859.      438.921
      16711.6      104075.      477.590
      16716.5      103876.      1221.17
      16721.3      103168.      632.828
      16726.2      102285.      392.191
      16731.0      102747.      461.196
      16735.9      104238.      280.297
      16740.7      104136.      502.820
      16745.6      104768.      478.923
      16750.4      104463.      370.378
      16755.3      104387.      678.426
      16760.1      103920.      712.381
      16765.0      103464.      554.460
      16769.8      103696.      472.173
      16774.7      104107.      456.262
      16779.5      104559.      625.797
      16784.3      104823.      748.961
      16789.2      104539.      296.648
      16794.0      104969.      672.216
      16798.9      104045.      498.654
      16803.7      106002.      487.753
      16808.6      106462.      687.487
      16813.4      105674.      662.770
      16818.3      104908.      547.990
      16823.1      104134.      451.821
      16828.0      104334.      489.176
      16832.8      105954.      817.162
      16837.7      105218.      391.393
      16842.5      104090.      792.185
      16847.4      103040.      612.853
      16852.2      103743.      781.941
      16857.1      104027.      440.996
      16861.9      104359.      254.198
      16866.8      103555.      558.782
      16871.6      102357.      710.001
      16876.5      101415.      696.102
      16881.3      101561.      644.341
      16886.2      100192.      478.349
      16891.0      100534.      578.556
      16895.9      100425.      359.573
      16900.7      102032.      413.809
      16905.6      102448.      359.889
      16910.4      103090.      572.028
      16915.3      103705.      497.059
      16920.1      103630.      928.841
      16925.0      101959.      668.471
      16929.8      101545.      325.462
      16934.7      101925.      428.859
      16939.5      101824.      457.187
      16944.4      100893.      299.367
      16949.2      101234.      304.274
      16954.0      100371.      229.741
      16958.9      100672.      416.112
      16963.7      100524.      547.931
      16968.6      100259.      498.801
      16973.4      99193.2      301.501
      16978.3      100119.      697.265
      16983.1      100841.      401.994
      16988.0      102133.      915.911
      16992.8      100457.      329.114
      16997.7      99304.3      476.529
      17002.5      98929.3      728.127
      17007.4      98876.3      397.098
      17012.2      97900.4      208.042
      17017.1      99239.9      622.519
      17021.9      100553.      384.179
      17026.8      101043.      223.924
      17031.6      100068.      175.046
      17036.5      100117.      635.893
      17041.3      99222.4      390.454
      17046.2      99392.7      985.262
      17051.0      98797.9      813.440
      17055.9      98715.6      875.339
      17060.7      98563.6      512.879
      17065.6      98469.7      717.127
      17070.4      97320.7      655.777
      17075.3      97039.5      667.025
      17080.1      96432.5      469.764
      17085.0      96131.0      317.610
      17089.8      97542.0      1183.10
      17094.7      97779.8      697.115
      17099.5      97635.7      320.780
      17104.4      97297.6      545.705
      17109.2      95379.1      565.718
      17114.1      94896.3      334.160
      17118.9      94938.2      634.379
      17123.8      95150.9      652.212
      17128.6      95315.5      402.285
      17133.4      95528.7      617.977
      17138.3      94529.6      1156.20
      17143.1      93046.6      892.983
      17148.0      92287.6      455.235
      17152.8      92807.3      374.830
      17157.7      92394.1      309.469
      17162.5      92763.6      204.295
      17167.4      92410.6      191.035
      17172.2      91729.9      487.005
      17177.1      89367.8      391.529
      17181.9      87930.6      337.286
      17186.8      87175.1      613.783
      17191.6      87802.1      418.901
      17196.5      88494.2      213.936
      17201.3      90083.1      232.484
      17206.2      91644.7      934.530
      17211.0      91983.4      858.767
      17215.9      91008.2      659.067
      17220.7      91011.1      352.849
      17225.6      90630.9      481.561
      17230.4      90707.3      1161.46
      17235.3      89036.8      523.877
      17240.1      89483.0      199.591
      17245.0      89676.5      429.140
      17249.8      90149.8      631.921
      17254.7      89186.1      427.812
      17259.5      89161.9      817.733
      17264.4      87790.8      412.871
      17269.2      87142.7      202.293
      17274.1      87544.6      78.7842
      17278.9      89063.8      363.847
      17283.8      89524.4      365.579
      17288.6      88899.7      618.667
      17293.5      88300.5      248.646
      17298.3      88266.4      278.982
      17303.2      89022.9      624.252
      17308.0      89759.6      556.766
      17312.8      89221.6      1135.98
      17317.7      87717.0      1067.54
      17322.5      85917.7      709.339
      17327.4      87476.5      689.653
      17332.2      87866.3      603.001
      17337.1      87553.9      700.348
      17341.9      85027.5      871.468
      17346.8      84110.5      446.395
      17351.6      83643.9      481.266
      17356.5      84802.9      569.689
      17361.3      85903.1      309.657
      17366.2      86917.3      262.427
      17371.0      86937.0      638.391
      17375.9      86684.7      615.606
      17380.7      86383.9      345.901
      17385.6      86863.9      510.352
      17390.4      86663.7      821.509
      17395.3      86077.9      1099.96
      17400.1      85274.4      1128.21
      17405.0      84477.1      979.400
      17409.8      83276.9      367.886
      17414.7      84817.0      861.583
      17419.5      85767.0      514.539
      17424.4      85754.3      775.814
      17429.2      84396.7      441.415
      17434.1      83567.0      443.518
      17438.9      82860.4      629.309
      17443.8      83184.8      396.377
      17448.6      84123.9      303.075
      17453.5      84916.3      773.167
      17458.3      84634.7      727.323
      17463.2      84149.4      607.268
      17468.0      83050.3      701.972
      17472.9      81562.5      544.283
      17477.7      81825.3      928.438
      17482.5      82175.7      787.536
      17487.4      82078.3      216.195
      17492.2      81975.3      526.703
      17497.1      81051.0      347.364
      17501.9      79731.6      508.900
      17506.8      78310.0      644.063
      17511.6      78857.0      521.470
      17516.5      79361.1      313.324
      17521.3      80298.7      303.045
      17526.2      81021.7      319.280
      17531.0      81681.6      640.492
      17535.9      82073.2      808.441
      17540.7      81602.3      595.323
      17545.6      79387.7      208.705
      17550.4      78775.8      668.348
      17555.3      77866.5      763.604
      17560.1      76608.5      554.763
      17565.0      75355.3      310.880
      17569.8      76398.1      342.783
      17574.7      77086.5      355.392
      17579.5      77667.5      245.978
      17584.4      77307.1      186.341
      17589.2      76732.6      417.750
      17594.1      77519.1      446.481
      17598.9      78718.2      440.634
      17603.8      78747.1      840.251
      17608.6      77979.8      1089.33
      17613.5      77737.1      672.549
      17618.3      77770.1      710.112
      17623.2      76139.2      1059.48
      17628.0      75185.9      656.249
      17632.9      76286.1      696.776
      17637.7      77340.9      471.615
      17642.6      77439.3      705.313
      17647.4      77611.2      954.332
      17652.3      77990.6      1315.37
      17657.1      78415.9      917.992
      17661.9      79444.3      844.549
      17666.8      77786.5      510.142
      17671.6      74140.7      347.259
      17676.5      72555.1      715.518
      17681.3      72311.8      489.970
      17686.2      72781.5      240.423
      17691.0      74185.4      114.295
      17695.9      76276.8      231.673
      17700.7      76257.1      321.406
      17705.6      75270.9      400.666
      17710.4      74482.8      393.948
      17715.3      73759.8      375.922
      17720.1      72392.0      630.576
      17725.0      71735.4      488.969
      17729.8      70943.8      225.018
      17734.7      72932.6      921.797
      17739.5      73846.1      877.870
      17744.4      71924.8      437.436
      17749.2      69537.3      441.597
      17754.1      69847.4      315.798
      17758.9      70039.0      530.480
      17763.8      70147.3      510.479
      17768.6      71003.6      887.489
      17773.5      70827.3      616.928
      17778.3      70766.9      696.104
      17783.2      70324.9      720.184
      17788.0      69685.1      353.502
      17792.9      70760.1      782.245
      17797.7      71208.2      881.015
      17802.6      71312.5      338.678
      17807.4      70987.6      993.504
      17812.3      70023.6      480.476
      17817.1      70887.6      624.839
      17822.0      71729.6      663.901
      17826.8      71128.6      322.936
      17831.7      72006.6      361.925
      17836.5      73365.5      696.277
      17841.3      74361.6      1991.68
      17846.2      72743.5      1499.82
      17851.0      70479.8      792.953
      17855.9      67993.7      296.998
      17860.7      67068.7      130.289
      17865.6      66266.9      484.193
      17870.4      65561.6      359.286
      17875.3      66075.8      539.462
      17880.1      67262.4      887.619
      17885.0      67408.9      431.902
      17889.8      68622.3      213.649
      17894.7      69443.8      535.830
      17899.5      70318.3      1346.13
      17904.4      69981.2      1605.85
      17909.2      69022.7      529.988
      17914.1      67680.3      301.561
      17918.9      67412.0      828.021
      17923.8      67792.8      1044.06
      17928.6      68105.7      1268.33
      17933.5      66425.1      882.414
      17938.3      66276.5      848.886
      17943.2      67595.0      1244.42
      17948.0      67368.6      964.806
      17952.9      67411.1      507.177
      17957.7      68590.6      453.141
      17962.6      68485.0      557.046
      17967.4      68382.5      365.868
      17972.3      70635.7      1000.72
      17977.1      70321.0      642.193
      17982.0      69390.7      285.998
      17986.8      69611.4      1000.86
      17991.7      68577.6      3064.72
      17996.5      67255.0      3797.89
      18001.4      66380.7      2304.53
      18006.2      66065.9      1021.47
      18011.0      66138.9      1088.43
      18015.9      67278.6      1356.34
      18020.7      67103.4      1316.71
      18025.6      67196.1      1975.64
      18030.4      67763.5      1812.56
      18035.3      67799.7      1066.41
      18040.1      68524.6      899.133
      18045.0      68207.7      543.898
      18049.8      67385.8      1293.20
      18054.7      67495.3      3275.66
      18059.5      66405.1      3426.76
      18064.4      67393.7      2207.29
      18069.2      68057.9      2156.15
      18074.1      66107.8      1594.62
      18078.9      67149.1      1326.68
      18083.8      66221.8      375.443
      18088.6      64711.9      723.891
      18093.5      65807.0      447.197
      18098.3      68223.8      1967.22
      18103.2      69420.0      4642.26
      18108.0      66570.7      2917.42
      18112.9      70422.4      2484.10
      18117.7      69169.0      1176.35
      18122.6      67192.6      1293.09
      18127.4      69274.6      1527.44
      18132.3      76194.6      3549.97
      18137.1      79161.0      3834.88
      18142.0      77032.2      916.913
      18146.8      77672.0      3334.77
      18151.7      78916.2      4896.53
      18156.5      79295.1      1385.00
      18161.4      84347.1      1977.53
      18166.2      84608.3      2267.84
      18171.1      81849.4      1313.78
      18175.9      79393.1      495.300
      18180.8      78109.9      2527.88
      18185.6      76235.7      2511.48
      18190.4      75906.3      1226.89
      18195.3      75721.4      4033.31
      18200.1      74545.1      8517.20
      18205.0      72327.1      4670.23
      18209.8      79156.6      4538.29
      18214.7      75059.3      3307.47
      18219.5      74050.5      4547.51
      18224.4      80322.1      8129.14
      18229.2      83052.6      8530.64
      18234.1      77068.3      4327.85
      18238.9      71107.6      1019.61
      18243.8      69920.9      2410.03
      18248.6      69792.4      4278.61
      18253.5      70943.1      4913.71
      18258.3      71438.4      5933.93
      18263.2      68621.4      1815.86
      18268.0      76938.8      4428.26
      18272.9      71651.6      2320.28
      18277.7      67977.2      2895.02
      18282.6      68986.6      5088.92
      18287.4      72392.0      2276.56
      18292.3      80284.2      1814.29
      18297.1      77841.5      2042.17
      18302.0      73301.0      1337.10
      18306.8      70704.1      746.356
      18311.7      71516.2      1916.58
      18316.5      76905.9      4268.14
      18321.4      70217.7      1614.60
      18326.2      66194.6      694.530
      18331.1      73868.5      3385.70
      18335.9      72355.3      1109.23
      18340.8      71179.2      5119.40
      18345.6      72799.6      10083.0
      18350.5      77923.0      7605.78
      18355.3      87715.3      1577.12
      18360.1      89481.3      2716.58
      18365.0      91932.8      5920.59
      18369.8      88384.3      3249.12
      18374.7      79137.8      2906.30
      18379.5      80430.3      4330.96
      18384.4      92225.1      10474.4
      18389.2      80891.3      2785.27
      18394.1      74986.8      5685.75
      18398.9      76648.9      7327.27
      18403.8      87843.4      4608.99
      18408.6      89115.4      1427.81
      18413.5      83698.5      6414.61
      18418.3      73361.8      2606.92
      18423.2      82645.8      7626.42
      18428.0      87505.9      9220.41
      18432.9      77958.6      5842.53
      18437.7      74258.3      5303.57
      18442.6      75017.1      5389.66
      18447.4      70985.4      1883.18
      18452.3      70115.7      3573.47
      18457.1      71626.6      7412.75
      18462.0      74945.4      10998.5
      18466.8      82805.1      15061.0
      18471.7      90459.8      14525.9
      18476.5      97177.4      11127.5
      18481.4      97481.5      15451.7
      18486.2      95570.3      12784.3
      18491.1      93272.4      10885.2
      18495.9      80981.5      5621.21
      18500.8      69294.9      1659.97
      18505.6      73472.1      4537.81
      18510.5      85648.0      9105.12
      18515.3      78831.3      4191.87
      18520.2      74835.5      4127.78
      18525.0      75372.6      9842.32
      18529.9      74847.3      11353.0
      18534.7      75006.9      4505.16
      18539.5      83266.0      5708.21
      18544.4      85723.9      8896.70
      18549.2      81525.3      7494.11
      18554.1      73584.9      1914.09
      18558.9      69610.6      4149.33
      18563.8      65857.4      6229.64
      18568.6      63095.0      3460.41
      18573.5      67810.6      5718.92
      18578.3      69161.1      6099.38
      18583.2      62007.5      1490.27
      18588.0      60046.1      4128.69
      18592.9      59303.5      4912.22
      18597.7      63669.8      1862.85
      18602.6      75265.0      5431.81
      18607.4      82069.7      10568.6
      18612.3      85290.7      11635.9
      18617.1      75924.5      5091.21
      18622.0      68890.6      2600.74
      18626.8      66350.9      2569.39
      18631.7      67158.7      1310.78
      18636.5      72037.1      3865.37
      18641.4      71722.2      3749.65
      18646.2      73539.3      3632.82
      18651.1      79538.0      7021.33
      18655.9      77288.5      5505.69
      18660.8      69162.5      2507.14
      18665.6      67557.0      6076.70
      18670.5      68986.4      11224.0
      18675.3      73635.5      13415.5
      18680.2      82395.0      4794.15
      18685.0      95516.2      4203.32
      18689.9      88663.3      5317.46
      18694.7      80608.8      9504.09
      18699.6      77002.4      5501.45
      18704.4      84184.0      3033.54
      18709.2      86450.1      4652.98
      18714.1      111215.      24355.1
      18718.9      105179.      16751.3
      18723.8      81677.9      6556.19
      18728.6      74832.7      6614.97
      18733.5      78322.0      10773.8
      18738.3      90105.9      10870.3
      18743.2      89397.8      6754.61
      18748.0      84589.6      1822.47
      18752.9      91107.7      5351.92
      18757.7      87049.9      7077.20
      18762.6      72750.8      2801.44
      18767.4      70762.5      4730.70
      18772.3      77456.9      9020.56
      18777.1      74586.3      8149.46
      18782.0      67589.0      6141.14
      18786.8      62329.5      3475.63
      18791.7      59259.3      2210.93
      18796.5      58198.8      763.321
      18801.4      58868.4      1896.30
      18806.2      58714.0      970.718
      18811.1      67915.8      4112.41
      18815.9      77297.6      7031.16
      18820.8      71806.4      3402.81
      18825.6      66421.3      1723.46
      18830.5      65757.6      3969.20
      18835.3      64028.1      5453.74
      18840.2      63186.6      3044.76
      18845.0      71977.6      5760.66
      18849.9      67920.3      4464.37
      18854.7      65416.9      3469.01
      18859.6      64782.8      1711.93
      18864.4      62385.2      625.317
      18869.3      67449.5      2934.00
      18874.1      69815.9      3489.67
      18879.0      63088.2      966.538
      18883.8      60013.0      2136.91
      18888.6      59168.5      4233.06
      18893.5      59084.0      6591.09
      18898.3      59497.9      6230.95
      18903.2      68855.4      5206.35
      18908.0      72361.9      4457.77
      18912.9      65140.3      2388.52
      18917.7      59164.9      1274.74
      18922.6      61076.6      2657.29
      18927.4      66470.8      3519.37
      18932.3      63511.4      1880.51
      18937.1      65297.0      3988.06
      18942.0      67397.5      4964.64
      18946.8      67949.6      4974.24
      18951.7      63404.2      2540.83
      18956.5      58789.4      1122.32
      18961.4      59599.1      1443.50
      18966.2      64097.3      2930.10
      18971.1      65983.6      6197.20
      18975.9      64769.3      8029.70
      18980.8      68170.6      8559.15
      18985.6      73862.5      11104.4
      18990.5      68339.1      8483.93
      18995.3      72793.8      5953.70
      19000.2      83800.1      8594.90
      19005.0      92442.8      13649.3
      19009.9      90324.7      13061.5
      19014.7      81585.4      6431.90
      19019.6      71284.9      4066.93
      19024.4      67948.2      5714.45
      19029.3      68816.1      3630.34
      19034.1      78525.4      5155.93
      19039.0      71763.7      2963.25
      19043.8      66842.4      5910.48
      19048.7      66139.3      9141.35
      19053.5      64301.6      4080.30
