      lambda       flux         err
      11406.3      133728.      1660.33
      11409.5      135661.      1257.56
      11412.8      141836.      4703.49
      11416.0      143478.      4150.80
      11419.2      151186.      3618.09
      11422.5      147741.      2953.04
      11425.7      148382.      1218.31
      11428.9      146413.      2472.29
      11432.2      148549.      3721.60
      11435.4      152481.      4613.52
      11438.6      156983.      3751.03
      11441.9      153487.      1050.11
      11445.1      151840.      1458.33
      11448.3      152132.      1492.23
      11451.6      149634.      2495.11
      11454.8      149969.      1781.82
      11458.0      152419.      1255.34
      11461.3      154814.      2544.73
      11464.5      158944.      2206.66
      11467.7      156225.      2683.51
      11471.0      156980.      5273.68
      11474.2      155100.      3586.77
      11477.4      155070.      4768.18
      11480.7      148969.      2898.59
      11483.9      153863.      1736.79
      11487.1      155493.      1610.90
      11490.4      158792.      1451.87
      11493.6      160976.      3117.15
      11496.8      163003.      2644.76
      11500.1      156355.      3487.94
      11503.3      156573.      2792.24
      11506.5      152746.      1213.77
      11509.8      154439.      535.484
      11513.0      155211.      1845.23
      11516.3      154508.      2730.13
      11519.5      154568.      4706.03
      11522.7      157821.      2023.31
      11526.0      155328.      1137.86
      11529.2      151553.      4156.79
      11532.4      147601.      1970.94
      11535.7      153497.      622.763
      11538.9      156955.      1792.59
      11542.1      155740.      1934.22
      11545.4      153878.      2087.33
      11548.6      152966.      857.541
      11551.8      155217.      1342.77
      11555.1      158406.      1599.45
      11558.3      155413.      1502.21
      11561.5      156553.      1036.90
      11564.8      152483.      1180.79
      11568.0      152387.      1064.51
      11571.2      152692.      1130.23
      11574.5      155738.      1125.22
      11577.7      153415.      951.705
      11580.9      154504.      1036.22
      11584.2      152944.      613.985
      11587.4      153717.      1029.99
      11590.6      152881.      2653.48
      11593.9      150408.      1952.09
      11597.1      149376.      1774.82
      11600.3      149714.      995.580
      11603.6      150217.      721.884
      11606.8      151451.      1388.17
      11610.0      149941.      922.476
      11613.3      152282.      1256.18
      11616.5      150892.      1501.56
      11619.7      153515.      643.460
      11623.0      152767.      847.411
      11626.2      154289.      1708.00
      11629.4      151909.      775.225
      11632.7      152160.      673.671
      11635.9      151994.      1410.09
      11639.1      153741.      916.688
      11642.4      152068.      845.344
      11645.6      153492.      922.131
      11648.8      153674.      1703.56
      11652.1      153337.      636.680
      11655.3      152586.      1362.68
      11658.5      151662.      698.802
      11661.8      151720.      1110.13
      11665.0      153367.      1564.53
      11668.3      151876.      1470.16
      11671.5      153535.      2403.69
      11674.7      150397.      1637.89
      11678.0      149377.      1080.75
      11681.2      146376.      1603.84
      11684.4      145249.      1360.74
      11687.7      143110.      1562.92
      11690.9      140923.      753.077
      11694.1      141296.      1403.56
      11697.4      142640.      1526.09
      11700.6      144183.      1785.41
      11703.8      147969.      2017.61
      11707.1      149556.      1103.92
      11710.3      151535.      1248.05
      11713.5      149403.      1013.42
      11716.8      151380.      1407.95
      11720.0      149887.      721.724
      11723.2      152767.      944.567
      11726.5      150899.      1669.12
      11729.7      151184.      1622.58
      11732.9      150334.      1511.25
      11736.2      150443.      1277.24
      11739.4      149777.      1461.67
      11742.6      151896.      1588.66
      11745.9      148419.      1750.85
      11749.1      148005.      750.712
      11752.3      147775.      1386.08
      11755.6      149335.      1301.83
      11758.8      145355.      1314.33
      11762.0      143270.      1833.38
      11765.3      140114.      3828.63
      11768.5      137890.      3504.82
      11771.7      132775.      3207.10
      11775.0      132510.      1193.04
      11778.2      132693.      1929.98
      11781.4      138764.      3332.99
      11784.7      140026.      3853.33
      11787.9      142338.      2864.10
      11791.1      144669.      1632.84
      11794.4      146782.      1423.26
      11797.6      145586.      1183.68
      11800.8      146583.      854.722
      11804.1      144753.      1218.47
      11807.3      144281.      735.076
      11810.6      143784.      2104.19
      11813.8      146685.      1538.81
      11817.0      146793.      1516.97
      11820.3      145996.      1608.34
      11823.5      143932.      1546.01
      11826.7      142758.      1344.44
      11830.0      140452.      538.472
      11833.2      142375.      655.419
      11836.4      140683.      1626.51
      11839.7      142866.      869.512
      11842.9      143563.      1234.57
      11846.1      142138.      1444.24
      11849.4      140147.      2436.42
      11852.6      140804.      1665.71
      11855.8      138732.      663.289
      11859.1      140538.      1098.37
      11862.3      139985.      967.348
      11865.5      141259.          NaN
      11917.3      141989.          NaN
      11920.5      143115.          NaN
      11923.7      141876.      1429.20
      11927.0      142387.      293.948
      11930.2      143699.      1218.71
      11933.4      142496.      1852.00
      11936.7      143018.      1458.12
      11939.9      139464.      1171.56
      11943.1      140446.      1954.05
      11946.4      140196.      1082.18
      11949.6      138765.      2644.46
      11952.8      138936.      1378.17
      11956.1      137552.      545.043
      11959.3      137208.      999.854
      11962.6      137835.      568.198
      11965.8      135193.      925.087
      11969.0      133992.      2151.42
      11972.3      131441.      1608.52
      11975.5      131542.      815.859
      11978.7      131363.      1152.96
      11982.0      131435.      1099.83
      11985.2      132189.      848.407
      11988.4      135438.      1137.24
      11991.7      135614.      850.110
      11994.9      137330.      1687.27
      11998.1      133604.      1082.50
      12001.4      136682.      1407.26
      12004.6      134944.      976.217
      12007.8      137908.      1399.96
      12011.1      136470.      1098.44
      12014.3      137788.      699.277
      12017.5      137620.      1789.50
      12020.8      138051.      351.714
      12024.0      134574.      1536.09
      12027.2      136074.      1153.57
      12030.5      135043.      1636.71
      12033.7      139234.      976.745
      12036.9      141118.      1210.24
      12040.2      141632.      1199.81
      12043.4      141684.      2252.94
      12046.6      142425.      2676.13
      12049.9      143794.      1539.01
      12053.1      145259.      1276.46
      12056.3      144236.      468.168
      12059.6      142662.      1294.92
      12062.8      141651.      1365.78
      12066.0      144891.      1074.31
      12069.3      145150.      1837.40
      12072.5      145288.      599.584
      12075.7      144722.      894.664
      12079.0      144637.      710.213
      12082.2      145172.      483.541
      12085.4      140918.      2898.51
      12088.7      141582.      2589.35
      12091.9      142485.      1585.82
      12095.1      141786.      1523.04
      12098.4      143937.      2081.19
      12101.6      143702.      1953.16
      12104.9      141086.      1571.43
      12108.1      139968.      2036.91
      12111.3      139572.      2321.98
      12114.6      137772.      2039.72
      12117.8      137398.      1363.32
      12121.0      138411.      1046.23
      12124.3      141237.      1698.43
      12127.5      143602.      1499.12
      12130.7      142905.      1231.33
      12134.0      144148.      908.617
      12137.2      147293.      1150.61
      12140.4      147137.      1149.82
      12143.7      147579.      2127.31
      12146.9      144842.      1741.13
      12150.1      145377.      1151.82
      12153.4      146140.      1085.43
      12156.6      146301.      1101.09
      12159.8      147415.      1272.82
      12163.1      146117.      2251.05
      12166.3      146529.      1591.36
      12169.5      147286.      1267.84
      12172.8      145910.      1776.77
      12176.0      145877.      1981.88
      12179.2      148269.      1272.54
      12182.5      150813.      838.760
      12185.7      151315.      1879.49
      12188.9      149337.      1317.88
      12192.2      149028.      1127.41
      12195.4      149649.      1503.01
      12198.6      149378.      1714.64
      12201.9      150943.      2712.67
      12205.1      147758.      1077.04
      12208.3      147745.      1837.22
      12211.6      147186.      1879.95
      12214.8      148301.      1844.86
      12218.0      147403.      1774.12
      12221.3      145253.      1447.37
      12224.5      144464.      1958.92
      12227.7      147541.      2266.07
      12231.0      149388.      1493.89
      12234.2      152330.      1425.51
      12237.4      151936.      1859.47
      12240.7      150810.      1482.60
      12243.9      149882.      1158.20
      12247.2      151091.      1095.98
      12250.4      150851.      1301.28
      12253.6      149958.      927.892
      12256.9      150480.      873.238
      12260.1      151675.      1091.61
      12263.3      152129.      1767.43
      12266.6      152293.      1569.40
      12269.8      151291.      1452.97
      12273.0      150806.      1209.77
      12276.3      150083.      1708.22
      12279.5      152891.      1836.92
      12282.7      150647.      1999.42
      12286.0      151222.      1373.65
      12289.2      150672.      687.262
      12292.4      150543.      1181.11
      12295.7      149614.      1712.33
      12298.9      147819.      733.065
      12302.1      147542.      970.651
      12305.4      149293.      1362.61
      12308.6      148995.      1640.63
      12311.8      148831.          NaN
      12315.1      148513.          NaN
      12318.3      151499.          NaN
      12321.5      150623.          NaN
      12324.8      149871.          NaN
      12328.0      149763.          NaN
      12331.2      148825.          NaN
      12334.5      148120.          NaN
      12337.7      148085.          NaN
      12340.9      146314.          NaN
      12344.2      146678.          NaN
      12347.4      147098.          NaN
      12350.6      146939.          NaN
      12353.9      148457.          NaN
      12357.1      148541.          NaN
      12360.3      149921.      860.021
      12363.6      151428.      642.593
      12366.8      149349.      971.463
      12370.0      148926.      1145.13
      12373.3      148893.      736.733
      12376.5      149102.      1096.82
      12379.7      148547.      1537.72
      12383.0      149838.      1187.15
      12386.2      147792.      1303.42
      12389.4      146050.      1282.19
      12392.7      144608.      1227.38
      12395.9      143978.      815.898
      12399.2      143758.      1174.96
      12402.4      142837.      1539.70
      12405.6      141738.      725.194
      12408.9      143768.      1213.43
      12412.1      143982.      1632.53
      12415.3      143088.      1876.37
      12418.6      142682.      1731.23
      12421.8      140294.      2254.50
      12425.0      138258.      1048.80
      12428.3      136614.      1382.28
      12431.5      134727.      1341.12
      12434.7      134063.      1098.92
      12438.0      133513.      1068.74
      12441.2      136324.      766.952
      12444.4      138499.      1317.82
      12447.7      141635.      1365.91
      12450.9      141165.      901.024
      12454.1      142950.      1389.48
      12457.4      144392.      1719.59
      12460.6      143338.      1470.58
      12463.8      143361.      1393.09
      12467.1      143084.      1437.78
      12470.3      144051.      1085.52
      12473.5      143355.      1145.51
      12476.8      142106.      1261.58
      12480.0      145100.      1157.68
      12483.2      145370.      979.657
      12486.5      144071.      696.182
      12489.7      142748.      766.948
      12492.9      142901.      1351.89
      12496.2      143922.      1128.03
      12499.4      145118.      1098.68
      12502.6      145706.      930.894
      12505.9      146332.          NaN
      12509.1      145069.          NaN
      12512.3      143798.          NaN
      12515.6      141263.          NaN
      12518.8      140015.          NaN
      12522.0      136139.          NaN
      12525.3      134666.          NaN
      12528.5      135725.          NaN
      12531.7      141830.          NaN
      12535.0      142785.          NaN
      12538.2      145208.          NaN
      12541.5      145005.          NaN
      12544.7      147461.          NaN
      12547.9      145155.          NaN
      12551.2      146909.          NaN
      12554.4      146806.          NaN
      12557.6      147091.          NaN
      12560.9      148221.          NaN
      12564.1      147674.          NaN
      12567.3      145951.          NaN
      12570.6      146031.      1252.19
      12573.8      145617.      1136.61
      12577.0      146911.      1301.80
      12580.3      147487.      981.128
      12583.5      147149.      1568.56
      12586.7      146583.      1064.13
      12590.0      147582.      1587.80
      12593.2      147230.      1950.15
      12596.4      145199.      1248.33
      12599.7      145642.      1252.16
      12602.9      145988.      1214.14
      12606.1      146751.      1037.50
      12609.4      149285.      1324.97
      12612.6      149045.      1026.79
      12615.8      150015.      1138.02
      12619.1      150073.      1050.52
      12622.3      150597.      763.744
      12625.5      150652.      1141.23
      12628.8      149481.      1210.89
      12632.0      148599.      1627.34
      12635.2      148786.      1802.95
      12638.5      148350.      1183.98
      12641.7      148550.      1051.21
      12644.9      147181.      1134.23
      12648.2      148626.      1672.10
      12651.4      148964.      1828.60
      12654.6      148373.      1542.65
      12657.9      149646.      1586.08
      12661.1      150807.      1555.73
      12664.3      148372.      1126.90
      12667.6      149531.      1158.34
      12670.8      149128.      1258.66
      12674.0      150478.      1952.32
      12677.3      148419.      2768.07
      12680.5      147582.      3204.00
      12683.7      149542.      2250.86
      12687.0      153590.      1708.19
      12690.2      154723.      1594.99
      12693.5      154008.      2192.95
      12696.7      150723.      1623.44
      12699.9      151003.      2175.53
      12703.2      148003.      1805.57
      12706.4      149859.      1400.76
      12709.6      151375.      1493.47
      12712.9      150397.      1429.71
      12716.1      151222.      1388.32
      12719.3      151316.      1356.53
      12722.6      152441.      1369.15
      12725.8      151636.      1399.53
      12729.0      150572.      1404.79
      12732.3      150009.      1174.56
      12735.5      150145.      1688.98
      12738.7      149070.      1008.94
      12742.0      148882.      778.257
      12745.2      148966.      1549.37
      12748.4      150250.      1304.80
      12751.7      149960.      1730.14
      12754.9      149205.      875.160
      12758.1      148623.      1048.35
      12761.4      149495.      1681.37
      12764.6      150603.      1171.61
      12767.8      152305.      1033.40
      12771.1      151981.      751.629
      12774.3      152769.      745.361
      12777.5      150570.      1266.63
      12780.8      150218.      1474.95
      12784.0      149739.      1289.12
      12787.2      150117.      811.757
      12790.5      151358.      955.194
      12793.7      149473.      1238.39
      12796.9      146792.      1713.65
      12800.2      149177.      1506.81
      12803.4      149128.      1530.79
      12806.6      147291.      1565.83
      12809.9      146450.      1045.96
      12813.1      148006.      898.356
      12816.3      148834.      1049.89
      12819.6      152359.      1913.26
      12822.8      152973.      1499.50
      12826.0      152079.      1637.05
      12829.3      149092.      1107.46
      12832.5      147102.      1133.51
      12835.7      148092.      1632.04
      12839.0      148741.      1806.76
      12842.2      149371.      1981.79
      12845.5      151320.      1725.33
      12848.7      150550.      1238.62
      12851.9      150211.      2196.70
      12855.2      149890.      1021.40
      12858.4      149759.      1013.44
      12861.6      149029.      1349.38
      12864.9      151372.      1404.85
      12868.1      151101.      1052.58
      12871.3      149888.      1118.27
      12874.6      151335.      1159.51
      12877.8      150772.      1457.09
      12881.0      149712.      1556.13
      12884.3      151099.      1527.69
      12887.5      151120.      1251.81
      12890.7      149757.      810.089
      12894.0      149487.      1737.50
      12897.2      150272.      1835.78
      12900.4      149374.      1527.74
      12903.7      149546.      1598.92
      12906.9      148543.      2456.33
      12910.1      147819.      1992.11
      12913.4      149069.      1713.22
      12916.6      150498.      1924.16
      12919.8      149574.      1320.91
      12923.1      151391.      1520.39
      12926.3      151453.      1189.83
      12929.5      151160.      1375.96
      12932.8      151817.      1068.10
      12936.0      153849.      2853.06
      12939.2      153169.      3753.43
      12942.5      157608.      2713.02
      12945.7      155333.      1982.46
      12948.9      154843.      1161.97
      12952.2      155442.      1861.98
      12955.4      153561.      2085.00
      12958.6      155120.      2685.45
      12961.9      156879.      3070.75
      12965.1      154271.      2882.45
      12968.3      152055.      1376.85
      12971.6      150159.      1229.66
      12974.8      152678.      2727.32
      12978.0      153283.      3387.07
      12982.9      153542.      1102.29
      12986.8      153701.      1017.55
      12990.6      157167.      1368.51
      12994.5      156354.      4158.51
      12998.4      148876.      6397.72
      13002.2      145466.      4712.34
      13006.1      151886.      1933.38
      13010.0      157003.      1874.69
      13013.8      155667.      1939.50
      13017.7      133532.      2491.27
      13021.6      134928.      6089.05
      13025.5      152256.      1026.31
      13029.3      158175.      2336.33
      13033.2      153647.      1510.06
      13037.1      154517.      1597.69
      13040.9      153524.      1183.08
      13044.8      153679.      555.451
      13048.7      155202.      1208.52
      13052.5      155883.      993.373
      13056.4      155607.      1593.94
      13060.3      156604.      2238.54
      13064.1      154181.      2010.75
      13068.0      154204.      1947.73
      13071.9      153766.      285.353
      13075.7      152888.      1328.83
      13079.6      151948.      1462.77
      13083.5      151003.      1650.97
      13087.3      153206.      1173.96
      13091.2      152914.      1341.02
      13095.1      152275.      1646.07
      13098.9      153693.      1270.70
      13102.8      153151.      1170.87
      13106.7      154087.      1424.95
      13110.5      152464.      645.780
      13114.4      150658.      1647.41
      13118.3      149789.      1202.36
      13122.1      150477.      1960.38
      13126.0      148839.      1513.43
      13129.9      149637.      1145.43
      13133.8      150712.      1258.60
      13137.6      150727.      1718.85
      13141.5      151274.      688.263
      13145.4      150796.      719.169
      13149.2      149754.      1145.77
      13153.1      150843.      829.675
      13157.0      148944.      938.401
      13160.8      150373.      897.152
      13164.7      151677.      843.616
      13168.6      154270.      1507.59
      13172.4      153389.      2094.66
      13176.3      152665.      2713.31
      13180.2      150992.      2026.54
      13184.0      151866.      2183.58
      13187.9      153115.      787.649
      13191.8      155400.      496.122
      13195.6      154486.      1935.54
      13199.5      153515.      1584.93
      13203.4      152220.      715.701
      13207.2      152887.      825.190
      13211.1      151123.      615.833
      13215.0      152845.      796.337
      13218.8      150817.      1323.73
      13222.7      152244.      1677.51
      13226.6      151646.      1507.24
      13230.4      151543.      1610.48
      13234.3      151730.      1267.49
      13238.2      149295.      851.924
      13242.0      148010.      1090.58
      13245.9      149589.      659.236
      13249.8      147076.      342.930
      13253.7      148592.      1167.38
      13257.5      147481.      975.604
      13261.4      146999.      1064.91
      13265.3      148116.      1580.72
      13269.1      147903.      2057.23
      13273.0      146433.      1499.80
      13276.9      147961.      1399.24
      13280.7      145459.      1480.49
      13284.6      144929.      1102.65
      13288.5      143401.      983.386
      13292.3      141867.      610.703
      13296.2      138429.      388.897
      13300.1      136572.      401.384
      13303.9      137307.      1018.18
      13307.8      137103.      2410.54
      13311.7      133963.      2516.89
      13315.5      133285.      2171.35
      13319.4      128422.      2195.05
      13323.3      127001.      985.211
      13327.1      125576.      1322.65
      13331.0      125855.      998.734
      13334.9      125611.      1725.80
      13338.7      123885.      2075.32
      13342.6      117054.      2121.64
      13346.5      110256.      1994.54
      13350.3      107222.      1061.80
      13354.2      105155.      1302.79
      13358.1      105906.      1104.87
      13362.0      110714.      678.567
      13365.8      109776.      589.258
      13369.7      108610.      1659.89
      13373.6      108005.      922.826
      13377.4      110779.      762.638
      13381.3      112161.      708.879
      13385.2      111795.      329.615
      13389.0      113356.      1177.09
      13392.9      113604.      1086.70
      13396.8      112219.      1667.38
      13400.6      112515.      1665.45
      13404.5      112567.      1018.87
      13408.4      111516.      824.652
      13412.2      107241.      1162.02
      13416.1      104728.      1534.45
      13420.0      101076.      1045.61
      13423.8      99744.9      1090.60
      13427.7      97363.0      1295.25
      13431.6      99526.1      1083.00
      13435.4      100419.      1564.98
      13439.3      104565.      2143.67
      13443.2      105539.      868.290
      13447.0      107306.      785.689
      13450.9      106239.      1322.22
      13454.8      106315.      1138.24
      13458.6      106030.      1727.37
      13462.5      107265.      1958.88
      13466.4      106035.      1403.87
      13470.2      103948.      2027.73
      13474.1      103786.      3807.57
      13478.0      108488.      3640.63
      13481.9      112198.      1087.53
      13485.7      112267.      1464.88
      13489.6      110199.      2193.20
      13493.5      108046.      1108.94
      13497.3      105891.      2912.20
      13501.2      105538.      4439.53
      13505.1      104612.      3420.51
      13508.9      106032.      495.445
      13512.8      101359.      1410.31
      13516.7      103471.      2854.16
      13520.5      100731.      1047.78
      13524.4      99475.7      2282.86
      13528.3      99340.6      1742.82
      13532.1      104196.      2671.30
      13536.0      104985.      3109.80
      13539.9      101542.      4578.75
      13543.7      102402.      6195.22
      13547.6      111891.      3650.31
      13551.5      119844.      2108.35
      13555.3      113205.      2436.42
      13559.2      114070.      1955.07
      13563.1      116875.      4566.15
      13566.9      103757.      2311.44
      13570.8      103741.      3569.95
      13574.7      108295.      2593.69
      13578.5      112869.      1681.98
      13582.4      104966.      2049.10
      13586.3      107798.      3142.33
      13590.2      103792.      1706.05
      13594.0      108933.      5979.59
      13597.9      119243.      4445.42
      13601.8      109650.      1917.28
      13605.6      107199.      10046.7
      13609.5      111728.      5069.35
      13613.4      125312.      12834.3
      13617.2      130391.      4357.81
      13621.1      121293.      8289.74
      13625.0      122460.      16548.1
      13628.8      119157.      15930.7
      13632.7      102003.      5821.84
      13636.6      91225.5      2925.05
      13640.4      99731.9      8252.79
      13644.3      113978.      6848.84
      13648.2      127188.      4793.88
      13652.0      123970.      8334.18
      13655.9      129604.      14040.4
      13659.8      112008.      7284.71
      13663.6      99338.0      2406.18
      13667.5      101901.      7139.97
      13671.4      103473.      8693.35
      13675.2      114417.      10191.6
      13679.1      120627.      6231.07
      13683.0      133740.      11944.3
      13686.8      118415.      11151.7
      13690.7      112941.      11084.9
      13694.6      103550.      4101.41
      13698.5      97669.1      1898.65
      13702.3      102164.      3583.21
      13706.2      101534.      3761.68
      13710.1      111624.      3281.27
      13713.9      116690.      5057.04
      13717.8      105492.      4508.41
      13721.7      112857.      6221.96
      13725.5      108755.      5247.11
      13729.4      99453.3      5690.51
      13733.3      100196.      4577.58
      13737.1      95840.5      1490.54
      13741.0      96524.6      2145.28
      13744.9      94162.4      776.093
      13748.7      103494.      3099.02
      13752.6      102889.      3352.77
      13756.5      94205.5      2031.77
      13760.3      98676.7      2025.50
      13764.2      104043.      1741.68
      13768.1      104512.      929.423
      13771.9      109345.      4051.01
      13775.8      105009.      4340.12
      13779.7      97809.8      4089.22
      13783.5      98983.3      6345.04
      13787.4      104169.      2455.23
      13791.3      111229.      3558.59
      13795.1      98412.2      1774.39
      13799.0      94567.4      5481.34
      13802.9      101710.      8843.49
      13806.7      116352.      7134.25
      13810.6      129603.          NaN
      13868.6      105393.          NaN
      13872.5      102158.          NaN
      13876.4      106983.      3627.52
      13880.2      117183.      2358.53
      13884.1      123691.      8447.14
      13888.0      115937.      6328.17
      13891.8      105499.      1917.42
      13895.7      100911.      3447.43
      13899.6      102303.      1042.96
      13903.4      96593.3      579.519
      13907.3      93752.9      1717.71
      13911.2      97385.7      1701.40
      13915.0      91301.0      3639.14
      13918.9      90994.3      5061.64
      13922.8      99047.1      1875.18
      13926.7      112726.      5537.46
      13930.5      107806.      5280.72
      13934.4      94900.9      1933.13
      13938.3      92936.6      2878.96
      13942.1      96706.5      5735.83
      13946.0      100552.      7106.72
      13949.9      107843.      6231.66
      13953.7      124368.      5136.50
      13957.6      134613.      7884.24
      13961.5      121827.      4062.20
      13965.3      116522.      6617.87
      13969.2      109973.      7884.34
      13973.1      101318.      5100.47
      13976.9      92417.1      2508.70
      13980.8      87129.3      1017.16
      13984.7      90059.8      2695.47
      13988.5      88341.1      4343.54
      13992.4      89367.8      6648.15
      13996.3      96678.4      7122.42
      14000.1      106114.      6546.53
      14004.0      114218.      6205.18
      14007.9      119001.      5634.76
      14011.7      113260.      9217.91
      14015.6      107882.      11645.1
      14019.5      102266.      6832.38
      14023.3      92185.4      3570.71
      14027.2      85955.4      812.757
      14031.1      92939.7      2574.03
      14034.9      94249.9      4304.09
      14038.8      92901.4      4739.57
      14042.7      99228.1      4913.53
      14046.6      106088.      1237.68
      14050.4      112869.      8054.02
      14054.3      111266.      9515.46
      14058.2      101943.      2961.10
      14062.0      95094.9      2960.29
      14065.9      94265.2      5749.35
      14069.8      102284.      3637.26
      14073.6      110248.      2767.69
      14077.5      97989.0      2504.47
      14081.4      87407.6      1168.64
      14085.2      83473.5      3683.91
      14089.1      83018.8      4427.11
      14093.0      94632.6      535.310
      14096.8      109264.      5271.78
      14100.7      100398.      3379.55
      14104.6      93427.3      2419.07
      14108.4      88143.5      1123.70
      14112.3      90598.3      1067.29
      14116.2      89803.9      1541.46
      14120.0      85422.5      1107.76
      14123.9      89924.9      1596.80
      14127.8      90387.2      669.649
      14131.6      86896.0      2987.83
      14135.5      90186.4      5300.29
      14139.4      93241.0      4250.83
      14143.2      97293.0      4035.17
      14147.1      100048.      916.247
      14151.0      100968.      4239.55
      14154.8      96657.1      4680.17
      14158.7      88883.9      2851.11
      14162.6      82336.0      538.555
      14166.5      81505.2      1677.49
      14170.3      81539.9      2362.97
      14174.2      82053.7      1275.69
      14178.1      81499.8      1367.88
      14181.9      79480.1      2221.41
      14185.8      78465.8      3129.09
      14189.7      85489.4      1803.65
      14193.5      96214.4      1753.15
      14197.4      100779.      3906.09
      14201.3      92791.7      2415.22
      14205.1      91721.3      1823.27
      14209.0      93020.6      1914.02
      14212.9      88691.3      489.740
      14216.7      86556.1      421.015
      14220.6      83423.5      1061.07
      14224.5      83147.3      1429.73
      14228.3      85272.9      2149.68
      14232.2      87539.9      2871.96
      14236.1      89095.9      807.028
      14239.9      91680.1      1372.77
      14243.8      86448.2      1470.75
      14247.7      79811.0      391.918
      14251.5      79779.3      1477.64
      14255.4      81873.6      643.301
      14259.3      84794.4      1206.04
      14263.1      81951.6      1126.86
      14267.0      79095.5      2135.90
      14270.9      80466.8      2436.43
      14274.8      81812.6      1073.16
      14278.6      81907.4      721.684
      14282.5      83523.7      501.229
      14286.4      85435.3      1509.16
      14290.2      88533.9      2495.88
      14294.1      85830.1      1988.55
      14298.0      88699.1      1691.92
      14301.8      89293.7      773.923
      14305.7      85413.6      3510.15
      14309.6      84745.4      5301.69
      14313.4      88190.8      4296.28
      14317.3      89300.2      1691.86
      14321.2      87107.5      528.684
      14325.0      87808.3      3356.97
      14328.9      86454.9      2426.96
      14332.8      81686.5      943.395
      14336.6      79300.3      807.825
      14340.5      82562.2      885.648
      14344.4      89201.6      633.085
      14348.2      87019.5      1195.07
      14352.1      82060.7      1244.90
      14356.0      79529.4      763.397
      14359.8      81825.6      1312.36
      14363.7      82829.2      2077.12
      14367.6      80319.5      2715.92
      14371.4      81931.7      2713.95
      14375.3      85986.5      925.492
      14379.2      93766.9      2587.80
      14383.0      92934.7      2206.67
      14386.9      86855.2      1436.18
      14390.8      83496.2      1010.86
      14394.7      88426.4      918.704
      14398.5      87650.9      843.570
      14402.4      85450.7      1384.26
      14406.3      83320.8      1210.22
      14410.1      79162.5      835.813
      14414.0      83177.4      851.586
      14417.9      85189.2      360.504
      14421.7      83773.7      471.868
      14425.6      84190.4      558.709
      14429.5      89808.0      629.677
      14433.3      89879.8      1084.36
      14437.2      85224.9      1149.87
      14441.1      84299.5      1718.80
      14444.9      83673.5      2086.86
      14448.8      79937.7      3630.05
      14452.7      80838.1      2527.69
      14456.5      88981.0      1489.96
      14460.4      94098.1      2799.78
      14464.3      86390.7      817.447
      14468.1      84738.5      942.843
      14472.0      85135.0      766.761
      14475.9      83559.6      1311.51
      14479.7      82359.3      666.915
      14483.6      86067.4      1063.75
      14487.5      86535.9      1226.70
      14491.3      84300.2      1773.98
      14495.2      83064.5      2101.73
      14499.1      84384.7      4275.21
      14503.0      88937.7      4368.40
      14506.8      93528.0      1411.28
      14510.7      98018.9      3618.45
      14514.6      92496.6      2066.15
      14518.4      89122.8      1632.09
      14522.3      87806.7      681.749
      14526.2      87599.7      712.958
      14530.0      87436.3      835.227
      14533.9      85145.4      910.641
      14537.8      83552.1      910.135
      14541.6      82065.0      945.006
      14545.5      83884.1      922.511
      14549.4      85651.3      1204.71
      14553.2      87957.4      1496.95
      14557.1      85882.9      1240.05
      14561.0      84230.5      1200.91
      14564.8      84000.1      962.478
      14568.7      85292.0      537.708
      14572.6      86124.3      328.141
      14576.4      88306.3      183.870
      14580.3      88769.6      425.192
      14584.2      89225.0      932.219
      14588.0      88428.8      1137.40
      14591.9      86620.3      964.638
      14595.8      85338.5      1928.82
      14599.6      85090.5      1805.96
      14603.5      86597.5      1503.27
      14607.4      85881.1      1611.84
      14611.2      83973.1      211.943
      14615.1      84236.6      355.899
      14619.0      81651.0      505.381
      14622.9      79590.7      1249.29
      14626.7      80339.9      2147.96
      14630.6      85168.9      1394.61
      14634.5      86084.6      1587.95
      14638.3      86361.1      1592.59
      14642.2      82296.8      1051.11
      14646.1      81614.2      1827.22
      14649.9      85085.3      957.812
      14653.8      88369.9      1227.11
      14657.7      87255.2      1569.00
      14661.5      87738.4      2357.71
      14665.4      87306.8      1282.14
      14669.3      85371.5      431.235
      14673.1      81914.1      625.801
      14677.0      80850.6      905.507
      14680.9      79658.6      343.683
      14684.7      77912.5      1487.26
      14688.6      75714.7      1832.76
      14692.5      79029.5      1950.76
      14696.3      83933.2      1286.94
      14700.2      82277.3      1459.41
      14704.1      81081.8      1275.01
      14707.9      89630.7      1279.52
      14711.8      91889.2      1775.23
      14715.7      84673.5      603.016
      14719.5      81101.2      598.950
      14723.4      87716.8      1107.05
      14727.3      88379.1      702.043
      14731.2      83678.0      466.963
      14735.0      83016.2      1384.91
      14738.9      84406.1      1421.47
      14742.8      81074.5      1114.17
      14746.6      79970.2      907.598
      14750.5      77628.1      1803.05
      14754.4      80394.6      2121.42
      14758.2      83838.2      321.426
      14762.1      82483.9      1392.51
      14766.0      82033.7      1689.13
      14769.8      83456.8      713.417
      14773.7      82435.4      359.631
      14777.6      86212.4      838.664
      14781.4      87567.1      361.075
      14785.3      84740.8      558.052
      14789.2      82242.8      1540.35
      14793.0      81781.1      1307.42
      14796.9      80316.8      1024.02
      14800.8      81183.0      701.634
      14804.6      83967.9      789.329
      14808.5      82923.0      285.725
      14812.4      81445.7      594.133
