      lambda       flux         err
      18592.6      12264.6      1427.78
      18597.5      16537.7      2075.80
      18602.3      18429.6      3787.94
      18607.2      20782.6      6100.31
      18612.0      19368.6      4368.33
      18616.9      16665.3      1526.24
      18621.7      14432.4      914.226
      18626.6      14221.9      859.162
      18631.4      14659.6      1237.33
      18636.2      14203.9      1067.54
      18641.1      15358.8      671.103
      18645.9      16608.6      2434.97
      18650.8      17558.5      2866.47
      18655.6      15660.4      1090.00
      18660.5      13387.8      848.188
      18665.3      12160.5      1761.79
      18670.2      12289.0      2685.08
      18675.0      12993.5      2392.75
      18679.9      17544.8      2815.03
      18684.7      15968.0      3614.52
      18689.5      17375.7      5875.64
      18694.4      16437.5      5114.08
      18699.2      18727.1      8792.70
      18704.1      12422.4      11655.0
      18708.9      19463.1      9511.30
      18713.8      18099.7      8941.49
      18718.6      21815.0      6302.60
      18723.5      19645.2      4109.50
      18728.3      15591.6      3214.22
      18733.1      19173.1      4660.45
      18738.0      23582.6      4485.09
      18742.8      19273.8      4719.65
      18747.7      22563.6      8824.15
      18752.5      25775.2      8401.44
      18757.4      20295.7      5325.65
      18762.2      17047.1      3470.89
      18767.1      17226.1      4662.81
      18771.9      18531.5      3617.24
      18776.7      18059.4      1837.43
      18781.6      16897.6      1599.01
      18786.4      15715.2      944.685
      18791.3      14196.6      482.268
      18796.1      14008.1      685.056
      18801.0      12731.0      1504.67
      18805.8      13945.9      747.729
      18810.7      16304.3      1557.45
      18815.5      18103.4      1336.48
      18820.3      16404.3      371.041
      18825.2      14448.4      847.732
      18830.0      13750.2      1418.98
      18834.9      13113.7      1491.98
      18839.7      16202.2      1765.24
      18844.6      18761.8      1153.33
      18849.4      16771.2      809.424
      18854.3      15528.6      910.074
      18859.1      15515.6      271.283
      18864.0      14958.6      398.928
      18868.8      17164.2      1109.84
      18873.6      16998.4      938.597
      18878.5      14911.1      447.097
      18883.3      13834.9      729.888
      18888.2      12160.2      1395.08
      18893.0      10947.4      1660.20
      18897.9      12465.2      1533.38
      18902.7      17086.9      1761.43
      18907.6      17716.0      527.061
      18912.4      14258.3      917.308
      18917.2      13631.7      817.891
      18922.1      16404.2      1665.48
      18926.9      17707.4      1053.84
      18931.8      16325.4      1052.92
      18936.6      16882.7      2087.55
      18941.5      16650.8      2083.26
      18946.3      15181.8      840.614
      18951.2      14370.9      376.919
      18956.0      13147.4      576.139
      18960.8      13624.6      737.305
      18965.7      14066.3      1579.31
      18970.5      11945.8      1904.40
      18975.4      11285.4      2112.29
      18980.2      12554.4      1730.15
      18985.1      11844.2      2213.33
      18989.9      14173.8      3248.38
      18994.8      16394.9      3457.42
      18999.6      17752.4      4973.29
      19004.5      20800.8      5450.64
      19009.3      18895.5      3051.50
      19014.1      16355.9      623.147
      19019.0      13142.4      1134.51
      19023.8      13408.1      1152.43
      19028.7      15306.2      2320.60
      19033.5      17272.1      1395.45
      19038.4      14990.7      1442.32
      19043.2      12212.1      2608.54
      19048.1      9998.20      2744.44
      19052.9      15585.8      2123.34
      19057.7      19884.1      3118.19
      19062.6      19982.4      3841.41
      19067.4      20805.2      4343.70
      19072.3      19362.8      2684.63
      19077.1      15301.1      1071.31
      19082.0      13789.4      748.008
      19086.8      14589.9      1043.50
      19091.7      14032.2      763.009
      19096.5      12543.4      503.934
      19101.3      12255.9      1026.40
      19106.2      11788.6      1144.20
      19111.0      12899.6      940.972
      19115.9      17985.1      1535.23
      19120.7      17230.6      1840.90
      19125.6      14124.1      793.331
      19130.4      14109.4      1160.17
      19135.3      16210.5      1593.13
      19140.1      19605.0      2694.19
      19145.0      19113.6      2419.88
      19149.8      16184.4      841.159
      19154.6      13759.2      694.271
      19159.5      13468.2      487.881
      19164.3      15646.9      2049.41
      19169.2      17527.1      2142.08
      19174.0      15461.1      787.784
      19178.9      13315.1      540.953
      19183.7      12027.1      947.919
      19188.6      11453.8      1577.72
      19193.4      11248.9      1581.66
      19198.2      15774.8      2039.19
      19203.1      18509.6      2980.17
      19207.9      18799.4      3389.36
      19212.8      18056.4      2844.82
      19217.6      15462.6      1229.62
      19222.5      13983.0      547.937
      19227.3      13264.1      1021.37
      19232.2      12351.9      1187.07
      19237.0      13545.3      554.006
      19241.8      15836.7      2049.61
      19246.7      16186.1      1424.18
      19251.5      14278.2      644.101
      19256.4      13016.7      932.636
      19261.2      11730.4      1199.35
      19266.1      11615.5      716.303
      19270.9      15107.5      664.421
      19275.8      15158.0      922.388
      19280.6      14605.5      791.602
      19285.4      15080.1      910.406
      19290.3      14347.4      372.230
      19295.1      12318.8      749.962
      19300.0      11909.0      1306.60
      19304.8      12670.4      531.799
      19309.7      13471.2      1534.65
      19314.5      14738.3      1328.48
      19319.4      14638.4      815.125
      19324.2      13802.6      491.407
      19329.1      13698.7      464.917
      19333.9      12794.7      479.445
      19338.7      13860.1      808.741
      19343.6      16065.5      1183.36
      19348.4      14492.3      924.656
      19353.3      13054.8      841.898
      19358.1      13085.3      418.064
      19363.0      14210.4      382.415
      19367.8      14489.0      442.021
      19372.7      13673.0      624.935
      19377.5      12757.7      893.046
      19382.3      12476.1      788.933
      19387.2      12237.3      348.600
      19392.0      14283.9      623.970
      19396.9      15761.3      731.659
      19401.7      14932.7      565.741
      19406.6      13954.4      330.316
      19411.4      15120.9      660.077
      19416.3      16353.6      431.807
      19421.1      15532.5      443.885
      19425.9      14283.2      857.624
      19430.8      13619.0      676.601
      19435.6      13834.5      531.607
      19440.5      14917.5      603.412
      19445.3      15807.1      612.755
      19450.2      15644.1      404.382
      19455.0      14786.5      548.946
      19459.9      14313.3      499.844
      19464.7      14505.3      362.981
      19469.6      14191.9      381.712
      19474.4      14143.0      373.880
      19479.2      13581.5      378.860
      19484.1      13672.0      552.027
      19488.9      13724.3      330.975
      19493.8      13548.7      171.178
      19498.6      13337.4      525.533
      19503.5      12794.8      656.895
      19508.3      12493.5      288.432
      19513.2      12545.0      467.867
      19518.0      12938.9      758.365
      19522.8      12339.7      708.773
      19527.7      12289.7      641.083
      19532.5      13721.8      553.779
      19537.4      13621.3      318.114
      19542.2      14099.5      687.476
      19547.1      13139.9      622.733
      19551.9      12909.5      674.023
      19556.8      13202.7      644.141
      19561.6      13980.1      1054.96
      19566.4      14141.1      890.283
      19571.3      14183.6      226.260
      19576.1      14236.3      198.445
      19581.0      14369.0      188.944
      19585.8      14641.0      258.809
      19590.7      14995.2      786.937
      19595.5      13976.0      575.968
      19600.4      13224.4      468.911
      19605.2      12894.2      288.513
      19610.1      13183.6      540.995
      19614.9      12917.3      546.433
      19619.7      13272.4      573.237
      19624.6      13239.2      753.675
      19629.4      13175.9      562.112
      19634.3      13606.6      421.832
      19639.1      14261.4      311.076
      19644.0      14247.8      694.746
      19648.8      13796.3      532.005
      19653.7      13551.8      302.848
      19658.5      13790.2      393.816
      19663.3      13736.0      168.102
      19668.2      13122.0      255.347
      19673.0      13115.1      403.796
      19677.9      13561.9      533.729
      19682.7      13877.2      240.171
      19687.6      14075.6      271.207
      19692.4      14110.7      415.662
      19780.3      12026.4          NaN
      19786.8      12583.3      459.541
      19793.2      12972.3      157.952
      19799.7      13013.3      314.320
      19806.1      13231.4      281.695
      19812.6      13370.7      479.535
      19819.0      13594.8      304.880
      19825.4      13197.7      281.998
      19831.9      13274.5      245.765
      19838.3      13240.6      216.946
      19844.8      13299.3      303.726
      19851.2      13244.5      237.782
      19857.6      12841.0      372.294
      19864.1      12713.5      402.007
      19870.5      12827.8      354.368
      19877.0      12999.9      302.449
      19883.4      13118.0      544.568
      19889.9      13224.1      250.349
      19896.3      13088.2      293.274
      19902.7      12905.4      297.919
      19909.2      12649.4      239.500
      19915.6      12899.5      390.764
      19922.1      12989.0      329.570
      19928.5      13009.3      260.872
      19935.0      13189.0      184.891
      19941.4      13328.6      88.0988
      19947.8      13405.9      61.1576
      19954.3      13438.3      170.844
      19960.7      13486.5      298.603
      19967.2      13556.3      358.442
      19973.6      13116.5      339.742
      19980.1      13350.5      555.509
      19986.5      13182.7      395.641
      19992.9      12872.3      620.068
      19999.4      13338.5      942.524
      20005.8      13090.3      973.441
      20012.3      13178.1      831.652
      20018.7      14074.8      496.871
      20025.2      14755.3      367.682
      20031.6      14333.9      683.189
      20038.0      14656.9      770.012
      20044.5      13921.4      442.454
      20050.9      12972.5      590.451
      20057.4      13675.7      735.376
      20063.8      13308.3      863.044
      20070.3      13728.2      1279.06
      20076.7      13382.8      310.656
      20083.1      13266.1      375.374
      20089.6      13006.7      472.881
      20096.0      12733.7      574.121
      20102.5      13186.3      250.291
      20108.9      13811.3      542.700
      20115.3      13412.6      426.241
      20121.8      12995.4      668.165
      20128.2      12959.2      387.957
      20134.7      13236.5      298.549
      20141.1      13041.1      437.098
      20147.6      13055.9      394.091
      20154.0      12827.2      565.137
      20160.4      12632.8      346.658
      20166.9      12663.3      378.065
      20173.3      12957.7      622.628
      20179.8      13216.7      387.675
      20186.2      13410.4      270.153
      20192.7      13392.2      582.389
      20199.1      13115.4      549.358
      20205.5      12932.8      917.747
      20212.0      13471.3      626.587
      20218.4      13318.5      300.990
      20224.9      13350.4      384.124
      20231.3      13109.0      182.904
      20237.8      13205.4      348.248
      20244.2      13352.4      406.987
      20250.6      13179.1      473.698
      20257.1      12676.7      239.296
      20263.5      12384.4      331.076
      20270.0      12417.5      269.782
      20276.4      12935.4      409.855
      20282.9      12515.4      245.942
      20289.3      12747.7      279.887
      20295.7      12702.5      77.3592
      20302.2      12903.8      286.949
      20308.6      13092.5      114.628
      20315.1      13065.7      223.007
      20321.5      13477.3      176.378
      20328.0      13456.0      237.533
      20334.4      13128.1      172.196
      20340.8      13018.0      185.749
      20347.3      12672.6      160.587
      20353.7      12698.7      113.848
      20360.2      12886.4      224.551
      20366.6      12809.8      169.343
      20373.1      13132.6      200.673
      20379.5      13417.0      346.033
      20385.9      13109.5      188.346
      20392.4      12957.7      121.351
      20398.8      12810.0      251.758
      20405.3      12625.0      175.287
      20411.7      13108.6      257.008
      20418.1      13232.9      139.054
      20424.6      13073.6      133.008
      20431.0      12902.2      165.912
      20437.5      12736.3      293.889
      20443.9      12789.8      186.692
      20450.4      12553.1      201.627
      20456.8      12657.1      71.0434
      20463.2      13016.7      290.642
      20469.7      13079.2      104.845
      20476.1      13061.1      131.350
      20482.6      13101.2      257.218
      20489.0      12800.0      171.671
      20495.5      12709.6      90.9427
      20501.9      12903.5      345.304
      20508.3      13074.8      223.500
      20514.8      13125.5      335.496
      20521.2      13463.5      132.662
      20527.7      13412.8      208.949
      20534.1      13184.5      313.980
      20540.6      12860.0      272.931
      20547.0      12975.8      158.310
      20553.4      12908.2      446.258
      20559.9      13199.2      258.497
      20566.3      13565.8      367.162
      20572.8      13367.2      177.620
      20579.2      13573.1      143.391
      20585.7      13375.5      116.521
      20592.1      13409.5      234.722
      20598.5      13105.6      167.803
      20605.0      12973.3      212.386
      20611.4      12816.2      250.006
      20617.9      12933.1      208.250
      20624.3      12873.9      271.372
      20630.8      12923.5      132.370
      20637.2      12905.7      176.062
      20643.6      12705.2      280.761
      20650.1      12797.5      427.039
      20656.5      12756.8      172.872
      20663.0      12931.4      240.082
      20669.4      13010.0      318.565
      20675.8      13274.9      307.100
      20682.3      13207.0      271.957
      20688.7      13005.8      192.950
      20695.2      13062.6      170.866
      20701.6      13257.3      387.010
      20708.1      13372.1      289.668
      20714.5      13061.8      205.441
      20720.9      13145.7      330.585
      20727.4      12795.3      256.461
      20733.8      12540.8      232.365
      20740.3      12706.5      186.088
      20746.7      13039.7      241.052
      20753.2      12845.0      183.667
      20759.6      12964.7      115.493
      20766.0      12934.2      115.062
      20772.5      12991.4      196.875
      20778.9      13112.1      158.480
      20785.4      13281.8      237.808
      20791.8      12968.8      201.805
      20798.3      13058.8      171.796
      20804.7      13124.2      172.473
      20811.1      12892.6      165.863
      20817.6      13006.5      155.360
      20824.0      13076.9      105.774
      20830.5      13044.7      200.973
      20836.9      13048.9      122.923
      20843.4      13155.9      174.736
      20849.8      12942.8      58.2434
      20856.2      12852.8      345.131
      20862.7      12994.1      117.186
      20869.1      12987.0      100.606
      20875.6      13015.1      112.579
      20882.0      13154.3      246.055
      20888.5      13027.4      64.0888
      20894.9      12868.0      234.981
      20901.3      13141.6      219.208
      20907.8      13376.4      134.748
      20914.2      13364.7      380.527
      20920.7      13539.7      283.595
      20927.1      13359.0      270.668
      20933.5      13597.4      186.474
      20940.0      13358.4      284.418
      20946.4      12994.5      155.767
      20952.9      13068.8      151.190
      20959.3      12859.6      113.834
      20965.8      12981.2      217.641
      20972.2      12892.1      210.559
      20978.6      13138.9      232.621
      20985.1      13326.7      152.480
      20991.5      13016.1      354.413
      20998.0      13058.0      148.031
      21004.4      13256.0      169.232
      21010.9      13347.8      167.256
      21017.3      13421.1      162.216
      21023.7      13210.4      166.462
      21030.2      13097.4      102.000
      21036.6      13302.0      75.7227
      21043.1      13237.1      130.939
      21049.5      13407.2      174.275
      21056.0      13293.7      177.125
      21062.4      13349.0      298.596
      21068.8      13347.8      87.6784
      21075.3      13356.6      165.004
      21081.7      13122.9      165.221
      21088.2      12931.8      65.2997
      21094.6      13004.0      136.828
      21101.1      13308.2      127.471
      21107.5      13480.5      120.975
      21113.9      13612.1      248.617
      21120.4      13396.3      238.213
      21126.8      13258.3      209.865
      21133.3      13418.3      104.329
      21139.7      13798.5      290.614
      21146.2      13664.5      97.5004
      21152.6      13468.2      100.835
      21159.0      13364.7      255.342
      21165.5      13544.6      129.808
      21171.9      13222.9      95.8037
      21178.4      12942.9      200.698
      21184.8      13303.2      147.180
      21191.2      13413.1      122.933
      21197.7      13124.3      131.442
      21204.1      13250.9      85.7246
      21210.6      13190.6      173.166
      21217.0      13418.7      222.409
      21223.5      13602.4      55.2051
      21229.9      13687.0      114.615
      21236.3      13658.3      197.611
      21242.8      13789.3      157.701
      21249.2      13683.3      119.714
      21255.7      13666.3      114.359
      21262.1      13512.6      153.802
      21268.6      13389.0      184.884
      21275.0      13210.7      174.722
      21281.4      13376.0      124.656
      21287.9      13150.7      226.151
      21294.3      13311.6      191.668
      21300.8      13318.6      113.207
      21307.2      13504.6      161.825
      21313.7      13561.2      105.744
      21320.1      13499.1      128.019
      21326.5      13737.0      139.145
      21333.0      13714.7      245.455
      21339.4      13700.0      175.690
      21345.9      13499.2      143.614
      21352.3      13605.6      141.403
      21358.8      13620.8      138.711
      21365.2      13638.3      184.853
      21371.6      13653.2      209.091
      21378.1      13290.9      208.831
      21384.5      13308.6      160.909
      21391.0      13342.3      208.162
      21397.4      13614.4      154.751
      21403.9      13525.4      75.9994
      21410.3      13354.7      204.219
      21416.7      13413.7      58.4202
      21423.2      13423.9      79.1747
      21429.6      13439.2      115.141
      21436.1      13572.7      137.799
      21442.5      13723.0      128.644
      21448.9      14006.9      169.587
      21455.4      13954.0      112.368
      21461.8      13908.9      149.858
      21468.3      13914.1      167.380
      21474.7      13645.7      103.055
      21481.2      13598.7      107.293
      21487.6      13581.6      122.083
      21494.0      13182.6      158.753
      21500.5      13338.7      230.893
      21506.9      13258.7      265.283
      21513.4      13543.0      156.761
      21519.8      13567.9      282.398
      21526.3      13757.5      363.376
      21532.7      13466.2      163.619
      21539.1      13450.1      210.327
      21545.6      13811.0      230.840
      21552.0      13799.7      141.503
      21558.5      13621.8      96.7520
      21564.9      13729.6      112.512
      21571.4      13706.6      160.627
      21577.8      13865.5      192.322
      21584.2      13796.2      195.363
      21590.7      13803.0      130.372
      21597.1      13751.4      182.823
      21603.6      13781.3      251.562
      21610.0      13777.5      142.142
      21616.5      13794.8      181.601
      21622.9      13645.3      160.856
      21629.3      13699.0      170.934
      21635.8      13683.3      189.918
      21642.2      13899.4      141.161
      21648.7      13919.8      166.378
      21655.1      13690.9      31.9960
      21661.6      13881.8      163.505
      21668.0      13873.8      141.696
      21674.4      13857.2      103.825
      21680.9      13749.3      180.537
      21687.3      13977.2      156.961
      21693.8      13962.9      124.480
      21700.2      13899.1      139.822
      21706.7      13649.5      129.552
      21713.1      13660.0      103.536
      21719.5      13794.5      145.350
      21726.0      13667.6      114.292
      21732.4      13744.6      190.279
      21738.9      13828.3      85.3395
      21745.3      13824.8      187.273
      21751.7      13734.9      159.165
      21758.2      13537.2      224.000
      21764.6      13510.7      96.5316
      21771.1      13568.7      224.366
      21777.5      13504.7      274.744
      21784.0      13553.5      169.457
      21790.4      13399.4      248.027
      21796.8      13616.2      193.987
      21803.3      13756.6      206.542
      21809.7      13629.0      136.202
      21816.2      13674.1      144.378
      21822.6      13687.1      228.101
      21829.1      13569.2      81.0326
      21835.5      13638.3      89.7100
      21841.9      13391.7      93.5727
      21848.4      13529.0      207.408
      21854.8      13856.2      120.009
      21861.3      13562.9      80.7645
      21867.7      13609.7      149.423
      21874.2      13631.5      196.979
      21880.6      13677.4      174.831
      21887.0      13759.6      139.176
      21893.5      13757.4      87.5294
      21899.9      13726.5      136.205
      21906.4      13565.2      88.5841
      21912.8      13697.8      193.001
      21919.3      13618.2      158.116
      21925.7      13465.6      130.961
      21932.1      13479.8      71.3473
      21938.6      13591.0      182.550
      21945.0      13680.7      93.3709
      21951.5      13993.7      301.835
      21957.9      13916.2      328.450
      21964.4      13690.2      207.137
      21970.8      13572.4      198.541
      21977.2      13744.7      102.087
      21983.7      13786.9      76.6298
      21990.1      13791.7      194.067
      21996.6      13770.1      245.205
      22003.0      13972.3      113.625
      22009.4      14058.5      147.772
      22015.9      13844.8      108.490
      22022.3      13682.6      159.189
      22028.8      13737.3      262.524
      22035.2      13435.5      127.910
      22041.7      13598.0      191.064
      22048.1      13550.4      345.359
      22054.5      13112.8      219.662
      22061.0      12933.6      254.060
      22067.4      12981.0      123.015
      22073.9      13108.3      133.150
      22080.3      13319.7      117.339
      22086.8      13282.8      107.979
      22093.2      13160.3      61.1131
      22099.6      13283.2      158.173
      22106.1      13595.0      92.7365
      22112.5      13849.1      123.514
      22119.0      14024.1      211.057
      22125.4      14004.0      137.167
      22131.9      14039.7      148.404
      22138.3      13842.0      321.800
      22144.7      14016.0      332.944
      22151.2      13915.6      103.068
      22157.6      13780.2      184.204
      22164.1      13805.2      114.205
      22170.5      13760.3      162.953
      22177.0      13647.8      193.473
      22183.4      13998.8      165.248
      22189.8      13780.0      168.641
      22196.3      13656.1      197.842
      22202.7      13636.6      144.300
      22209.2      13729.2      54.3669
      22215.6      13767.8      154.223
      22222.1      13577.3      140.213
      22228.5      13838.8      135.749
      22234.9      13919.1      144.446
      22241.4      13924.8      150.826
      22247.8      14036.0      101.786
      22254.3      14218.4      75.7963
      22260.7      14079.8      76.8903
      22267.1      13902.0      171.993
      22273.6      13901.4      247.094
      22280.0      13720.7      158.449
      22286.5      13615.6      144.698
      22292.9      13771.7      104.342
      22299.4      13714.7      185.423
      22305.8      13845.4      114.811
      22312.2      13939.0      177.850
      22318.7      13677.4      198.256
      22325.1      13960.1      126.266
      22331.6      13781.3      156.865
      22338.0      13741.9      146.280
      22344.5      13662.7      115.542
      22350.9      13583.7      158.378
      22357.3      13634.4      84.7916
      22363.8      13745.7      134.509
      22370.2      13847.2      229.520
      22376.7      14067.9      217.878
      22383.1      13737.5      172.476
      22389.6      13941.1      84.0676
      22396.0      14048.5      96.8631
      22402.4      14195.4      263.217
      22408.9      14174.7      161.931
      22415.3      14045.6      219.111
      22421.8      13844.6      204.552
      22428.2      13785.1      201.895
      22434.7      13801.7      46.9308
      22441.1      13810.2      89.8669
      22447.5      13888.1      171.974
      22454.0      13948.4      158.057
      22460.4      13907.1      187.335
      22466.9      14040.0      166.416
      22473.3      14073.5      187.215
      22479.8      14088.9      233.206
      22486.2      14072.8      258.125
      22492.6      13935.8      67.3062
      22499.1      13741.4      35.4658
      22505.5      13713.1      54.1138
      22512.0      13847.3      205.781
      22518.4      13872.3      181.895
      22524.8      13930.5      171.159
      22531.3      13878.7      184.794
      22537.7      13553.7      284.595
      22544.2      13924.4      127.468
      22550.6      13537.7      111.447
      22557.1      13653.7      202.156
      22563.5      13783.3      104.748
      22569.9      13839.7      104.532
      22576.4      13775.2      95.1070
      22582.8      13777.2      117.353
      22589.3      13646.7      176.351
      22595.7      13601.2      174.172
      22602.2      13664.6      142.460
      22608.6      13696.5      94.1889
      22615.0      13567.5      142.767
      22621.5      13618.6      212.693
      22627.9      13568.3      70.9912
      22634.4      13567.0      155.967
      22640.8      13479.2      143.542
      22647.3      13324.3      130.559
      22653.7      13538.4      200.912
      22660.1      13615.1      195.775
      22666.6      13675.1      219.082
      22673.0      13735.9      136.525
      22679.5      13866.2      53.4425
      22685.9      13928.8      158.259
      22692.4      13928.0      211.187
      22698.8      13836.9      142.428
      22705.2      13648.6      105.679
      22711.7      13791.3      104.973
      22718.1      13633.0      148.326
      22724.6      13479.7      227.460
      22731.0      13554.3      137.427
      22737.5      13550.4      165.097
      22743.9      13551.0      206.241
      22750.3      13747.4      119.924
      22756.8      13680.9      136.027
      22763.2      13864.5      175.205
      22769.7      13891.5      227.152
      22776.1      13925.2      306.935
      22782.6      13641.2      151.173
      22789.0      13759.1      37.3952
      22795.4      13564.3      90.9151
      22801.9      13536.3      155.501
      22808.3      13586.9      98.8309
      22814.8      13690.7      215.009
      22821.2      13491.6      163.982
      22827.6      13755.0      133.484
      22834.1      13705.8      172.265
      22840.5      13594.9      257.608
      22847.0      13669.2      122.181
      22853.4      13598.8      168.579
      22859.9      13591.0      202.235
      22866.3      13473.4      190.630
      22872.7      13719.9      87.5138
      22879.2      13743.2      188.706
      22885.6      13524.3      107.035
      22892.1      13642.0      129.643
      22898.5      13684.6      165.999
      22905.0      13706.5      138.890
      22911.4      13676.9      215.552
      22917.8      13300.7      189.735
      22924.3      13073.9      210.457
      22930.7      12696.5      226.444
      22937.2      11879.5      208.942
      22943.6      11506.4      132.602
      22950.1      11500.3      125.911
      22956.5      11669.3      187.794
      22962.9      11756.4      144.903
      22969.4      12311.3      74.1250
      22975.8      12400.3      155.072
      22982.3      12403.4      236.350
      22988.7      12297.3      205.270
      22995.2      12482.5      332.949
      23001.6      12573.4      162.776
      23008.0      12489.1      265.078
      23014.5      12415.4      268.439
      23020.9      12605.7      240.241
      23027.4      12640.6      233.106
      23033.8      12733.3      109.198
      23040.3      12588.7      317.902
      23046.7      12834.9      158.402
      23053.1      12759.4      246.824
      23059.6      12633.2      197.356
      23066.0      12582.0      112.366
      23072.5      12866.0      88.7032
      23078.9      12908.2      100.491
      23085.3      12568.5      186.959
      23091.8      12582.6      155.840
      23098.2      12559.4      172.839
      23104.7      12327.4      208.335
      23111.1      12351.0      195.439
      23117.6      12325.0      73.8707
      23124.0      12308.3      141.627
      23130.4      12452.1      160.878
      23136.9      12350.9      221.551
      23143.3      12172.0      191.110
      23149.8      11966.3      92.8008
      23156.2      11987.2      133.088
      23162.7      12166.9      326.038
      23169.1      12103.4      190.812
      23175.5      12111.2      236.915
      23182.0      12195.8      562.689
      23188.4      12377.9      452.080
      23194.9      12438.8      235.775
      23201.3      12277.4      120.906
      23207.8      11958.0      149.508
      23214.2      11680.3      214.347
      23220.6      11434.7      102.396
      23227.1      11261.5      199.230
      23233.5      11045.7      285.189
      23240.0      10957.1      91.2400
      23246.4      11261.0      135.507
      23252.9      11326.9      172.056
      23259.3      11589.6      241.468
      23265.7      11544.9      216.527
      23272.2      11404.0      285.056
      23278.6      11638.9      142.961
      23285.1      11499.7      76.6240
      23291.5      11496.8      144.105
      23298.0      11578.4      87.9700
      23304.4      11471.0      200.535
      23310.8      11237.5      176.143
      23317.3      11778.5      330.170
      23323.7      11823.8      182.475
      23330.2      11875.8      139.584
      23336.6      11674.5      263.038
      23343.0      11664.9      107.146
      23349.5      11492.6      147.216
      23355.9      11433.7      94.5046
      23362.4      11495.4      56.9496
      23368.8      11565.4      193.158
      23375.3      11423.3      76.4743
      23381.7      11298.8      116.892
      23388.1      11302.8      191.540
      23394.6      11331.9      89.5689
      23401.0      11389.0      177.450
      23407.5      11514.9      196.203
      23413.9      11422.8      222.940
      23420.4      11454.6      290.622
      23426.8      11428.7      1408.30
      23433.2      11567.7      891.399
      23439.7      11543.8      267.863
      23446.1      11134.9      250.766
      23452.6      11272.4      118.271
      23459.0      11710.0      324.380
      23465.5      11939.0      177.667
      23471.9      11835.1      169.320
      23478.3      11714.1      261.121
      23484.8      11829.2      105.233
      23491.2      11667.0      200.387
      23497.7      11424.0      282.415
      23504.1      11287.9      339.691
      23510.6      11005.7      233.909
      23517.0      10796.7      170.331
      23523.4      10487.3      151.625
      23529.9      10164.3      185.750
      23536.3      10332.5      153.222
      23542.8      10506.9      499.328
      23549.2      10427.8      293.037
      23555.7      10538.1      63.4729
      23562.1      10895.9      135.259
      23568.5      10901.8      254.270
      23575.0      10956.0      162.438
      23581.4      10567.6      209.946
      23587.9      10766.1      129.487
      23594.3      10813.8      238.181
      23600.8      10907.6      250.163
      23607.2      10847.2      100.429
      23613.6      10811.4      135.991
      23620.1      10613.6      206.886
      23626.5      10720.9      191.993
      23633.0      10803.1      236.806
      23639.4      10951.1      291.210
      23645.8      11198.9      97.1532
      23652.3      11217.2      167.190
      23658.7      10859.3      293.743
      23665.2      10839.9      210.403
      23671.6      10674.9      126.200
      23678.1      10686.7      104.369
      23684.5      10446.6      243.744
      23690.9      10800.1      286.081
      23697.4      10655.0      306.951
      23703.8      10651.9      565.564
      23710.3      10847.2      457.839
      23716.7      11021.1      433.528
      23723.2      10376.9      378.270
      23729.6      10734.0      429.680
      23736.0      11103.5      357.537
      23742.5      10757.6      156.076
      23748.9      10698.3      226.738
      23755.4      10705.5      92.2247
      23761.8      10518.1      188.404
      23768.3      10726.9      147.896
      23774.7      10616.5      124.546
      23781.1      10381.9      221.642
      23787.6      10241.6      304.355
      23794.0      10520.5      159.168
      23800.5      10396.0      252.670
      23806.9      10451.8      129.796
      23813.4      10139.7      200.047
      23819.8      9867.09      173.572
      23826.2      9685.06      221.723
      23832.7      9516.27      239.517
      23839.1      9551.66      275.743
      23845.6      10049.5      251.793
      23852.0      10025.6      200.003
      23858.4      9835.30      27.1474
      23864.9      9591.87      143.273
      23871.3      9322.35      172.207
      23877.8      9558.80      265.691
      23884.2      9692.26      276.139
      23890.7      9817.94      157.838
      23897.1      10137.4      365.186
      23903.5      9962.73      320.789
      23910.0      9941.54      304.880
      23916.4      10295.8      351.583
      23922.9      10438.7      293.739
      23929.3      10057.3      303.432
      23935.8      10143.7      176.843
      23942.2      10176.7      264.307
      23948.6      9934.73      281.241
      23955.1      9828.85      169.013
      23961.5      9845.63      191.389
      23968.0      9801.32      182.139
      23974.4      10237.6      272.320
      23980.9      10001.6      341.398
      23987.3      9888.85      295.698
      23993.7      9682.67      351.125
      24000.2      9796.07      165.012
      24006.6      10036.5      194.695
      24013.1      9835.43      218.252
      24019.5      9551.70      270.663
      24026.0      9508.23      289.074
      24032.4      9668.22      288.765
      24038.8      9671.77      282.878
      24045.3      9607.18      300.898
      24051.7      9574.23      168.057
      24058.2      9304.67      297.917
      24064.6      9122.20      171.502
      24071.1      9142.28      241.390
      24077.5      9352.30      290.269
      24083.9      9246.91      317.176
      24090.4      9227.96      147.941
      24096.8      9375.32      424.657
      24103.3      9113.18      81.8863
      24109.7      9153.17      233.190
      24116.2      9134.32      202.480
      24122.6      8808.88      298.131
      24129.0      9007.21      238.523
      24135.5      8648.31      251.504
      24141.9      8558.25      354.683
      24148.4      8736.29      298.044
      24154.8      8834.06      184.928
      24161.2      8987.85      263.898
      24167.7      8893.23      293.925
      24174.1      8440.96      353.038
      24180.6      8611.94      314.997
      24187.0      8734.57      207.501
      24193.5      8992.37      215.791
      24199.9      9003.69      800.369
      24206.3      8964.87      387.667
      24212.8      8946.93      163.556
      24219.2      8774.46      260.295
      24225.7      8644.72      242.133
      24232.1      8705.05      287.692
      24238.6      8803.55      322.047
