      lambda       flux         err
      11159.2      43829.1      2119.52
      11162.4      45441.6      2486.41
      11165.6      44711.4      2084.43
      11168.8      44578.0      1747.72
      11172.1      42347.6      2303.94
      11175.3      41058.8      1317.41
      11178.5      42514.1      1582.60
      11181.8      45000.8      2551.49
      11185.0      45475.6      3275.97
      11188.2      44592.8      3631.77
      11191.4      43015.7      2958.33
      11194.7      42356.2      3735.34
      11197.9      41638.3      3156.54
      11201.1      42865.4      3391.31
      11204.4      41942.4      3092.18
      11207.6      40684.9      2781.03
      11210.8      41253.4      2280.87
      11214.0      43616.0      2466.51
      11217.3      47017.6      2371.24
      11220.5      47088.1      2760.89
      11223.7      48343.3      2845.75
      11227.0      46143.1      2629.03
      11230.2      44973.8      1932.72
      11233.4      46067.4      1332.69
      11236.6      46740.1      1147.09
      11239.9      45567.0      752.923
      11243.1      43933.5      818.799
      11246.3      42063.7      1237.19
      11249.6      44668.8      2315.13
      11252.8      48483.8      1766.23
      11256.0      48535.2      1578.23
      11259.2      45658.3      697.611
      11262.5      42715.4      1754.66
      11265.7      42710.0      2171.29
      11268.9      44477.1      2136.01
      11272.2      45917.4      1412.37
      11275.4      48136.9      1372.72
      11278.6      47027.2      1669.38
      11281.8      41237.1      1325.82
      11285.1      43043.4      1678.05
      11288.3      45256.2      1974.83
      11291.5      45321.8      2044.30
      11294.8      45803.0      1613.87
      11298.0      45445.4      2292.28
      11301.2      41637.1      778.516
      11304.4      44062.1      252.243
      11307.7      43147.1      102.198
      11310.9      44169.1      2171.80
      11314.1      45570.2      2929.66
      11317.4      44435.6      3040.71
      11320.6      44470.9      1310.07
      11323.8      44828.8      978.911
      11327.0      42714.9      789.025
      11330.3      41176.7      330.132
      11333.5      39832.9      3385.02
      11336.7      41487.8      3769.82
      11340.0      40209.8      3315.08
      11343.2      44253.4      4192.59
      11346.4      49424.4      2926.98
      11349.6      46509.1      2377.06
      11352.9      41826.3      2392.18
      11356.1      39262.3      12028.1
      11359.3      39954.4      23640.8
      11362.6      40257.5      9976.86
      11365.8      40268.9      2501.69
      11369.0      39333.9      1789.90
      11372.2      40586.4      1926.45
      11375.5      39627.2      2578.23
      11378.7      36950.7      2561.11
      11381.9      36340.4      2260.40
      11385.2      36864.8      1692.21
      11388.4      36346.9      745.312
      11391.6      36458.5      484.318
      11394.8      37093.7      1410.00
      11398.1      38003.0      1763.52
      11401.3      36025.7      1714.32
      11404.5      35562.1      1513.67
      11407.8      35676.1      1692.82
      11411.0      35745.8      1416.05
      11414.2      36886.3      1600.59
      11417.4      38616.3      1366.35
      11420.7      40815.3      960.291
      11423.9      40397.2      1696.84
      11427.1      40595.3      1018.06
      11430.3      40147.2      619.440
      11433.6      40589.1      1748.68
      11436.8      42546.8      1967.11
      11440.0      43486.1      1924.45
      11443.3      43851.1      1475.05
      11446.5      41641.8      1711.64
      11449.7      39481.9      1538.40
      11453.0      41813.5      1603.93
      11456.2      42155.9      1589.73
      11459.4      41346.2      1911.10
      11462.6      43362.8      2798.57
      11465.9      44398.4      2829.95
      11469.1      43197.7      2016.77
      11472.3      43256.3      1788.69
      11475.5      41970.2      1128.46
      11478.8      42112.7      1359.67
      11482.0      41627.5      923.893
      11485.2      43976.1      1292.87
      11488.5      44920.3      1360.08
      11491.7      45883.8      1223.19
      11494.9      46084.4      1336.66
      11498.1      46499.5      1321.79
      11501.4      43595.8      772.137
      11504.6      41983.1      425.102
      11507.8      41797.7      1164.07
      11511.1      43401.8      755.230
      11514.3      42924.0      1145.60
      11517.5      43615.6      1754.46
      11520.7      43752.4      2233.86
      11524.0      44765.2      1454.61
      11527.2      44340.7      982.316
      11530.4      42788.8      867.839
      11533.7      42414.9      1409.50
      11536.9      43347.5      1248.14
      11540.1      42794.1      886.564
      11543.3      42721.1      704.065
      11546.6      41854.6      586.495
      11549.8      42555.8      1185.20
      11553.0      42536.0      739.804
      11556.3      43702.2      665.418
      11559.5      43387.2      721.580
      11562.7      43062.0      636.129
      11565.9      42357.9      982.789
      11569.2      43093.1      817.131
      11572.4      43835.0      1246.61
      11575.6      42573.5      1592.37
      11578.9      41762.0      1566.06
      11582.1      42838.4      1328.51
      11585.3      43255.9      674.175
      11588.5      43202.2      623.891
      11591.8      42356.6      1214.78
      11595.0      41363.1      2221.13
      11598.2      40651.9      1411.26
      11601.5      41173.7      1103.45
      11604.7      41581.3      535.458
      11607.9      42204.7      933.569
      11611.1      42091.0      751.950
      11614.4      43281.7      877.104
      11617.6      43201.7      1550.04
      11620.8      42847.3      798.411
      11624.1      43056.5      905.197
      11627.3      43171.4      709.667
      11630.5      42723.2      391.802
      11633.7      43161.5      1527.41
      11637.0      44516.2      2571.26
      11640.2      42729.4      1900.60
      11643.4      43029.9      1412.86
      11646.7      41684.6      1160.96
      11649.9      40790.7      1494.19
      11653.1      43291.6      1475.67
      11656.3      43040.6      1288.70
      11659.6      43225.4      1694.49
      11662.8      42789.8      1005.92
      11666.0      43706.3      913.378
      11669.3      43615.2      1058.59
      11672.5      43506.9      1953.57
      11675.7      42562.4      1604.58
      11678.9      41837.9      1529.57
      11682.2      41575.6      1870.29
      11685.4      40394.3      2028.09
      11688.6      39364.5      1577.85
      11691.9      39468.5      1403.65
      11695.1      38599.9      1071.27
      11698.3      38972.2      1019.96
      11701.5      40259.0      629.562
      11704.8      41695.0      1175.96
      11708.0      42859.9      1764.16
      11711.2      42129.6      1534.22
      11714.5      42362.3      1305.44
      11717.7      43122.6      1221.26
      11720.9      43262.1      592.900
      11724.1      43300.3      1328.39
      11727.4      42920.8      1357.78
      11730.6      43202.4      1103.58
      11733.8      42939.0      1428.43
      11737.1      42804.3      1205.97
      11740.3      43021.0      1160.34
      11743.5      42940.7      833.228
      11746.7      41997.2      900.923
      11750.0      41402.9      1117.23
      11753.2      42244.7      452.230
      11756.4      42778.7      832.457
      11759.7      41306.3      1058.17
      11762.9      39509.8      1266.59
      11766.1      39120.9      1611.95
      11769.3      37742.2      1696.71
      11772.6      36348.5      1849.22
      11775.8      35504.6      1430.87
      11779.0      36416.8      1364.02
      11782.3      38846.2      1317.12
      11785.5      39020.7      1334.73
      11788.7      39426.2      952.838
      11791.9      40237.8      1173.19
      11795.2      41054.6      1427.94
      11798.4      42054.2      1355.98
      11801.6      41405.7      908.878
      11804.9      40130.8      985.666
      11808.1      40784.8      1058.71
      11811.3      41146.9      1066.68
      11814.5      41509.5      987.394
      11817.8      40661.3      1025.63
      11821.0      41324.3      1322.90
      11824.2      40691.7      838.686
      11827.5      41461.9      845.353
      11830.7      39964.9      1772.55
      11833.9      39940.6      770.998
      11837.1      40686.2      928.546
      11840.4      41098.4      1269.36
      11843.6      40919.9      1119.07
      11846.8      41698.4      1090.96
      11850.1      41407.4      1319.50
      11853.3      40990.7      998.138
      11856.5      40035.7      1337.82
      11859.7      40292.9      1485.49
      11863.0      39899.5      1349.45
      11866.2      41117.9      1473.75
      11869.4      40104.5          NaN
      11937.2      43147.6          NaN
      11940.5      39479.6      1775.19
      11943.7      39378.7      1240.75
      11946.9      39021.8      1351.55
      11950.1      39855.7      1698.50
      11953.4      39658.7      1475.68
      11956.6      40044.9      954.667
      11959.8      39439.1      1259.70
      11963.0      38561.2      1439.32
      11966.3      38670.9      1774.56
      11969.5      37549.4      1446.04
      11972.7      36924.6      1914.65
      11976.0      36743.7      1491.05
      11979.2      35945.5      835.694
      11982.4      37267.1      621.114
      11985.6      36439.7      1222.14
      11988.9      36323.4      1412.31
      11992.1      38211.7      573.206
      11995.3      38521.6      402.695
      11998.6      37701.1      900.316
      12001.8      38601.0      953.924
      12005.0      38094.7      765.961
      12008.2      38172.9      894.216
      12011.5      38095.5      953.640
      12014.7      37501.9      750.590
      12017.9      38074.4      1315.16
      12021.2      37811.5      2106.47
      12024.4      37149.7      1299.71
      12027.6      37456.2      1532.52
      12030.8      38122.3      1521.47
      12034.1      38435.1      899.104
      12037.3      39074.9      806.795
      12040.5      41216.1      1722.36
      12043.8      39978.8      1839.89
      12047.0      40389.2      1633.12
      12050.2      40819.9      586.244
      12053.4      40816.6      871.817
      12056.7      40871.0      1828.44
      12059.9      41261.7      629.384
      12063.1      40184.8      1343.14
      12066.4      40891.8      752.852
      12069.6      40967.6      1241.77
      12072.8      40523.6      1177.39
      12076.0      40932.3      992.865
      12079.3      40311.0      876.764
      12082.5      40752.1      1516.07
      12085.7      40805.9      1481.63
      12089.0      40297.3      1282.58
      12092.2      40140.3      971.747
      12095.4      39797.1      1688.23
      12098.6      40944.9      1561.25
      12101.9      40305.9      988.579
      12105.1      40221.3      574.321
      12108.3      39018.5      1052.48
      12111.6      39881.3      973.948
      12114.8      38245.9      2053.51
      12118.0      39252.0      2653.89
      12121.2      40364.7      1108.62
      12124.5      40666.9      646.908
      12127.7      40122.2      1367.77
      12130.9      39824.6      855.542
      12134.2      40383.8      500.419
      12137.4      41240.9      2569.90
      12140.6      42081.2      2327.18
      12143.8      41908.9      2024.35
      12147.1      41520.8      1497.67
      12150.3      41526.0      1101.31
      12153.5      42729.6      1064.20
      12156.8      42754.0      1263.86
      12160.0      41294.7      1441.85
      12163.2      41348.7      1806.49
      12166.4      41495.6      2234.62
      12169.7      42299.7      2176.61
      12172.9      42394.3      1371.90
      12176.1      42588.0      1406.88
      12179.4      41669.9      1327.77
      12182.6      40990.8      1569.01
      12185.8      40708.4      1595.21
      12189.0      41963.8      1619.86
      12192.3      41751.2      1295.90
      12195.5      41338.4      748.310
      12198.7      41726.0      799.463
      12202.0      42581.7      1006.41
      12205.2      42809.6      1329.46
      12208.4      42388.2      1183.13
      12211.6      41496.6      1265.48
      12214.9      40719.0      1452.49
      12218.1      40961.7      1414.70
      12221.3      41657.1      906.776
      12224.6      41483.7      1017.85
      12227.8      41407.4      862.408
      12231.0      41631.7      918.878
      12234.2      42457.0      1218.99
      12237.5      43082.5      1312.30
      12240.7      41890.3      846.099
      12243.9      41473.3      516.452
      12247.2      42241.1      693.232
      12250.4      42527.9      1012.33
      12253.6      42796.9      996.870
      12256.8      43186.8      1256.63
      12260.1      42405.9      1185.86
      12263.3      41686.9      950.620
      12266.5      41487.0      976.531
      12269.8      41845.8      770.003
      12273.0      42381.2      866.903
      12276.2      43166.5      1216.92
      12279.4      43590.5      1245.54
      12282.7      43285.6      1204.11
      12285.9      41286.0      1236.39
      12289.1      40279.2      1305.99
      12292.4      40881.9      1261.76
      12295.6      41522.4      1338.84
      12298.8      42091.5      1717.03
      12302.0      42745.3      2044.11
      12305.3      42763.6      1584.62
      12308.5      42383.2      1093.61
      12311.7      41723.0      1300.71
      12315.0      41336.0      1402.09
      12318.2      41394.0      1038.32
      12321.4      41207.6      881.923
      12324.6      41208.8      1097.48
      12327.9      40697.1      1123.54
      12331.1      40556.5      1189.37
      12334.3      40535.6      1317.40
      12337.6      40858.3      1185.81
      12340.8      40754.5      729.440
      12344.0      40269.5      1145.77
      12347.2      40335.3      1098.49
      12350.5      41136.1      1024.19
      12353.7      42364.1      1292.26
      12356.9      42733.8      1631.61
      12360.2      41248.8      1490.47
      12363.4      40660.0      975.699
      12366.6      40818.8      1204.77
      12369.8      40669.0      1318.39
      12373.1      40004.5      1316.98
      12376.3      40199.0      1147.70
      12379.5      40450.2      1171.49
      12382.8      40380.0      1268.15
      12386.0      40475.4      1314.60
      12389.2      40165.9      1111.26
      12392.4      39911.2      901.678
      12395.7      39746.9      923.554
      12398.9      39787.8      909.580
      12402.1      39724.8      1058.72
      12405.4      39048.2      948.539
      12408.6      38915.2      720.807
      12411.8      38934.1      746.352
      12415.0      39431.8      988.586
      12418.3      38631.1      869.727
      12421.5      38884.7      827.326
      12424.7      38661.7      1213.10
      12428.0      37917.4      1802.65
      12431.2      37460.4      1558.45
      12434.4      36413.4      1273.40
      12437.6      35690.2      988.528
      12440.9      37296.5      664.793
      12444.1      37752.8      908.445
      12447.3      38859.2      1319.39
      12450.5      38705.6      1128.93
      12453.8      39271.9      1233.19
      12457.0      39486.6      1111.25
      12460.2      38551.7      1407.96
      12463.5      38384.5      1569.07
      12466.7      38771.4      1482.36
      12469.9      39683.0      1378.44
      12473.1      39877.6      1169.30
      12476.4      39221.9      940.535
      12479.6      39260.6      1043.77
      12482.8      39638.1      921.413
      12486.1      40160.9      827.916
      12489.3      40113.3      950.908
      12492.5      40052.2      1612.39
      12495.7      39834.7      1812.15
      12499.0      39371.0      1711.00
      12502.2      38453.3      1394.58
      12505.4      38531.6      1235.70
      12508.7      38565.8      904.759
      12511.9      38719.4      1189.83
      12515.1      38572.6      1443.35
      12518.3      37920.1      1516.05
      12521.6      36439.2      1322.53
      12524.8      36092.7      989.390
      12528.0      36194.6      1165.00
      12531.3      37257.6      1511.69
      12534.5      38269.5      1107.12
      12537.7      38344.2      1028.21
      12540.9      39358.4      1019.33
      12544.2      40932.8      1280.86
      12547.4      40777.3      1522.66
      12550.6      40864.2      1359.85
      12553.9      40493.4      1395.49
      12557.1      41217.1      1604.94
      12560.3      40886.5      941.105
      12563.5      40829.0      793.433
      12566.8      41262.8      993.751
      12570.0      40456.4      829.887
      12573.2      39648.1      1285.03
      12576.5      41135.4      1268.35
      12579.7      40780.6      1280.74
      12582.9      39560.2      1151.59
      12586.1      39953.0      942.901
      12589.4      41050.0      864.580
      12592.6      40528.0      855.226
      12595.8      39486.7      1556.71
      12599.1      39346.5      981.225
      12602.3      39786.0      6633.94
      12605.5      40690.6      3550.30
      12608.7      41337.8      1813.40
      12612.0      41443.3      1209.07
      12615.2      41342.5      1028.81
      12618.4      40859.3      1226.92
      12621.7      41290.3      1597.01
      12624.9      41367.4      2017.21
      12628.1      40726.3      1584.73
      12631.3      40691.0      1432.41
      12634.6      40531.0      1449.76
      12637.8      40534.6      1441.78
      12641.0      40014.7      793.322
      12644.3      40108.3      969.000
      12647.5      40816.7      1208.44
      12650.7      40876.6      1566.01
      12653.9      40793.9      1350.05
      12657.2      41292.8      1127.64
      12660.4      42456.7      1321.08
      12663.6      41831.9      1087.44
      12666.9      41707.9      1105.71
      12670.1      42218.7      1088.15
      12673.3      42646.6      813.496
      12676.5      42448.0      708.184
      12679.8      41371.0      791.594
      12683.0      41363.1      1249.10
      12686.2      42258.4      1365.40
      12689.5      42973.5      1462.59
      12692.7      41965.5      1785.23
      12695.9      41490.3      2007.90
      12699.1      40425.2      2312.30
      12702.4      39784.5      1989.12
      12705.6      41542.4      1198.18
      12708.8      42321.6      1145.03
      12712.1      42057.2      1315.22
      12715.3      40728.5      1475.05
      12718.5      41485.9      1673.96
      12721.7      41486.9      1351.66
      12725.0      40798.8      1070.34
      12728.2      41333.9      926.690
      12731.4      41836.1      978.727
      12734.7      41284.3      1233.31
      12737.9      40943.2      796.985
      12741.1      40159.7      1133.12
      12744.3      41084.5      1877.36
      12747.6      40934.5      1717.96
      12750.8      41401.1      1117.34
      12754.0      41258.7      1054.51
      12757.3      41365.3      689.618
      12760.5      41347.1      1199.72
      12763.7      43121.1      1621.75
      12766.9      43548.2      2049.17
      12770.2      42578.9      1399.28
      12773.4      41248.1      1210.87
      12776.6      41262.3      1027.95
      12779.9      41318.9      1033.77
      12783.1      41640.0      742.403
      12786.3      40893.8      956.393
      12789.5      42104.9      1127.51
      12792.8      41327.1      1624.93
      12796.0      39830.1      1600.78
      12799.2      40301.5      1181.91
      12802.5      40129.3      1217.73
      12805.7      39758.4      1378.16
      12808.9      40445.8      1409.17
      12812.1      41447.4      1350.29
      12815.4      41676.0      1251.64
      12818.6      41908.1      1334.66
      12821.8      41393.0      1845.72
      12825.1      40837.2      1641.23
      12828.3      40545.1      1087.15
      12831.5      41004.8      1139.57
      12834.7      41834.8      1230.53
      12838.0      42010.7      1504.55
      12841.2      41196.5      1399.54
      12844.4      39985.8      1227.05
      12847.7      40748.8      1113.07
      12850.9      41051.1      1253.35
      12854.1      40657.3      1034.14
      12857.3      40406.0      1027.20
      12860.6      41741.3      1167.71
      12863.8      42046.5      1432.80
      12867.0      42170.4      1559.23
      12870.3      41807.8      966.245
      12873.5      40824.8      1216.86
      12876.7      41537.4      1378.52
      12879.9      40452.9      1414.20
      12883.2      40913.8      1568.04
      12886.4      41431.8      1221.58
      12889.6      40197.0      963.474
      12892.9      40185.8      1189.50
      12896.1      39169.4      1080.86
      12899.3      39531.7      1061.86
      12902.5      40457.6      984.085
      12905.8      39864.7      1085.58
      12909.0      40383.7      1056.64
      12912.2      41251.4      1011.49
      12915.5      40217.8      1125.34
      12918.7      39834.9      1236.79
      12921.9      39625.3      1650.74
      12925.1      41571.0      1904.90
      12928.4      42342.1      1337.05
      12931.6      41947.5      1418.36
      12934.8      41646.4      1550.20
      12938.0      41996.0      2161.38
      12941.3      41261.9      2114.10
      12944.5      40767.1      1523.25
      12947.7      41730.7      1436.81
      12951.0      41278.2      1642.96
      12954.2      42249.6      1652.44
      12957.4      41162.9      2028.93
      12960.7      41407.8      1632.51
      12963.9      42114.0      1352.69
      12967.1      41305.6      1625.40
      12970.3      40809.6      3050.65
      12973.6      39374.2      4528.33
      12976.8      39616.6      2520.77
      12980.0      39770.2      1903.65
      12983.2      40663.4      1509.72
      12986.5      42987.0      2357.78
      12989.7      41173.7      2777.23
      12992.9      40488.0      1304.48
      12996.2      40918.8      1048.47
      12999.4      41218.5      1513.02
      13002.6      40611.2      1158.05
      13005.8      40544.9      1573.59
      13009.1      40245.5      1626.63
      13012.3      40757.6      896.355
      13015.5      39943.4      1199.75
      13018.8      40078.7      1872.06
      13022.0      40751.7      1228.81
      13025.2      39501.3      1226.40
      13028.4      39028.0      1415.15
      13031.7      39940.9      1516.29
      13034.9      41248.7      1169.00
      13038.1      40791.9      1708.57
      13041.4      40716.9      2071.88
      13044.6      41196.7      2093.61
      13047.8      40754.1      1337.17
      13051.0      40322.6      1809.22
      13054.3      40030.6      1483.95
      13057.5      39457.4      1471.54
      13060.4      40762.2      1392.66
      13064.4      43285.4      2260.63
      13068.3      43443.7      1938.15
      13072.3      41978.0      1194.75
      13076.3      41583.9      1024.71
      13080.3      41881.6      1049.56
      13084.3      42311.9      1158.40
      13088.3      42461.1      1353.74
      13092.3      42694.0      1918.59
      13096.3      42160.4      1961.76
      13100.3      41535.7      2125.20
      13104.3      41868.6      2589.83
      13108.3      41484.0      2112.24
      13112.3      40694.9      1996.15
      13116.3      40592.9      2275.51
      13120.3      39980.2      1927.40
      13124.3      40137.9      1356.85
      13128.3      40387.7      1165.66
      13132.3      40899.0      1698.03
      13136.3      42057.6      1878.60
      13140.3      42356.3      1456.87
      13144.3      40548.2      1275.85
      13148.3      40514.6      2226.61
      13152.3      39739.6      1715.93
      13156.3      39755.5      2339.46
      13160.3      40395.7      2880.50
      13164.3      40353.0      1762.71
      13168.3      40945.2      1631.24
      13172.3      42167.6      2189.00
      13176.3      41131.9      1822.22
      13180.3      41276.4      2033.80
      13184.3      41796.6      1869.08
      13188.2      41938.5      1921.02
      13192.2      41481.3      2315.51
      13196.2      41151.2      2555.13
      13200.2      42267.0      2778.34
      13204.2      42464.6      2621.15
      13208.2      40862.4      1974.01
      13212.2      40318.2      1419.56
      13216.2      40804.0      1572.93
      13220.2      40677.4      1816.17
      13224.2      41539.3      2155.91
      13228.2      41710.9      2792.77
      13232.2      41615.3      2591.58
      13236.2      41036.5      1736.11
      13240.2      40465.8      1914.26
      13244.2      40042.7      1660.18
      13248.2      40033.5      1499.96
      13252.2      40453.1      1870.61
      13256.2      40017.4      2247.64
      13260.2      39044.0      2395.54
      13264.2      39543.5      2339.53
      13268.2      41208.6      2615.91
      13272.2      40408.4      2105.25
      13276.2      39326.6      1371.79
      13280.2      39521.1      2218.57
      13284.2      40264.8      2787.90
      13288.2      39920.2      2364.86
      13292.2      38648.1      2241.12
      13296.2      37013.2      2546.14
      13300.2      37752.0      2189.21
      13304.2      38415.1      2144.32
      13308.2      38332.3      2565.07
      13312.1      37495.0      2707.31
      13316.1      36882.1      2165.29
      13320.1      35876.8      1529.81
      13324.1      34936.5      1504.22
      13328.1      34083.9      1496.22
      13332.1      33570.6      1975.95
      13336.1      33919.3      1918.39
      13340.1      33779.8      969.178
      13344.1      32149.3      1459.47
      13348.1      30793.4      2012.06
      13352.1      30076.0      1750.70
      13356.1      29424.6      1741.11
      13360.1      29337.4      1276.42
      13364.1      30142.7      1225.17
      13368.1      30779.7      1794.79
      13372.1      30749.5      2206.34
      13376.1      30788.5      1872.24
      13380.1      30395.9      1557.93
      13384.1      30146.0      1686.14
      13388.1      30568.8      1412.18
      13392.1      30958.1      1486.36
      13396.1      30798.1      1987.24
      13400.1      30830.9      2391.78
      13404.1      30936.1      2191.58
      13408.1      30429.5      2168.56
      13412.1      29461.9      1832.29
      13416.1      29344.5      1434.33
      13420.1      28614.8      1112.96
      13424.1      28067.2      740.600
      13428.1      27303.3      657.133
      13432.1      27775.6      1072.05
      13436.0      28422.5      1407.92
      13440.0      28998.2      1805.61
      13444.0      29030.2      1615.42
      13448.0      28662.6      1213.87
      13452.0      28364.9      849.178
      13456.0      29410.1      1154.98
      13460.0      30693.9      1162.57
      13464.0      30346.5      1892.46
      13468.0      29187.4      2176.09
      13472.0      29497.2      2615.15
      13476.0      30319.6      2819.47
      13480.0      30975.4      2036.71
      13484.0      30732.8      1197.51
      13488.0      30318.6      751.471
      13492.0      29455.5      1402.96
      13496.0      28427.9      1834.77
      13500.0      28723.4      2384.95
      13504.0      29210.9      2282.85
      13508.0      28773.6      707.659
      13512.0      26946.9      885.636
      13516.0      27142.3      1890.93
      13520.0      27827.2      1692.19
      13524.0      27247.9      1059.47
      13528.0      27803.4      2162.46
      13532.0      27491.1      2947.08
      13536.0      26920.4      2089.30
      13540.0      27299.0      2442.54
      13544.0      28038.5      3671.82
      13548.0      30448.7      3556.93
      13552.0      29717.7      2633.67
      13556.0      28904.2      1734.02
      13559.9      27788.9      1390.05
      13563.9      28176.5      1907.27
      13567.9      27400.1      1258.38
      13571.9      26855.8      2285.57
      13575.9      27428.1      3772.62
      13579.9      31254.6      3473.30
      13583.9      29756.3      3399.10
      13587.9      27816.2      2722.12
      13591.9      28665.9      2720.89
      13595.9      28351.6      2453.68
      13599.9      27343.6      2064.40
      13603.9      27431.1      3211.77
      13607.9      26308.1      6574.90
      13611.9      28204.9      7420.55
      13615.9      35783.6      5173.18
      13619.9      32764.3      2255.81
      13623.9      28796.8      5676.53
      13627.9      25506.8      7408.35
      13631.9      24028.3      4293.56
      13635.9      22518.4      2441.68
      13639.9      24913.4      3279.28
      13643.9      31239.5      5857.72
      13647.9      34486.0      4079.47
      13651.9      30717.6      5501.86
      13655.9      25694.5      6867.86
      13659.9      25852.7      4243.42
      13663.9      25756.4      1862.66
      13667.9      24003.9      1264.36
      13671.9      24662.3      3813.75
      13675.9      26900.5      4278.33
      13679.8      27870.0      4212.75
      13683.8      28724.4      4172.36
      13687.8      28295.7      4599.30
      13691.8      26647.2      6129.52
      13695.8      24468.5      3489.86
      13699.8      24060.2      2053.12
      13703.8      26537.4      2598.74
      13707.8      28172.8      2748.84
      13711.8      30253.2      3279.42
      13715.8      28583.6      2805.79
      13719.8      26115.2      3819.42
      13723.8      22820.1      6376.41
      13727.8      22302.6      5635.02
      13731.8      22942.6      3157.74
      13735.8      23991.1      2004.35
      13739.8      24183.6      1440.45
      13743.8      23322.8      1646.12
      13747.8      24169.9      1912.13
      13751.8      24383.9      2188.40
      13755.8      24843.1      1821.53
      13759.8      24703.2      928.606
      13763.8      25019.0      916.185
      13767.8      26056.2      1284.12
      13771.8      25121.0      1792.73
      13775.8      24049.6      2101.06
      13779.8      24689.2      2117.11
      13783.8      26141.3      3009.21
      13787.8      26334.9      3824.24
      13791.8      26629.7      2960.36
      13795.8      26833.9      1671.21
      13799.8      26538.2      2905.32
      13803.7      26699.8          NaN
      13895.7      28437.3      1501.91
      13899.7      27811.6      1000.65
      13903.7      27103.0      1555.60
      13907.7      27473.0      1969.84
      13911.7      26732.0      1730.29
      13915.7      26441.7      2325.47
      13919.7      27437.7      4006.87
      13923.7      26052.7      4443.26
      13927.6      28107.2      2907.43
      13931.6      27724.0      1608.44
      13935.6      25361.4      1957.46
      13939.6      26350.6      2650.08
      13943.6      27654.7      3795.83
      13947.6      27606.9      5983.78
      13951.6      27707.5      6944.49
      13955.6      31295.8      5357.65
      13959.6      38090.9      2477.22
      13963.6      32304.8      5798.09
      13967.6      25911.8      4304.94
      13971.6      25274.0      3130.93
      13975.6      25707.1      2884.53
      13979.6      25162.0      1832.08
      13983.6      23928.8      829.884
      13987.6      24421.0      2328.76
      13991.6      26731.5      4038.16
      13995.6      25792.8      5731.63
      13999.6      24398.9      6474.02
      14003.6      26366.2      5376.51
      14007.6      28158.9      4965.44
      14011.6      26408.2      4129.84
      14015.6      23516.3      4793.90
      14019.6      23655.6      3926.57
      14023.6      23821.1      3584.76
      14027.6      24268.4      2504.45
      14031.6      25742.3      2143.94
      14035.6      27431.7      2838.57
      14039.6      27313.2      3814.72
      14043.6      27850.4      4589.46
      14047.5      26799.4      4237.38
      14051.5      25765.5      3199.95
      14055.5      24579.6      3869.81
      14059.5      25391.0      3153.09
      14063.5      27843.8      1795.26
      14067.5      28266.7      3145.96
      14071.5      26508.2      3394.25
      14075.5      24615.0      2647.68
      14079.5      24667.0      1646.69
      14083.5      25358.3      1270.31
      14087.5      24543.5      2501.03
      14091.5      23531.8      3271.81
      14095.5      23438.0      2792.64
      14099.5      25005.2      1397.54
      14103.5      24785.5      1365.73
      14107.5      22920.7      1206.23
      14111.5      21183.3      1037.15
      14115.5      21727.9      1241.70
      14119.5      23214.6      868.377
      14123.5      24142.3      747.250
      14127.5      23948.4      546.001
      14131.5      24959.2      963.495
      14135.5      25530.2      2551.14
      14139.5      23545.4      3398.66
      14143.5      23613.8      3739.29
      14147.5      25329.6      2244.54
      14151.5      24662.5      1785.52
      14155.5      22101.4      1852.14
      14159.5      22561.3      2214.13
      14163.5      23082.6      1306.58
      14167.5      22118.9      590.576
      14171.4      22536.7      1144.09
      14175.4      22317.3      1772.38
      14179.4      21578.6      1753.48
      14183.4      21358.5      1874.90
      14187.4      22809.9      2206.46
      14191.4      23044.9      1443.09
      14195.4      21905.2      1701.45
      14199.4      22216.5      2251.08
      14203.4      24051.8      1876.08
      14207.4      24127.0      923.285
      14211.4      23377.5      505.274
      14215.4      23600.5      823.174
      14219.4      24041.5      1010.57
      14223.4      24036.6      1160.89
      14227.4      24887.0      1312.29
      14231.4      24801.7      1665.65
      14235.4      24433.8      1590.99
      14239.4      23331.5      937.106
      14243.4      22885.6      431.980
      14247.4      23448.9      818.855
      14251.4      23551.6      888.500
      14255.4      22450.1      950.620
      14259.4      21814.3      1274.75
      14263.4      21908.4      1034.00
      14267.4      23309.1      691.252
      14271.4      23233.8      1018.56
      14275.4      22545.3      1393.77
      14279.4      22970.0      1469.05
      14283.4      23479.1      1154.34
      14287.4      22854.9      1020.82
      14291.4      22789.8      562.198
      14295.3      23803.8      810.876
      14299.3      23627.9      792.156
      14303.3      24557.9      951.111
      14307.3      25780.2      1270.85
      14311.3      25329.5      2274.69
      14315.3      23652.7      3521.09
      14319.3      23242.7      3404.72
      14323.3      22888.5      1557.54
      14327.3      22595.2      1252.19
      14331.3      22819.6      1247.12
      14335.3      23142.4      876.665
      14339.3      21845.4      773.895
      14343.3      21771.6      949.109
      14347.3      22541.5      780.915
      14351.3      23293.9      547.380
      14355.3      23392.6      560.881
      14359.3      23164.4      664.914
      14363.3      22775.2      1067.57
      14367.3      23254.6      1581.75
      14371.3      23276.1      1467.59
      14375.3      22249.2      1231.16
      14379.3      21938.2      825.454
      14383.3      23183.2      1035.25
      14387.3      25013.0      1528.64
      14391.3      25001.6      1480.69
      14395.3      23573.9      688.076
      14399.3      23195.0      839.357
      14403.3      23563.6      833.209
      14407.3      23562.6      815.835
