#lambda(micron) aperture1 norm_flux
0.60751953364 1. -0.012962362501
0.608318800959 1. -0.00383476707263
0.609118068279 1. -0.0145085443002
0.609917335599 1. 0.0202936193279
0.610716602919 1. 0.00810728398519
0.611515870239 1. -0.0196106648587
0.612315137559 1. 0.00744789164173
0.613114404879 1. -0.00706385584984
0.613913672199 1. -0.021446316248
0.614712939518 1. 0.00807612983733
0.615512206838 1. -0.0183874453238
0.616311474158 1. -0.0103693594108
0.617110741478 1. -0.000753952649757
0.617910008798 1. 0.0166889874738
0.618709276118 1. -0.00784052168132
0.619508543438 1. 0.00961092360323
0.620307810758 1. 0.0127546528975
0.621107078077 1. -0.00750429466741
0.621906345397 1. -0.0184763289723
0.622705612717 1. 0.00192321347568
0.623504880037 1. -0.00432758691277
0.624304147357 1. -0.00319325364658
0.625103414677 1. 0.00770387183304
0.625902681997 1. 0.00874179427847
0.626701949317 1. -0.00110884529535
0.627501216636 1. -0.0095423825128
0.628300483956 1. -0.00503343208203
0.629099751276 1. -0.00699776136879
0.629899018596 1. -0.0106437825171
0.630698285916 1. -0.017814018384
0.631497553236 1. -0.000831917280366
0.632296820556 1. -0.00029028574891
0.633096087876 1. -0.010250058545
0.633895355195 1. -0.00849886594578
0.634694622515 1. -0.00558363424664
0.635493889835 1. 0.00257244240069
0.636293157155 1. 0.0118964268695
0.637092424475 1. -0.0125704530158
0.637891691795 1. 0.0146347068081
0.638690959115 1. 0.000258244631461
0.639490226435 1. -0.0153961951458
0.640289493754 1. -0.00158840071335
0.641088761074 1. -0.0110184707545
0.641888028394 1. -0.00778982413562
0.642687295714 1. 0.00195053329207
0.643486563034 1. 0.0113775491655
0.644285830354 1. -0.00562731948886
0.645085097674 1. 0.00286753951995
0.645884364994 1. 0.014193557262
0.646683632313 1. -0.00598192063749
0.647482899633 1. 0.00751745133393
0.648282166953 1. 0.000638629243696
0.649081434273 1. -0.00619528004179
0.649880701593 1. -0.0129850435853
0.650679968913 1. -1.42675188859e-05
0.651479236233 1. -0.00159354874632
0.652278503553 1. 0.0049428191032
0.653077770872 1. 0.00206674789279
0.653877038192 1. 0.0105522917721
0.654676305512 1. 0.00282555806112
0.655475572832 1. -0.00663836198355
0.656274840152 1. -0.0167444308522
0.657074107472 1. -0.0130014460215
0.657873374792 1. 0.0175650668724
0.658672642112 1. 0.0125235154534
0.659471909432 1. 0.0250134203239
0.660271176751 1. 0.00414604325618
0.661070444071 1. -0.000450142391356
0.661869711391 1. 0.022136181488
0.662668978711 1. -0.00853451700754
0.663468246031 1. -0.00982102086168
0.664267513351 1. 0.00693643892238
0.665066780671 1. 0.011621800698
0.665866047991 1. -0.00391459138839
0.66666531531 1. 0.007371398252
0.66746458263 1. -0.00596064790933
0.66826384995 1. 0.00270317649814
0.66906311727 1. 0.0166671186507
0.66986238459 1. 0.0153344894955
0.67066165191 1. -0.00279793855964
0.67146091923 1. 0.0132173339163
0.67226018655 1. -0.0220468753326
0.673059453869 1. -0.0149181564946
0.673858721189 1. 0.0195593482914
0.674657988509 1. 0.0111912007219
0.675457255829 1. -0.00720162255728
0.676256523149 1. 0.00180098912454
0.677055790469 1. 0.0140181677942
0.677855057789 1. 0.0151636362445
0.678654325109 1. -0.0213193349284
0.679453592428 1. 0.010328372972
0.680252859748 1. 0.0206975293176
0.681052127068 1. -0.00335045304852
0.681851394388 1. 0.0229622806199
0.682650661708 1. 0.0153533680182
0.683449929028 1. -0.0019845719498
0.684249196348 1. -0.00929251065683
0.685048463668 1. 0.00662488761809
0.685847730987 1. 0.00230087792991
0.686646998307 1. 0.00155250400808
0.687446265627 1. 0.0188981447364
0.688245532947 1. -0.00225239576118
0.689044800267 1. -0.00434918061512
0.689844067587 1. 0.00899204933832
0.690643334907 1. 0.0186533036596
0.691442602227 1. 0.0275261765915
0.692241869546 1. 0.0136374039739
0.693041136866 1. -0.0137145818902
0.693840404186 1. 0.0258851010659
0.694639671506 1. 0.00416161377962
0.695438938826 1. -0.0069767244584
0.696238206146 1. 0.0114153291377
0.697037473466 1. 0.0183685274982
0.697836740786 1. -0.00620971405458
0.698636008105 1. 0.00671111831665
0.699435275425 1. 0.00983333578977
0.700234542745 1. 0.00743036907119
0.701033810065 1. 0.00970993431492
0.701833077385 1. 0.0188560774661
0.702632344705 1. 0.00991009447449
0.703431612025 1. 0.0238418350553
0.704230879345 1. 0.01143187896
0.705030146664 1. 0.0111813782566
0.705829413984 1. -0.00316722100219
0.706628681304 1. 0.0115968334914
0.707427948624 1. 0.0177964728867
0.708227215944 1. 0.0252666067296
0.709026483264 1. 0.02733083432
0.709825750584 1. 0.0137130818271
0.710625017904 1. 0.0301162974645
0.711424285223 1. 0.0183358110576
0.712223552543 1. 0.00658170348863
0.713022819863 1. -0.0051470864223
0.713822087183 1. 0.00420258056698
0.714621354503 1. 0.0143358143328
0.715420621823 1. 0.00425147017642
0.716219889143 1. -0.00577255703433
0.717019156463 1. 0.00993780961318
0.717818423782 1. 0.000251461922799
0.718617691102 1. 0.014019120891
0.719416958422 1. 0.0171815223675
0.720216225742 1. -0.00471151462152
0.721015493062 1. 0.00376793566105
0.721814760382 1. 0.0122517387467
0.722614027702 1. 0.020534336869
0.723413295022 1. 0.0209943551121
0.724212562341 1. 0.0154561452637
0.725011829661 1. 0.0218927651435
0.725811096981 1. 0.0195309453509
0.726610364301 1. 0.0314012750536
0.727409631621 1. 0.0332935718368
0.728208898941 1. 0.036512549927
0.729008166261 1. 0.00143930951246
0.729807433581 1. 0.0233431852758
0.7306067009 1. 0.0201370166759
0.73140596822 1. 0.00460522303612
0.73220523554 1. -0.0154529944763
0.73300450286 1. -0.00854758851764
0.73380377018 1. 0.00861472452718
0.7346030375 1. 0.021326972804
0.73540230482 1. 0.0171789250967
0.73620157214 1. 0.0144072802187
0.737000839459 1. 0.0140421327752
0.737800106779 1. 0.02476112151
0.738599374099 1. 0.0193450750932
0.739398641419 1. -0.00531633480228
0.740197908739 1. -0.017951647531
0.740997176059 1. 0.0239822350612
0.741796443379 1. 0.0241208271308
0.742595710699 1. 0.000644425120488
0.743394978018 1. 0.00624000681251
0.744194245338 1. 0.00694563581548
0.744993512658 1. 0.00271331338708
0.745792779978 1. 0.00385126449092
0.746592047298 1. 0.02210854168
0.747391314618 1. 0.00358637890348
0.748190581938 1. -0.00552758494762
0.748989849258 1. -0.0267640987094
0.749789116577 1. -0.00239871708582
0.750588383897 1. -0.00354947342219
0.751387651217 1. 0.00297464107389
0.752186918537 1. 0.00769255913049
0.752986185857 1. -0.0042702962952
0.753785453177 1. -0.0277798313575
0.754584720497 1. -0.0056956509635
0.755383987817 1. -0.0021542703487
0.756183255137 1. -0.0175425266237
0.756982522456 1. -0.013802872719
0.757781789776 1. 0.00147319980152
0.758581057096 1. -0.000513266878575
0.759380324416 1. 0.00814088474243
0.760179591736 1. 0.000658325268038
0.760978859056 1. -0.00758921526724
0.761778126376 1. -0.0102637949302
0.762577393696 1. -0.00304412085006
0.763376661015 1. -0.000886919810494
0.764175928335 1. 0.0126751790332
0.764975195655 1. 0.0104796729994
0.765774462975 1. 0.00171660238995
0.766573730295 1. 0.00141439667497
0.767372997615 1. 0.00323628907984
0.768172264935 1. -0.0252490546819
0.768971532255 1. -0.0184133656273
0.769770799574 1. -0.0127504278291
0.770570066894 1. 0.00824778224849
0.771369334214 1. 0.032787447944
0.772168601534 1. 0.00734489822989
0.772967868854 1. 0.00664537428702
0.773767136174 1. 0.0349046657529
0.774566403494 1. 0.0130525169453
0.775365670814 1. -0.00597480352613
0.776164938133 1. -0.000906869666465
0.776964205453 1. -0.0111791216116
0.777763472773 1. 0.00221699492828
0.778562740093 1. -0.016058423853
0.779362007413 1. -0.0029099896666
0.780161274733 1. 0.016421642176
0.780960542053 1. 0.0168069520389
0.781759809373 1. -3.45312548617e-07
0.782559076692 1. 0.0212020123117
0.783358344012 1. 0.00200173358815
0.784157611332 1. -0.0134680573365
0.784956878652 1. -0.0111598598849
0.785756145972 1. 0.0226333148282
0.786555413292 1. 0.00930258204084
0.787354680612 1. 0.0201502126454
0.788153947932 1. 0.0256507440542
0.788953215251 1. 0.00936564364332
0.789752482571 1. 0.02083270858
0.790551749891 1. 0.00819797556993
0.791351017211 1. 0.0190272058378
0.792150284531 1. 0.019261543198
0.792949551851 1. 0.0342522038317
0.793748819171 1. 0.0332282961675
0.794548086491 1. 0.0171123164019
0.79534735381 1. -0.00218108839727
0.79614662113 1. 0.00961800468688
0.79694588845 1. 0.0203555935484
0.79774515577 1. 0.0170607116129
0.79854442309 1. 0.0295822979459
0.79934369041 1. 0.00486840877046
0.80014295773 1. -0.00198765788737
0.80094222505 1. -0.00613638455328
0.801741492369 1. 0.00902784123569
0.802540759689 1. 0.0383515355176
0.803340027009 1. 0.0188299868499
0.804139294329 1. 0.00630395928213
0.804938561649 1. 0.0263127631456
0.805737828969 1. 0.00652732129025
0.806537096289 1. 0.036457296513
0.807336363609 1. 0.0476246108597
0.808135630928 1. 0.0354348954623
0.808934898248 1. 0.037359496005
0.809734165568 1. 0.0558761694678
0.810533432888 1. 0.0308726534903
0.811332700208 1. 0.0162742265914
0.812131967528 1. 0.0318415140811
0.812931234848 1. 0.0217939476714
0.813730502168 1. 0.033355899784
0.814529769487 1. 0.0155057521522
0.815329036807 1. 0.0128508403465
0.816128304127 1. 0.0277518083457
0.816927571447 1. 0.0387785621994
0.817726838767 1. 0.0239267130769
0.818526106087 1. 0.0539371250866
0.819325373407 1. 0.0722588231056
0.820124640727 1. 0.0591312080257
0.820923908046 1. 0.0426744683046
0.821723175366 1. 0.0534115134752
0.822522442686 1. 0.0524524884507
0.823321710006 1. 0.0469872805789
0.824120977326 1. 0.0331690141998
0.824920244646 1. 0.0700870396845
0.825719511966 1. 0.048946172956
0.826518779286 1. 0.0548524255659
0.827318046605 1. 0.0390411387378
0.828117313925 1. 0.0212671307691
0.828916581245 1. 0.0592508527924
0.829715848565 1. 0.0908492223745
0.830515115885 1. 0.0509014953139
0.831314383205 1. 0.049718148634
0.832113650525 1. 0.0440769289976
0.832912917845 1. 0.0718328445027
0.833712185164 1. 0.0770899431908
0.834511452484 1. 0.0677158919889
0.835310719804 1. 0.090058610542
0.836109987124 1. 0.0785978668317
0.836909254444 1. 0.0611362486305
0.837708521764 1. 0.0473719583192
0.838507789084 1. 0.0622843536546
0.839307056404 1. 0.0627093169309
0.840106323723 1. 0.0847105910019
0.840905591043 1. 0.0718472555888
0.841704858363 1. 0.0851885150195
0.842504125683 1. 0.0933306803834
0.843303393003 1. 0.0730421311376
0.844102660323 1. 0.0485958853074
0.844901927643 1. 0.0550691158962
0.845701194963 1. 0.0813236582542
0.846500462283 1. 0.0820012413185
0.847299729602 1. 0.0788321124851
0.848098996922 1. 0.0811829536503
0.848898264242 1. 0.0646018200547
0.849697531562 1. 0.0651283487352
0.850496798882 1. 0.0714823930918
0.851296066202 1. 0.0578230089365
0.852095333522 1. 0.0673329828819
0.852894600842 1. 0.102024430066
0.853693868161 1. 0.0989113734584
0.854493135481 1. 0.0790040301912
0.855292402801 1. 0.074226067362
0.856091670121 1. 0.0814674415901
0.856890937441 1. 0.0793489136825
0.857690204761 1. 0.0861571692697
0.858489472081 1. 0.0807264497471
0.859288739401 1. 0.0860559641426
0.86008800672 1. 0.0869840053321
0.86088727404 1. 0.07347367766
0.86168654136 1. 0.0818913567874
0.86248580868 1. 0.0973232390226
0.863285076 1. 0.109009745497
0.86408434332 1. 0.0866743634967
0.86488361064 1. 0.0907761843702
0.86568287796 1. 0.0781722812585
0.866482145279 1. 0.0891581469308
0.867281412599 1. 0.072579240503
0.868080679919 1. 0.0537784721301
0.868879947239 1. 0.0952388064345
0.869679214559 1. 0.102779014183
0.870478481879 1. 0.0947432288366
0.871277749199 1. 0.087504409301
0.872077016519 1. 0.0652431461366
0.872876283838 1. 0.0973582186588
0.873675551158 1. 0.106540733426
0.874474818478 1. 0.102232506497
0.875274085798 1. 0.116688070405
0.876073353118 1. 0.106315985988
0.876872620438 1. 0.0419580080604
0.877671887758 1. 0.0796380852252
0.878471155078 1. 0.116799461549
0.879270422397 1. 0.0805361251537
0.880069689717 1. 0.090619791334
0.880868957037 1. 0.095398016183
0.881668224357 1. 0.110635086737
0.882467491677 1. 0.107432419376
0.883266758997 1. 0.0990082552596
0.884066026317 1. 0.118534425301
0.884865293637 1. 0.120156163769
0.885664560956 1. 0.0984042342391
0.886463828276 1. 0.128411750931
0.887263095596 1. 0.142026624481
0.888062362916 1. 0.144343599595
0.888861630236 1. 0.120546212914
0.889660897556 1. 0.132553791835
0.890460164876 1. 0.167895735792
0.891259432196 1. 0.167132636033
0.892058699515 1. 0.144555115035
0.892857966835 1. 0.0408166827973
0.893657234155 1. 0.0809671803891
0.894456501475 1. 0.15164943068
0.895255768795 1. 0.119971701867
0.896055036115 1. 0.10024587278
0.896854303435 1. 0.0992399789729
0.897653570755 1. 0.0936348198041
0.898452838074 1. 0.0873901686916
0.899252105394 1. 0.0861970617761
0.900051372714 1. 0.114066333574
0.900850640034 1. 0.113569806155
0.901649907354 1. 0.131531128765
0.902449174674 1. 0.145504740101
0.903248441994 1. 0.14144169815
0.904047709314 1. 0.139131044263
0.904846976633 1. 0.13619478548
0.905646243953 1. 0.145320474714
0.906445511273 1. 0.160802337216
0.907244778593 1. 0.142246655564
0.908044045913 1. 0.129409030838
0.908843313233 1. 0.151096798282
0.909642580553 1. 0.148448695715
0.910441847873 1. 0.133318136188
0.911241115192 1. 0.118009829016
0.912040382512 1. 0.102516699665
0.912839649832 1. 0.158864733944
0.913638917152 1. 0.124776292453
0.914438184472 1. 0.158901154688
0.915237451792 1. 0.141611355936
0.916036719112 1. 0.132047536933
0.916835986432 1. 0.103955515598
0.917635253751 1. 0.127775010194
0.918434521071 1. 0.150130993497
0.919233788391 1. 0.154277226717
0.920033055711 1. 0.172573115791
0.920832323031 1. 0.160118694945
0.921631590351 1. 0.154679525286
0.922430857671 1. 0.153013734748
0.923230124991 1. 0.148802880907
0.92402939231 1. 0.154521036092
0.92482865963 1. 0.147268788044
0.92562792695 1. 0.126809696696
0.92642719427 1. 0.110481968947
0.92722646159 1. 0.0955610579702
0.92802572891 1. 0.0804210329801
0.92882499623 1. 0.0650513149297
0.92962426355 1. 0.0377406364787
0.930423530869 1. 0.0560007926097
0.931222798189 1. 0.108155790391
0.932022065509 1. 0.0898882649544
0.932821332829 1. 0.113648608593
0.933620600149 1. 0.086728372317
0.934419867469 1. 0.0940248034442
0.935219134789 1. 0.0791439159834
0.936018402109 1. 0.0131401134218
0.936817669429 1. 0.0368441686687
0.937616936748 1. 0.0863011491204
0.938416204068 1. 0.159172083106
0.939215471388 1. 0.190043806426
0.940014738708 1. 0.128661029967
0.940814006028 1. 0.121567009094
0.941613273348 1. 0.105820080866
0.942412540668 1. 0.129071942434
0.943211807988 1. 0.142084661855
0.944011075307 1. 0.116128297969
0.944810342627 1. 0.109194960705
0.945609609947 1. 0.132971647826
0.946408877267 1. 0.153928773207
0.947208144587 1. 0.141173062405
0.948007411907 1. 0.0485945752087
0.948806679227 1. 0.0748380799848
0.949605946547 1. 0.0939062722614
0.950405213866 1. 0.0705336523424
0.951204481186 1. 0.13554048942
0.952003748506 1. 0.143139880879
0.952803015826 1. 0.110913908499
0.953602283146 1. 0.102602642142
0.954401550466 1. 0.103531174618
0.955200817786 1. 0.117815541374
0.956000085106 1. 0.121665299251
0.956799352425 1. 0.159926405204
0.957598619745 1. 0.155833918784
0.958397887065 1. 0.111849187984
0.959197154385 1. 0.119797819013
0.959996421705 1. 0.143378810136
0.960795689025 1. 0.157430568861
0.961594956345 1. 0.150482722254
0.962394223665 1. 0.140383105622
0.963193490984 1. 0.130195614117
0.963992758304 1. 0.129249362555
0.964792025624 1. 0.173444331448
0.965591292944 1. 0.167117504393
0.966390560264 1. 0.131852495984
0.967189827584 1. 0.141441861912
0.967989094904 1. 0.121733784662
0.968788362224 1. 0.188431664431
0.969587629543 1. 0.261131073741
0.970386896863 1. 0.22997551753
0.971186164183 1. 0.181866563169
0.971985431503 1. 0.211718800408
0.972784698823 1. 0.211387902221
0.973583966143 1. 0.181884740789
0.974383233463 1. 0.210107509977
0.975182500783 1. 0.185684616657
0.975981768102 1. 0.141725301773
0.976781035422 1. 0.158768408934
0.977580302742 1. 0.189033327274
0.978379570062 1. 0.233077143526
0.979178837382 1. 0.239870431235
0.979978104702 1. 0.170747263941
0.980777372022 1. 0.220227203873
0.981576639342 1. 0.224526194605
0.982375906661 1. 0.192580288582
0.983175173981 1. 0.174502727462
0.983974441301 1. 0.183380185739
0.984773708621 1. 0.235515957821
0.985572975941 1. 0.218416909444
0.986372243261 1. 0.157208408869
0.987171510581 1. 0.189691520877
0.987970777901 1. 0.212522185703
0.98877004522 1. 0.152567154842
0.98956931254 1. 0.209320042382
0.99036857986 1. 0.21277346264
0.99116784718 1. 0.217511729478
0.989396785763 1. 0.17384262963
0.990090537427 1. 0.19430437037
0.990784289091 1. 0.190839851852
0.991478040755 1. 0.163334444444
0.99217179242 1. 0.172155777778
0.992865544084 1. 0.217808111111
0.993559295748 1. 0.239279296296
0.994253047412 1. 0.201182037037
0.994946799076 1. 0.197276703704
0.99564055074 1. 0.196653666667
0.996334302404 1. 0.211395703704
0.997028054068 1. 0.260524259259
0.997721805733 1. 0.287496481481
0.998415557397 1. 0.281921185185
0.999109309061 1. 0.239517444444
0.999803060725 1. 0.207735925926
1.00049681239 1. 0.228389
1.00119056405 1. 0.236329481481
1.00188431572 1. 0.248783518519
1.00257806738 1. 0.211494703704
1.00327181905 1. 0.197404481481
1.00396557071 1. 0.215307333333
1.00465932237 1. 0.23969437037
1.00535307404 1. 0.241914666667
1.0060468257 1. 0.237917518519
1.00674057737 1. 0.250470185185
1.00743432903 1. 0.231821592593
1.00812808069 1. 0.19480037037
1.00882183236 1. 0.201020814815
1.00951558402 1. 0.237758518519
1.01020933569 1. 0.264876222222
1.01090308735 1. 0.261210444444
1.01159683901 1. 0.269741925926
1.01229059068 1. 0.30459937037
1.01298434234 1. 0.308234740741
1.01367809401 1. 0.340346814815
1.01437184567 1. 0.332024592593
1.01506559734 1. 0.338748074074
1.015759349 1. 0.346885555556
1.01645310066 1. 0.396057037037
1.01714685233 1. 0.394262592593
1.01784060399 1. 0.367240888889
1.01853435566 1. 0.306033592593
1.01922810732 1. 0.304791555556
1.01992185898 1. 0.315290925926
1.02061561065 1. 0.347400814815
1.02130936231 1. 0.355972222222
1.02200311398 1. 0.308044851852
1.02269686564 1. 0.296123148148
1.02339061731 1. 0.300040666667
1.02408436897 1. 0.317097111111
1.02477812063 1. 0.295691
1.0254718723 1. 0.253532
1.02616562396 1. 0.264458814815
1.02685937563 1. 0.308194333333
1.02755312729 1. 0.351053518519
1.02824687895 1. 0.387774814815
1.02894063062 1. 0.362049
1.02963438228 1. 0.360891037037
1.03032813395 1. 0.330297259259
1.03102188561 1. 0.35725762963
1.03171563727 1. 0.37417
1.03240938894 1. 0.358880148148
1.0331031406 1. 0.334716925926
1.03379689227 1. 0.291502111111
1.03449064393 1. 0.303715703704
1.0351843956 1. 0.304776148148
1.03587814726 1. 0.318057
1.03657189892 1. 0.311937
1.03726565059 1. 0.324805777778
1.03795940225 1. 0.356364185185
1.03865315392 1. 0.386925555556
1.03934690558 1. 0.379421851852
1.04004065724 1. 0.374945185185
1.04073440891 1. 0.366060851852
1.04142816057 1. 0.367987444444
1.04212191224 1. 0.355703555556
1.0428156639 1. 0.335751666667
1.04350941556 1. 0.301172518519
1.04420316723 1. 0.305658333333
1.04489691889 1. 0.297857296296
1.04559067056 1. 0.324146407407
1.04628442222 1. 0.293708148148
1.04697817389 1. 0.293235407407
1.04767192555 1. 0.289570703704
1.04836567721 1. 0.341718814815
1.04905942888 1. 0.378017037037
1.04975318054 1. 0.408605185185
1.05044693221 1. 0.349970740741
1.05114068387 1. 0.312951740741
1.05183443553 1. 0.316497111111
1.0525281872 1. 0.356440333333
1.05322193886 1. 0.388112962963
1.05391569053 1. 0.357772518519
1.05460944219 1. 0.355277740741
1.05530319385 1. 0.369891481481
1.05599694552 1. 0.405667407407
1.05669069718 1. 0.382873703704
1.05738444885 1. 0.332051037037
1.05807820051 1. 0.284942074074
1.05877195218 1. 0.304555222222
1.05946570384 1. 0.318414407407
1.0601594555 1. 0.351445444444
1.06085320717 1. 0.368472814815
1.06154695883 1. 0.387931111111
1.0622407105 1. 0.389135925926
1.06293446216 1. 0.381788148148
1.06362821382 1. 0.373126296296
1.06432196549 1. 0.358540740741
1.06501571715 1. 0.324406296296
1.06570946882 1. 0.319152962963
1.06640322048 1. 0.316265074074
1.06709697214 1. 0.339701518519
1.06779072381 1. 0.34791837037
1.06848447547 1. 0.326693481481
1.06917822714 1. 0.341902814815
1.0698719788 1. 0.33946
1.07056573047 1. 0.361296296296
1.07125948213 1. 0.362114481481
1.07195323379 1. 0.347214074074
1.07264698546 1. 0.382502222222
1.07334073712 1. 0.380168148148
1.07403448879 1. 0.368058962963
1.07472824045 1. 0.333494962963
1.07542199211 1. 0.306186777778
1.07611574378 1. 0.326138518519
1.07680949544 1. 0.350836037037
1.07750324711 1. 0.359080481481
1.07819699877 1. 0.326500703704
1.07889075043 1. 0.281440333333
1.0795845021 1. 0.293781333333
1.08027825376 1. 0.315751333333
1.08097200543 1. 0.359516074074
1.08166575709 1. 0.350868888889
1.08235950876 1. 0.346260814815
1.08305326042 1. 0.32498837037
1.08374701208 1. 0.376044074074
1.08444076375 1. 0.414532962963
1.08513451541 1. 0.42135
1.08582826708 1. 0.416143703704
1.08652201874 1. 0.416328148148
1.0872157704 1. 0.437791481481
1.08790952207 1. 0.414052592593
1.08860327373 1. 0.396236296296
1.0892970254 1. 0.37289
1.08999077706 1. 0.371091851852
1.09068452872 1. 0.359368481481
1.09137828039 1. 0.386304074074
1.09207203205 1. 0.375050740741
1.09276578372 1. 0.403453703704
1.09345953538 1. 0.370067555556
1.09415328705 1. 0.351318111111
1.09484703871 1. 0.319107666667
1.09554079037 1. 0.305389222222
1.09623454204 1. 0.329250333333
1.0969282937 1. 0.378324814815
1.09762204537 1. 0.400681851852
1.09831579703 1. 0.363234333333
1.09900954869 1. 0.315633
1.09970330036 1. 0.313128703704
1.10039705202 1. 0.329728740741
1.10109080369 1. 0.332665444444
1.10178455535 1. 0.345422666667
1.10247830702 1. 0.346284185185
1.10317205868 1. 0.325819296296
1.10386581034 1. 0.289960518519
1.10455956201 1. 0.295207851852
1.10525331367 1. 0.340839037037
1.10594706534 1. 0.409778888889
1.106640817 1. 0.417563333333
1.10733456866 1. 0.375784444444
1.10802832033 1. 0.293982185185
1.10872207199 1. 0.266221666667
1.10941582366 1. 0.280206962963
1.11010957532 1. 0.300944037037
1.11080332698 1. 0.335515222222
1.11149707865 1. 0.336847444444
1.11219083031 1. 0.324488
1.11288458198 1. 0.299752555556
1.11357833364 1. 0.303226074074
1.11427208531 1. 0.334830407407
1.11496583697 1. 0.344775296296
1.11565958863 1. 0.324275814815
