#Spectrum of PZTelB from Maire et al. 2016
#Distance assumed: 51.49 +/-2.47 pc (Hipparcos).
#Flux-calibrared using the H-band mag reported in Bejar et al. 2008
#Resolving power: 50
#Wavelength [microns] Flux at 10 pc [W.m-2.microns-1]	Flux error [W.m-2.microns-1]
      1.27780  8.31917e-13  8.74843e-14
      1.27790  8.31932e-13  8.74914e-14
      1.27800  8.31946e-13  8.74986e-14
      1.27810  8.31960e-13  8.75057e-14
      1.27820  8.31974e-13  8.75128e-14
      1.27830  8.31988e-13  8.75199e-14
      1.27840  8.32002e-13  8.75271e-14
      1.27850  8.32017e-13  8.75342e-14
      1.27860  8.32031e-13  8.75414e-14
      1.27870  8.32045e-13  8.75485e-14
      1.27880  8.32059e-13  8.75556e-14
      1.27890  8.32073e-13  8.75628e-14
      1.27900  8.32087e-13  8.75699e-14
      1.27910  8.32102e-13  8.75772e-14
      1.27920  8.32116e-13  8.75842e-14
      1.27930  8.32186e-13  8.75927e-14
      1.27940  8.32346e-13  8.76034e-14
      1.27950  8.32505e-13  8.76141e-14
      1.27960  8.32665e-13  8.76248e-14
      1.27970  8.32825e-13  8.76354e-14
      1.27980  8.32985e-13  8.76461e-14
      1.27990  8.33144e-13  8.76568e-14
      1.28000  8.33304e-13  8.76674e-14
      1.28010  8.33464e-13  8.76782e-14
      1.28020  8.33624e-13  8.76889e-14
      1.28030  8.33784e-13  8.76995e-14
      1.28040  8.33943e-13  8.77102e-14
      1.28050  8.34103e-13  8.77209e-14
      1.28060  8.34263e-13  8.77316e-14
      1.28070  8.34423e-13  8.77423e-14
      1.28080  8.34583e-13  8.77530e-14
      1.28090  8.34742e-13  8.77638e-14
      1.28100  8.34902e-13  8.77745e-14
      1.28110  8.35062e-13  8.77851e-14
      1.28120  8.35222e-13  8.77958e-14
      1.28130  8.35381e-13  8.78066e-14
      1.28140  8.35541e-13  8.78174e-14
      1.28150  8.35701e-13  8.78280e-14
      1.28160  8.35861e-13  8.78388e-14
      1.28170  8.36021e-13  8.78495e-14
      1.28180  8.36181e-13  8.78602e-14
      1.28190  8.36340e-13  8.78709e-14
      1.28200  8.36500e-13  8.78817e-14
      1.28210  8.36660e-13  8.78925e-14
      1.28220  8.36820e-13  8.79032e-14
      1.28230  8.36979e-13  8.79139e-14
      1.28240  8.37139e-13  8.79247e-14
      1.28250  8.37299e-13  8.79354e-14
      1.28260  8.37459e-13  8.79462e-14
      1.28270  8.37618e-13  8.79570e-14
      1.28280  8.37778e-13  8.79678e-14
      1.28290  8.37938e-13  8.79785e-14
      1.28300  8.38098e-13  8.79893e-14
      1.28310  8.38258e-13  8.80001e-14
      1.28320  8.38418e-13  8.80108e-14
      1.28330  8.38577e-13  8.80216e-14
      1.28340  8.38737e-13  8.80324e-14
      1.28350  8.38897e-13  8.80432e-14
      1.28360  8.39057e-13  8.80540e-14
      1.28370  8.39217e-13  8.80647e-14
      1.28380  8.39376e-13  8.80756e-14
      1.28390  8.39536e-13  8.80864e-14
      1.28400  8.39696e-13  8.80971e-14
      1.28410  8.39856e-13  8.81079e-14
      1.28420  8.40015e-13  8.81187e-14
      1.28430  8.40175e-13  8.81296e-14
      1.28440  8.40335e-13  8.81404e-14
      1.28450  8.40495e-13  8.81512e-14
      1.28460  8.40655e-13  8.81620e-14
      1.28470  8.40814e-13  8.81729e-14
      1.28480  8.40974e-13  8.81836e-14
      1.28490  8.41134e-13  8.81945e-14
      1.28500  8.41294e-13  8.82053e-14
      1.28510  8.41453e-13  8.82161e-14
      1.28520  8.41613e-13  8.82269e-14
      1.28530  8.41773e-13  8.82378e-14
      1.28540  8.41933e-13  8.82487e-14
      1.28550  8.42093e-13  8.82594e-14
      1.28560  8.42252e-13  8.82703e-14
      1.28570  8.42412e-13  8.82812e-14
      1.28580  8.42572e-13  8.82919e-14
      1.28590  8.42732e-13  8.83029e-14
      1.28600  8.42892e-13  8.83137e-14
      1.28610  8.43051e-13  8.83246e-14
      1.28620  8.43211e-13  8.83354e-14
      1.28630  8.43371e-13  8.83463e-14
      1.28640  8.43531e-13  8.83572e-14
      1.28650  8.43691e-13  8.83681e-14
      1.28660  8.43850e-13  8.83789e-14
      1.28670  8.44010e-13  8.83898e-14
      1.28680  8.44170e-13  8.84007e-14
      1.28690  8.44330e-13  8.84115e-14
      1.28700  8.44489e-13  8.84224e-14
      1.28710  8.44649e-13  8.84333e-14
      1.28720  8.44809e-13  8.84442e-14
      1.28730  8.44969e-13  8.84550e-14
      1.28740  8.45129e-13  8.84660e-14
      1.28750  8.45288e-13  8.84769e-14
      1.28760  8.45448e-13  8.84877e-14
      1.28770  8.45608e-13  8.84987e-14
      1.28780  8.45768e-13  8.85096e-14
      1.28790  8.45928e-13  8.85205e-14
      1.28800  8.46087e-13  8.85314e-14
      1.28810  8.46247e-13  8.85423e-14
      1.28820  8.46407e-13  8.85532e-14
      1.28830  8.46490e-13  8.85573e-14
      1.28840  8.46418e-13  8.85477e-14
      1.28850  8.46346e-13  8.85381e-14
      1.28860  8.46275e-13  8.85284e-14
      1.28870  8.46203e-13  8.85187e-14
      1.28880  8.46131e-13  8.85091e-14
      1.28890  8.46060e-13  8.84995e-14
      1.28900  8.45988e-13  8.84899e-14
      1.28910  8.45917e-13  8.84802e-14
      1.28920  8.45845e-13  8.84706e-14
      1.28930  8.45773e-13  8.84609e-14
      1.28940  8.45702e-13  8.84513e-14
      1.28950  8.45630e-13  8.84416e-14
      1.28960  8.45559e-13  8.84321e-14
      1.28970  8.45487e-13  8.84224e-14
      1.28980  8.45415e-13  8.84128e-14
      1.28990  8.45344e-13  8.84031e-14
      1.29000  8.45272e-13  8.83935e-14
      1.29010  8.45200e-13  8.83838e-14
      1.29020  8.45129e-13  8.83742e-14
      1.29030  8.45057e-13  8.83646e-14
      1.29040  8.44985e-13  8.83549e-14
      1.29050  8.44914e-13  8.83453e-14
      1.29060  8.44842e-13  8.83357e-14
      1.29070  8.44770e-13  8.83260e-14
      1.29080  8.44699e-13  8.83164e-14
      1.29090  8.44627e-13  8.83068e-14
      1.29100  8.44556e-13  8.82972e-14
      1.29110  8.44484e-13  8.82876e-14
      1.29120  8.44412e-13  8.82779e-14
      1.29130  8.44341e-13  8.82682e-14
      1.29140  8.44269e-13  8.82586e-14
      1.29150  8.44197e-13  8.82490e-14
      1.29160  8.44126e-13  8.82394e-14
      1.29170  8.44054e-13  8.82298e-14
      1.29180  8.43983e-13  8.82201e-14
      1.29190  8.43911e-13  8.82105e-14
      1.29200  8.43839e-13  8.82009e-14
      1.29210  8.43768e-13  8.81912e-14
      1.29220  8.43696e-13  8.81816e-14
      1.29230  8.43624e-13  8.81720e-14
      1.29240  8.43553e-13  8.81624e-14
      1.29250  8.43481e-13  8.81528e-14
      1.29260  8.43410e-13  8.81431e-14
      1.29270  8.43338e-13  8.81335e-14
      1.29280  8.43266e-13  8.81239e-14
      1.29290  8.43195e-13  8.81143e-14
      1.29300  8.43123e-13  8.81047e-14
      1.29310  8.43051e-13  8.80950e-14
      1.29320  8.42980e-13  8.80854e-14
      1.29330  8.42908e-13  8.80757e-14
      1.29340  8.42836e-13  8.80662e-14
      1.29350  8.42765e-13  8.80565e-14
      1.29360  8.42693e-13  8.80469e-14
      1.29370  8.42622e-13  8.80373e-14
      1.29380  8.42550e-13  8.80277e-14
      1.29390  8.42478e-13  8.80180e-14
      1.29400  8.42407e-13  8.80084e-14
      1.29410  8.42335e-13  8.79988e-14
      1.29420  8.42263e-13  8.79892e-14
      1.29430  8.42192e-13  8.79796e-14
      1.29440  8.42120e-13  8.79700e-14
      1.29450  8.42049e-13  8.79603e-14
      1.29460  8.41977e-13  8.79507e-14
      1.29470  8.41905e-13  8.79411e-14
      1.29480  8.41834e-13  8.79315e-14
      1.29490  8.41762e-13  8.79219e-14
      1.29500  8.41690e-13  8.79123e-14
      1.29510  8.41619e-13  8.79027e-14
      1.29520  8.41547e-13  8.78930e-14
      1.29530  8.41476e-13  8.78834e-14
      1.29540  8.41404e-13  8.78738e-14
      1.29550  8.41332e-13  8.78642e-14
      1.29560  8.41261e-13  8.78546e-14
      1.29570  8.41189e-13  8.78450e-14
      1.29580  8.41117e-13  8.78353e-14
      1.29590  8.41046e-13  8.78257e-14
      1.29600  8.40974e-13  8.78161e-14
      1.29610  8.40903e-13  8.78065e-14
      1.29620  8.40831e-13  8.77969e-14
      1.29630  8.40759e-13  8.77873e-14
      1.29640  8.40688e-13  8.77777e-14
      1.29650  8.40616e-13  8.77680e-14
      1.29660  8.40544e-13  8.77585e-14
      1.29670  8.40473e-13  8.77489e-14
      1.29680  8.40401e-13  8.77393e-14
      1.29690  8.40329e-13  8.77297e-14
      1.29700  8.40258e-13  8.77201e-14
      1.29710  8.40186e-13  8.77104e-14
      1.29720  8.40115e-13  8.77008e-14
      1.29730  8.40055e-13  8.76916e-14
      1.29740  8.40024e-13  8.76835e-14
      1.29750  8.39993e-13  8.76755e-14
      1.29760  8.39962e-13  8.76673e-14
      1.29770  8.39932e-13  8.76593e-14
      1.29780  8.39901e-13  8.76512e-14
      1.29790  8.39870e-13  8.76430e-14
      1.29800  8.39840e-13  8.76350e-14
      1.29810  8.39809e-13  8.76269e-14
      1.29820  8.39778e-13  8.76189e-14
      1.29830  8.39747e-13  8.76108e-14
      1.29840  8.39717e-13  8.76026e-14
      1.29850  8.39686e-13  8.75946e-14
      1.29860  8.39655e-13  8.75865e-14
      1.29870  8.39624e-13  8.75785e-14
      1.29880  8.39594e-13  8.75704e-14
      1.29890  8.39563e-13  8.75624e-14
      1.29900  8.39532e-13  8.75542e-14
      1.29910  8.39502e-13  8.75462e-14
      1.29920  8.39471e-13  8.75381e-14
      1.29930  8.39440e-13  8.75301e-14
      1.29940  8.39409e-13  8.75221e-14
      1.29950  8.39379e-13  8.75139e-14
      1.29960  8.39348e-13  8.75059e-14
      1.29970  8.39317e-13  8.74978e-14
      1.29980  8.39286e-13  8.74898e-14
      1.29990  8.39256e-13  8.74818e-14
      1.30000  8.39225e-13  8.74737e-14
      1.30010  8.39194e-13  8.74656e-14
      1.30020  8.39163e-13  8.74576e-14
      1.30030  8.39133e-13  8.74496e-14
      1.30040  8.39102e-13  8.74416e-14
      1.30050  8.39071e-13  8.74336e-14
      1.30060  8.39041e-13  8.74256e-14
      1.30070  8.39010e-13  8.74174e-14
      1.30080  8.38979e-13  8.74095e-14
      1.30090  8.38948e-13  8.74014e-14
      1.30100  8.38918e-13  8.73934e-14
      1.30110  8.38887e-13  8.73854e-14
      1.30120  8.38856e-13  8.73774e-14
      1.30130  8.38825e-13  8.73693e-14
      1.30140  8.38795e-13  8.73614e-14
      1.30150  8.38764e-13  8.73534e-14
      1.30160  8.38733e-13  8.73453e-14
      1.30170  8.38703e-13  8.73374e-14
      1.30180  8.38672e-13  8.73293e-14
      1.30190  8.38641e-13  8.73213e-14
      1.30200  8.38610e-13  8.73133e-14
      1.30210  8.38580e-13  8.73054e-14
      1.30220  8.38549e-13  8.72974e-14
      1.30230  8.38518e-13  8.72894e-14
      1.30240  8.38487e-13  8.72813e-14
      1.30250  8.38457e-13  8.72733e-14
      1.30260  8.38426e-13  8.72654e-14
      1.30270  8.38395e-13  8.72574e-14
      1.30280  8.38365e-13  8.72494e-14
      1.30290  8.38334e-13  8.72414e-14
      1.30300  8.38303e-13  8.72334e-14
      1.30310  8.38272e-13  8.72254e-14
      1.30320  8.38242e-13  8.72175e-14
      1.30330  8.38211e-13  8.72096e-14
      1.30340  8.38180e-13  8.72016e-14
      1.30350  8.38149e-13  8.71935e-14
      1.30360  8.38119e-13  8.71856e-14
      1.30370  8.38088e-13  8.71776e-14
      1.30380  8.38057e-13  8.71697e-14
      1.30390  8.38027e-13  8.71618e-14
      1.30400  8.37996e-13  8.71537e-14
      1.30410  8.37965e-13  8.71458e-14
      1.30420  8.37934e-13  8.71379e-14
      1.30430  8.37904e-13  8.71299e-14
      1.30440  8.37873e-13  8.71220e-14
      1.30450  8.37842e-13  8.71140e-14
      1.30460  8.37811e-13  8.71060e-14
      1.30470  8.37781e-13  8.70981e-14
      1.30480  8.37750e-13  8.70902e-14
      1.30490  8.37719e-13  8.70822e-14
      1.30500  8.37689e-13  8.70743e-14
      1.30510  8.37658e-13  8.70664e-14
      1.30520  8.37627e-13  8.70584e-14
      1.30530  8.37596e-13  8.70505e-14
      1.30540  8.37566e-13  8.70426e-14
      1.30550  8.37535e-13  8.70347e-14
      1.30560  8.37504e-13  8.70268e-14
      1.30570  8.37473e-13  8.70188e-14
      1.30580  8.37443e-13  8.70109e-14
      1.30590  8.37412e-13  8.70030e-14
      1.30600  8.37381e-13  8.69951e-14
      1.30610  8.37351e-13  8.69872e-14
      1.30620  8.37320e-13  8.69793e-14
      1.30630  8.37300e-13  8.69718e-14
      1.30640  8.37316e-13  8.69661e-14
      1.30650  8.37332e-13  8.69604e-14
      1.30660  8.37348e-13  8.69547e-14
      1.30670  8.37364e-13  8.69489e-14
      1.30680  8.37380e-13  8.69432e-14
      1.30690  8.37396e-13  8.69375e-14
      1.30700  8.37412e-13  8.69318e-14
      1.30710  8.37428e-13  8.69261e-14
      1.30720  8.37444e-13  8.69204e-14
      1.30730  8.37460e-13  8.69148e-14
      1.30740  8.37476e-13  8.69091e-14
      1.30750  8.37492e-13  8.69034e-14
      1.30760  8.37508e-13  8.68978e-14
      1.30770  8.37524e-13  8.68921e-14
      1.30780  8.37540e-13  8.68865e-14
      1.30790  8.37556e-13  8.68808e-14
      1.30800  8.37572e-13  8.68750e-14
      1.30810  8.37588e-13  8.68694e-14
      1.30820  8.37604e-13  8.68638e-14
      1.30830  8.37620e-13  8.68582e-14
      1.30840  8.37636e-13  8.68526e-14
      1.30850  8.37652e-13  8.68469e-14
      1.30860  8.37668e-13  8.68413e-14
      1.30870  8.37684e-13  8.68357e-14
      1.30880  8.37700e-13  8.68302e-14
      1.30890  8.37716e-13  8.68246e-14
      1.30900  8.37732e-13  8.68190e-14
      1.30910  8.37748e-13  8.68134e-14
      1.30920  8.37764e-13  8.68078e-14
      1.30930  8.37780e-13  8.68022e-14
      1.30940  8.37796e-13  8.67966e-14
      1.30950  8.37812e-13  8.67911e-14
      1.30960  8.37828e-13  8.67855e-14
      1.30970  8.37844e-13  8.67799e-14
      1.30980  8.37860e-13  8.67744e-14
      1.30990  8.37876e-13  8.67688e-14
      1.31000  8.37892e-13  8.67633e-14
      1.31010  8.37908e-13  8.67577e-14
      1.31020  8.37924e-13  8.67522e-14
      1.31030  8.37940e-13  8.67467e-14
      1.31040  8.37956e-13  8.67412e-14
      1.31050  8.37972e-13  8.67356e-14
      1.31060  8.37988e-13  8.67302e-14
      1.31070  8.38004e-13  8.67247e-14
      1.31080  8.38020e-13  8.67192e-14
      1.31090  8.38036e-13  8.67137e-14
      1.31100  8.38052e-13  8.67082e-14
      1.31110  8.38068e-13  8.67027e-14
      1.31120  8.38084e-13  8.66973e-14
      1.31130  8.38100e-13  8.66918e-14
      1.31140  8.38116e-13  8.66864e-14
      1.31150  8.38132e-13  8.66809e-14
      1.31160  8.38148e-13  8.66755e-14
      1.31170  8.38164e-13  8.66699e-14
      1.31180  8.38180e-13  8.66644e-14
      1.31190  8.38196e-13  8.66590e-14
      1.31200  8.38212e-13  8.66536e-14
      1.31210  8.38228e-13  8.66482e-14
      1.31220  8.38244e-13  8.66427e-14
      1.31230  8.38260e-13  8.66373e-14
      1.31240  8.38276e-13  8.66320e-14
      1.31250  8.38292e-13  8.66265e-14
      1.31260  8.38308e-13  8.66212e-14
      1.31270  8.38324e-13  8.66158e-14
      1.31280  8.38340e-13  8.66104e-14
      1.31290  8.38356e-13  8.66050e-14
      1.31300  8.38373e-13  8.65996e-14
      1.31310  8.38388e-13  8.65943e-14
      1.31320  8.38404e-13  8.65889e-14
      1.31330  8.38420e-13  8.65836e-14
      1.31340  8.38437e-13  8.65781e-14
      1.31350  8.38453e-13  8.65727e-14
      1.31360  8.38469e-13  8.65674e-14
      1.31370  8.38485e-13  8.65621e-14
      1.31380  8.38500e-13  8.65567e-14
      1.31390  8.38516e-13  8.65514e-14
      1.31400  8.38532e-13  8.65461e-14
      1.31410  8.38549e-13  8.65408e-14
      1.31420  8.38565e-13  8.65355e-14
      1.31430  8.38581e-13  8.65302e-14
      1.31440  8.38596e-13  8.65249e-14
      1.31450  8.38613e-13  8.65196e-14
      1.31460  8.38629e-13  8.65143e-14
      1.31470  8.38645e-13  8.65090e-14
      1.31480  8.38661e-13  8.65037e-14
      1.31490  8.38677e-13  8.64984e-14
      1.31500  8.38693e-13  8.64932e-14
      1.31510  8.38709e-13  8.64880e-14
      1.31520  8.38725e-13  8.64827e-14
      1.31530  8.38713e-13  8.64746e-14
      1.31540  8.38583e-13  8.64542e-14
      1.31550  8.38453e-13  8.64338e-14
      1.31560  8.38324e-13  8.64136e-14
      1.31570  8.38194e-13  8.63932e-14
      1.31580  8.38064e-13  8.63728e-14
      1.31590  8.37934e-13  8.63526e-14
      1.31600  8.37804e-13  8.63322e-14
      1.31610  8.37674e-13  8.63120e-14
      1.31620  8.37544e-13  8.62916e-14
      1.31630  8.37414e-13  8.62713e-14
      1.31640  8.37284e-13  8.62511e-14
      1.31650  8.37154e-13  8.62307e-14
      1.31660  8.37024e-13  8.62104e-14
      1.31670  8.36894e-13  8.61902e-14
      1.31680  8.36764e-13  8.61699e-14
      1.31690  8.36634e-13  8.61497e-14
      1.31700  8.36504e-13  8.61294e-14
      1.31710  8.36374e-13  8.61091e-14
      1.31720  8.36244e-13  8.60890e-14
      1.31730  8.36114e-13  8.60686e-14
      1.31740  8.35984e-13  8.60484e-14
      1.31750  8.35854e-13  8.60282e-14
      1.31760  8.35724e-13  8.60079e-14
      1.31770  8.35594e-13  8.59877e-14
      1.31780  8.35464e-13  8.59675e-14
      1.31790  8.35334e-13  8.59473e-14
      1.31800  8.35204e-13  8.59271e-14
      1.31810  8.35074e-13  8.59069e-14
      1.31820  8.34944e-13  8.58867e-14
      1.31830  8.34814e-13  8.58665e-14
      1.31840  8.34685e-13  8.58464e-14
      1.31850  8.34555e-13  8.58261e-14
      1.31860  8.34425e-13  8.58060e-14
      1.31870  8.34294e-13  8.57858e-14
      1.31880  8.34165e-13  8.57656e-14
      1.31890  8.34035e-13  8.57455e-14
      1.31900  8.33905e-13  8.57254e-14
      1.31910  8.33775e-13  8.57052e-14
      1.31920  8.33645e-13  8.56851e-14
      1.31930  8.33515e-13  8.56649e-14
      1.31940  8.33385e-13  8.56449e-14
      1.31950  8.33255e-13  8.56247e-14
      1.31960  8.33125e-13  8.56045e-14
      1.31970  8.32995e-13  8.55845e-14
      1.31980  8.32865e-13  8.55644e-14
      1.31990  8.32735e-13  8.55442e-14
      1.32000  8.32605e-13  8.55242e-14
      1.32010  8.32475e-13  8.55041e-14
      1.32020  8.32345e-13  8.54840e-14
      1.32030  8.32215e-13  8.54639e-14
      1.32040  8.32085e-13  8.54438e-14
      1.32050  8.31955e-13  8.54238e-14
      1.32060  8.31825e-13  8.54037e-14
      1.32070  8.31695e-13  8.53837e-14
      1.32080  8.31565e-13  8.53637e-14
      1.32090  8.31435e-13  8.53436e-14
      1.32100  8.31305e-13  8.53236e-14
      1.32110  8.31175e-13  8.53036e-14
      1.32120  8.31045e-13  8.52835e-14
      1.32130  8.30915e-13  8.52635e-14
      1.32140  8.30785e-13  8.52436e-14
      1.32150  8.30655e-13  8.52235e-14
      1.32160  8.30525e-13  8.52036e-14
      1.32170  8.30395e-13  8.51835e-14
      1.32180  8.30265e-13  8.51635e-14
      1.32190  8.30135e-13  8.51436e-14
      1.32200  8.30005e-13  8.51236e-14
      1.32210  8.29876e-13  8.51036e-14
      1.32220  8.29746e-13  8.50837e-14
      1.32230  8.29616e-13  8.50636e-14
      1.32240  8.29486e-13  8.50437e-14
      1.32250  8.29356e-13  8.50238e-14
      1.32260  8.29226e-13  8.50038e-14
      1.32270  8.29096e-13  8.49839e-14
      1.32280  8.28966e-13  8.49640e-14
      1.32290  8.28836e-13  8.49440e-14
      1.32300  8.28706e-13  8.49242e-14
      1.32310  8.28576e-13  8.49042e-14
      1.32320  8.28446e-13  8.48843e-14
      1.32330  8.28316e-13  8.48644e-14
      1.32340  8.28186e-13  8.48445e-14
      1.32350  8.28056e-13  8.48246e-14
      1.32360  8.27926e-13  8.48047e-14
      1.32370  8.27796e-13  8.47848e-14
      1.32380  8.27666e-13  8.47650e-14
      1.32390  8.27536e-13  8.47451e-14
      1.32400  8.27406e-13  8.47253e-14
      1.32410  8.27276e-13  8.47053e-14
      1.32420  8.27146e-13  8.46855e-14
      1.32430  8.26996e-13  8.46638e-14
      1.32440  8.26719e-13  8.46303e-14
      1.32450  8.26441e-13  8.45967e-14
      1.32460  8.26163e-13  8.45632e-14
      1.32470  8.25886e-13  8.45296e-14
      1.32480  8.25608e-13  8.44961e-14
      1.32490  8.25331e-13  8.44626e-14
      1.32500  8.25053e-13  8.44290e-14
      1.32510  8.24775e-13  8.43954e-14
      1.32520  8.24498e-13  8.43619e-14
      1.32530  8.24220e-13  8.43284e-14
      1.32540  8.23943e-13  8.42949e-14
      1.32550  8.23665e-13  8.42614e-14
      1.32560  8.23388e-13  8.42279e-14
      1.32570  8.23110e-13  8.41944e-14
      1.32580  8.22832e-13  8.41609e-14
      1.32590  8.22555e-13  8.41274e-14
      1.32600  8.22277e-13  8.40939e-14
      1.32610  8.21999e-13  8.40603e-14
      1.32620  8.21722e-13  8.40268e-14
      1.32630  8.21444e-13  8.39934e-14
      1.32640  8.21167e-13  8.39599e-14
      1.32650  8.20889e-13  8.39264e-14
      1.32660  8.20611e-13  8.38929e-14
      1.32670  8.20334e-13  8.38595e-14
      1.32680  8.20056e-13  8.38260e-14
      1.32690  8.19778e-13  8.37925e-14
      1.32700  8.19501e-13  8.37591e-14
      1.32710  8.19223e-13  8.37256e-14
      1.32720  8.18946e-13  8.36922e-14
      1.32730  8.18668e-13  8.36587e-14
      1.32740  8.18390e-13  8.36253e-14
      1.32750  8.18113e-13  8.35918e-14
      1.32760  8.17835e-13  8.35584e-14
      1.32770  8.17558e-13  8.35250e-14
      1.32780  8.17280e-13  8.34915e-14
      1.32790  8.17003e-13  8.34581e-14
      1.32800  8.16725e-13  8.34247e-14
      1.32810  8.16447e-13  8.33912e-14
      1.32820  8.16170e-13  8.33578e-14
      1.32830  8.15892e-13  8.33244e-14
      1.32840  8.15615e-13  8.32910e-14
      1.32850  8.15337e-13  8.32576e-14
      1.32860  8.15059e-13  8.32242e-14
      1.32870  8.14782e-13  8.31908e-14
      1.32880  8.14504e-13  8.31574e-14
      1.32890  8.14227e-13  8.31240e-14
      1.32900  8.13949e-13  8.30906e-14
      1.32910  8.13672e-13  8.30573e-14
      1.32920  8.13394e-13  8.30239e-14
      1.32930  8.13116e-13  8.29905e-14
      1.32940  8.12839e-13  8.29571e-14
      1.32950  8.12561e-13  8.29238e-14
      1.32960  8.12283e-13  8.28904e-14
      1.32970  8.12006e-13  8.28571e-14
      1.32980  8.11728e-13  8.28237e-14
      1.32990  8.11450e-13  8.27903e-14
      1.33000  8.11173e-13  8.27570e-14
      1.33010  8.10895e-13  8.27236e-14
      1.33020  8.10618e-13  8.26903e-14
      1.33030  8.10340e-13  8.26570e-14
      1.33040  8.10062e-13  8.26237e-14
      1.33050  8.09785e-13  8.25903e-14
      1.33060  8.09507e-13  8.25570e-14
      1.33070  8.09230e-13  8.25237e-14
      1.33080  8.08952e-13  8.24904e-14
      1.33090  8.08675e-13  8.24570e-14
      1.33100  8.08397e-13  8.24237e-14
      1.33110  8.08119e-13  8.23904e-14
      1.33120  8.07842e-13  8.23571e-14
      1.33130  8.07564e-13  8.23238e-14
      1.33140  8.07287e-13  8.22906e-14
      1.33150  8.07009e-13  8.22573e-14
      1.33160  8.06731e-13  8.22240e-14
      1.33170  8.06454e-13  8.21907e-14
      1.33180  8.06176e-13  8.21574e-14
      1.33190  8.05898e-13  8.21242e-14
      1.33200  8.05621e-13  8.20909e-14
      1.33210  8.05343e-13  8.20577e-14
      1.33220  8.05066e-13  8.20244e-14
      1.33230  8.04788e-13  8.19911e-14
      1.33240  8.04511e-13  8.19579e-14
      1.33250  8.04233e-13  8.19246e-14
      1.33260  8.03955e-13  8.18914e-14
      1.33270  8.03678e-13  8.18581e-14
      1.33280  8.03400e-13  8.18249e-14
      1.33290  8.03123e-13  8.17917e-14
      1.33300  8.02845e-13  8.17584e-14
      1.33310  8.02567e-13  8.17252e-14
      1.33320  8.02290e-13  8.16920e-14
      1.33330  8.02021e-13  8.16600e-14
      1.33340  8.01848e-13  8.16406e-14
      1.33350  8.01676e-13  8.16214e-14
      1.33360  8.01503e-13  8.16021e-14
      1.33370  8.01330e-13  8.15828e-14
      1.33380  8.01157e-13  8.15635e-14
      1.33390  8.00984e-13  8.15442e-14
      1.33400  8.00811e-13  8.15250e-14
      1.33410  8.00638e-13  8.15056e-14
      1.33420  8.00466e-13  8.14864e-14
      1.33430  8.00293e-13  8.14671e-14
      1.33440  8.00120e-13  8.14478e-14
      1.33450  7.99947e-13  8.14285e-14
      1.33460  7.99774e-13  8.14092e-14
      1.33470  7.99601e-13  8.13900e-14
      1.33480  7.99429e-13  8.13706e-14
      1.33490  7.99256e-13  8.13514e-14
      1.33500  7.99083e-13  8.13320e-14
      1.33510  7.98910e-13  8.13128e-14
      1.33520  7.98737e-13  8.12935e-14
      1.33530  7.98565e-13  8.12742e-14
      1.33540  7.98392e-13  8.12549e-14
      1.33550  7.98219e-13  8.12356e-14
      1.33560  7.98046e-13  8.12164e-14
      1.33570  7.97873e-13  8.11971e-14
      1.33580  7.97700e-13  8.11778e-14
      1.33590  7.97528e-13  8.11585e-14
      1.33600  7.97355e-13  8.11392e-14
      1.33610  7.97182e-13  8.11200e-14
      1.33620  7.97009e-13  8.11007e-14
      1.33630  7.96836e-13  8.10814e-14
      1.33640  7.96663e-13  8.10621e-14
      1.33650  7.96491e-13  8.10428e-14
      1.33660  7.96318e-13  8.10236e-14
      1.33670  7.96145e-13  8.10043e-14
      1.33680  7.95972e-13  8.09850e-14
      1.33690  7.95799e-13  8.09657e-14
      1.33700  7.95626e-13  8.09465e-14
      1.33710  7.95453e-13  8.09272e-14
      1.33720  7.95281e-13  8.09079e-14
      1.33730  7.95108e-13  8.08886e-14
      1.33740  7.94935e-13  8.08693e-14
      1.33750  7.94762e-13  8.08501e-14
      1.33760  7.94589e-13  8.08308e-14
      1.33770  7.94416e-13  8.08115e-14
      1.33780  7.94244e-13  8.07922e-14
      1.33790  7.94071e-13  8.07730e-14
      1.33800  7.93898e-13  8.07537e-14
      1.33810  7.93725e-13  8.07345e-14
      1.33820  7.93552e-13  8.07152e-14
      1.33830  7.93379e-13  8.06959e-14
      1.33840  7.93207e-13  8.06766e-14
      1.33850  7.93034e-13  8.06574e-14
      1.33860  7.92861e-13  8.06381e-14
      1.33870  7.92688e-13  8.06189e-14
      1.33880  7.92515e-13  8.05995e-14
      1.33890  7.92343e-13  8.05803e-14
      1.33900  7.92170e-13  8.05610e-14
      1.33910  7.91997e-13  8.05417e-14
      1.33920  7.91824e-13  8.05225e-14
      1.33930  7.91651e-13  8.05032e-14
      1.33940  7.91478e-13  8.04840e-14
      1.33950  7.91306e-13  8.04647e-14
      1.33960  7.91133e-13  8.04455e-14
      1.33970  7.90960e-13  8.04262e-14
      1.33980  7.90787e-13  8.04069e-14
      1.33990  7.90614e-13  8.03877e-14
      1.34000  7.90441e-13  8.03684e-14
      1.34010  7.90269e-13  8.03492e-14
      1.34020  7.90096e-13  8.03299e-14
      1.34030  7.89923e-13  8.03106e-14
      1.34040  7.89750e-13  8.02914e-14
      1.34050  7.89577e-13  8.02721e-14
      1.34060  7.89404e-13  8.02528e-14
