#Spectrum of PZTelB from Maire et al. 2016
#Distance assumed: 51.49 +/-2.47 pc (Hipparcos).
#Flux-calibrared using the H-band mag reported in Bejar et al. 2008
#Resolving power: 50
#Wavelength [microns] Flux at 10 pc [W.m-2.microns-1]	Flux error [W.m-2.microns-1]
      2.29510  2.84854e-13  7.42908e-14
      2.29520  2.84867e-13  7.50058e-14
      2.29530  2.84880e-13  7.57236e-14
      2.29540  2.84894e-13  7.64408e-14
      2.29550  2.84907e-13  7.71589e-14
      2.29560  2.84920e-13  7.78798e-14
      2.29570  2.84934e-13  7.86017e-14
      2.29580  2.84947e-13  7.93228e-14
      2.29590  2.84960e-13  8.00449e-14
      2.29600  2.84974e-13  8.07696e-14
      2.29610  2.84987e-13  8.14934e-14
      2.29620  2.85000e-13  8.22181e-14
      2.29630  2.85014e-13  8.29453e-14
      2.29640  2.85027e-13  8.36733e-14
      2.29650  2.85040e-13  8.44004e-14
      2.29660  2.85054e-13  8.51283e-14
      2.29670  2.85067e-13  8.58587e-14
      2.29680  2.85080e-13  8.65880e-14
      2.29690  2.85023e-13  8.62858e-14
      2.29700  2.84948e-13  8.57238e-14
      2.29710  2.84873e-13  8.51622e-14
      2.29720  2.84799e-13  8.46023e-14
      2.29730  2.84724e-13  8.40429e-14
      2.29740  2.84649e-13  8.34825e-14
      2.29750  2.84575e-13  8.29240e-14
      2.29760  2.84500e-13  8.23659e-14
      2.29770  2.84425e-13  8.18069e-14
      2.29780  2.84350e-13  8.12483e-14
      2.29790  2.84275e-13  8.06916e-14
      2.29800  2.84201e-13  8.01353e-14
      2.29810  2.84126e-13  7.95783e-14
      2.29820  2.84051e-13  7.90230e-14
      2.29830  2.83977e-13  7.84683e-14
      2.29840  2.83902e-13  7.79128e-14
      2.29850  2.83827e-13  7.73578e-14
      2.29860  2.83752e-13  7.68047e-14
      2.29870  2.83677e-13  7.62521e-14
      2.29880  2.83603e-13  7.56988e-14
      2.29890  2.83528e-13  7.51474e-14
      2.29900  2.83453e-13  7.45966e-14
      2.29910  2.83378e-13  7.40451e-14
      2.29920  2.83304e-13  7.34942e-14
      2.29930  2.83229e-13  7.29453e-14
      2.29940  2.83154e-13  7.23970e-14
      2.29950  2.83079e-13  7.18481e-14
      2.29960  2.83005e-13  7.13012e-14
      2.29970  2.82930e-13  7.07550e-14
      2.29980  2.82855e-13  7.02082e-14
      2.29990  2.82780e-13  6.96622e-14
      2.30000  2.82706e-13  6.91182e-14
      2.30010  2.82631e-13  6.85749e-14
      2.30020  2.82556e-13  6.80312e-14
      2.30030  2.82481e-13  6.74895e-14
      2.30040  2.82407e-13  6.69487e-14
      2.30050  2.82332e-13  6.64075e-14
      2.30060  2.82257e-13  6.58671e-14
      2.30070  2.82182e-13  6.53289e-14
      2.30080  2.82108e-13  6.47916e-14
      2.30090  2.82033e-13  6.42539e-14
      2.30100  2.81958e-13  6.37173e-14
      2.30110  2.81883e-13  6.31841e-14
      2.30120  2.81808e-13  6.26494e-14
      2.30130  2.81734e-13  6.21158e-14
      2.30140  2.81659e-13  6.15845e-14
      2.30150  2.81584e-13  6.10542e-14
      2.30160  2.81509e-13  6.05238e-14
      2.30170  2.81434e-13  5.99946e-14
      2.30180  2.81360e-13  5.94691e-14
      2.30190  2.81285e-13  5.89422e-14
      2.30200  2.81210e-13  5.84166e-14
      2.30210  2.81136e-13  5.78936e-14
      2.30220  2.81061e-13  5.73718e-14
      2.30230  2.80986e-13  5.68502e-14
      2.30240  2.80911e-13  5.63299e-14
      2.30250  2.80837e-13  5.58135e-14
      2.30260  2.80762e-13  5.52962e-14
      2.30270  2.80687e-13  5.47803e-14
      2.30280  2.80612e-13  5.42672e-14
      2.30290  2.80538e-13  5.37557e-14
      2.30300  2.80463e-13  5.32446e-14
      2.30310  2.80388e-13  5.27352e-14
      2.30320  2.80313e-13  5.22300e-14
      2.30330  2.80238e-13  5.17241e-14
      2.30340  2.80164e-13  5.12201e-14
      2.30350  2.80089e-13  5.07191e-14
      2.30360  2.80014e-13  5.02202e-14
      2.30370  2.79939e-13  4.97220e-14
      2.30380  2.79865e-13  4.92259e-14
      2.30390  2.79790e-13  4.87343e-14
      2.30400  2.79715e-13  4.82425e-14
      2.30410  2.79640e-13  4.77530e-14
      2.30420  2.79566e-13  4.72671e-14
      2.30430  2.79491e-13  4.67835e-14
      2.30440  2.79416e-13  4.63012e-14
      2.30450  2.79341e-13  4.58215e-14
      2.30460  2.79267e-13  4.53468e-14
      2.30470  2.79192e-13  4.48725e-14
      2.30480  2.79117e-13  4.44010e-14
      2.30490  2.79042e-13  4.39335e-14
      2.30500  2.78968e-13  4.34691e-14
      2.30510  2.78893e-13  4.30066e-14
      2.30520  2.78818e-13  4.25474e-14
      2.30530  2.78743e-13  4.20925e-14
      2.30540  2.78668e-13  4.16410e-14
      2.30550  2.78594e-13  4.11920e-14
      2.30560  2.78519e-13  4.07477e-14
      2.30570  2.78444e-13  4.03072e-14
      2.30580  2.78369e-13  3.98695e-14
      2.30590  2.78307e-13  3.99149e-14
      2.30600  2.78248e-13  4.01189e-14
      2.30610  2.78190e-13  4.03239e-14
      2.30620  2.78131e-13  4.05304e-14
      2.30630  2.78072e-13  4.07372e-14
      2.30640  2.78014e-13  4.09451e-14
      2.30650  2.77955e-13  4.11543e-14
      2.30660  2.77896e-13  4.13645e-14
      2.30670  2.77838e-13  4.15751e-14
      2.30680  2.77779e-13  4.17865e-14
      2.30690  2.77721e-13  4.19993e-14
      2.30700  2.77662e-13  4.22125e-14
      2.30710  2.77604e-13  4.24265e-14
      2.30720  2.77545e-13  4.26418e-14
      2.30730  2.77486e-13  4.28580e-14
      2.30740  2.77428e-13  4.30745e-14
      2.30750  2.77369e-13  4.32917e-14
      2.30760  2.77311e-13  4.35103e-14
      2.30770  2.77252e-13  4.37291e-14
      2.30780  2.77193e-13  4.39486e-14
      2.30790  2.77135e-13  4.41695e-14
      2.30800  2.77076e-13  4.43910e-14
      2.30810  2.77018e-13  4.46128e-14
      2.30820  2.76959e-13  4.48353e-14
      2.30830  2.76900e-13  4.50590e-14
      2.30840  2.76842e-13  4.52828e-14
      2.30850  2.76783e-13  4.55074e-14
      2.30860  2.76725e-13  4.57331e-14
      2.30870  2.76666e-13  4.59596e-14
      2.30880  2.76607e-13  4.61861e-14
      2.30890  2.76549e-13  4.64133e-14
      2.30900  2.76490e-13  4.66416e-14
      2.30910  2.76432e-13  4.68701e-14
      2.30920  2.76373e-13  4.70991e-14
      2.30930  2.76314e-13  4.73293e-14
      2.30940  2.76256e-13  4.75601e-14
      2.30950  2.76197e-13  4.77910e-14
      2.30960  2.76139e-13  4.80224e-14
      2.30970  2.76080e-13  4.82549e-14
      2.30980  2.76021e-13  4.84875e-14
      2.30990  2.75963e-13  4.87206e-14
      2.31000  2.75904e-13  4.89548e-14
      2.31010  2.75846e-13  4.91896e-14
      2.31020  2.75787e-13  4.94243e-14
      2.31030  2.75728e-13  4.96596e-14
      2.31040  2.75670e-13  4.98959e-14
      2.31050  2.75611e-13  5.01322e-14
      2.31060  2.75553e-13  5.03690e-14
      2.31070  2.75494e-13  5.06068e-14
      2.31080  2.75435e-13  5.08452e-14
      2.31090  2.75377e-13  5.10834e-14
      2.31100  2.75318e-13  5.13221e-14
      2.31110  2.75260e-13  5.15619e-14
      2.31120  2.75201e-13  5.18015e-14
      2.31130  2.75143e-13  5.20416e-14
      2.31140  2.75084e-13  5.22828e-14
      2.31150  2.75025e-13  5.25243e-14
      2.31160  2.74967e-13  5.27658e-14
      2.31170  2.74908e-13  5.30077e-14
      2.31180  2.74849e-13  5.32505e-14
      2.31190  2.74791e-13  5.34932e-14
      2.31200  2.74732e-13  5.37364e-14
      2.31210  2.74674e-13  5.39805e-14
      2.31220  2.74615e-13  5.42250e-14
      2.31230  2.74556e-13  5.44694e-14
      2.31240  2.74498e-13  5.47141e-14
      2.31250  2.74439e-13  5.49598e-14
      2.31260  2.74381e-13  5.52053e-14
      2.31270  2.74322e-13  5.54512e-14
      2.31280  2.74263e-13  5.56980e-14
      2.31290  2.74205e-13  5.59452e-14
      2.31300  2.74146e-13  5.61922e-14
      2.31310  2.74088e-13  5.64395e-14
      2.31320  2.74029e-13  5.66877e-14
      2.31330  2.73971e-13  5.69358e-14
      2.31340  2.73912e-13  5.71841e-14
      2.31350  2.73853e-13  5.74334e-14
      2.31360  2.73795e-13  5.76831e-14
      2.31370  2.73736e-13  5.79325e-14
      2.31380  2.73678e-13  5.81822e-14
      2.31390  2.73619e-13  5.84328e-14
      2.31400  2.73560e-13  5.86831e-14
      2.31410  2.73502e-13  5.89338e-14
      2.31420  2.73443e-13  5.91853e-14
      2.31430  2.73384e-13  5.94372e-14
      2.31440  2.73326e-13  5.96888e-14
      2.31450  2.73267e-13  5.99406e-14
      2.31460  2.73209e-13  6.01934e-14
      2.31470  2.73150e-13  6.04458e-14
      2.31480  2.73092e-13  6.06986e-14
      2.31490  2.73019e-13  6.09762e-14
      2.31500  2.72940e-13  6.12646e-14
      2.31510  2.72862e-13  6.15526e-14
      2.31520  2.72784e-13  6.18410e-14
      2.31530  2.72705e-13  6.21304e-14
      2.31540  2.72627e-13  6.24195e-14
      2.31550  2.72548e-13  6.27089e-14
      2.31560  2.72470e-13  6.29993e-14
      2.31570  2.72391e-13  6.32901e-14
      2.31580  2.72313e-13  6.35805e-14
      2.31590  2.72234e-13  6.38713e-14
      2.31600  2.72156e-13  6.41630e-14
      2.31610  2.72078e-13  6.44544e-14
      2.31620  2.71999e-13  6.47460e-14
      2.31630  2.71921e-13  6.50387e-14
      2.31640  2.71842e-13  6.53317e-14
      2.31650  2.71764e-13  6.56243e-14
      2.31660  2.71685e-13  6.59172e-14
      2.31670  2.71607e-13  6.62110e-14
      2.31680  2.71528e-13  6.65052e-14
      2.31690  2.71450e-13  6.67982e-14
      2.31700  2.71371e-13  6.70929e-14
      2.31710  2.71293e-13  6.73879e-14
      2.31720  2.71214e-13  6.76825e-14
      2.31730  2.71136e-13  6.79773e-14
      2.31740  2.71058e-13  6.82731e-14
      2.31750  2.70979e-13  6.85692e-14
      2.31760  2.70901e-13  6.88641e-14
      2.31770  2.70822e-13  6.91606e-14
      2.31780  2.70744e-13  6.94575e-14
      2.31790  2.70665e-13  6.97538e-14
      2.31800  2.70587e-13  7.00504e-14
      2.31810  2.70508e-13  7.03480e-14
      2.31820  2.70430e-13  7.06458e-14
      2.31830  2.70352e-13  7.09424e-14
      2.31840  2.70273e-13  7.12407e-14
      2.31850  2.70194e-13  7.15392e-14
      2.31860  2.70116e-13  7.18372e-14
      2.31870  2.70038e-13  7.21354e-14
      2.31880  2.69959e-13  7.24346e-14
      2.31890  2.69881e-13  7.27340e-14
      2.31900  2.69802e-13  7.30322e-14
      2.31910  2.69724e-13  7.33320e-14
      2.31920  2.69645e-13  7.36320e-14
      2.31930  2.69567e-13  7.39316e-14
      2.31940  2.69489e-13  7.42313e-14
      2.31950  2.69410e-13  7.45319e-14
      2.31960  2.69331e-13  7.48328e-14
      2.31970  2.69253e-13  7.51324e-14
      2.31980  2.69175e-13  7.54337e-14
      2.31990  2.69096e-13  7.57351e-14
      2.32000  2.69018e-13  7.60360e-14
      2.32010  2.68939e-13  7.63371e-14
      2.32020  2.68861e-13  7.66391e-14
      2.32030  2.68782e-13  7.69413e-14
      2.32040  2.68704e-13  7.72430e-14
      2.32050  2.68625e-13  7.75448e-14
      2.32060  2.68547e-13  7.78475e-14
      2.32070  2.68469e-13  7.81497e-14
      2.32080  2.68390e-13  7.84521e-14
      2.32090  2.68312e-13  7.87554e-14
      2.32100  2.68233e-13  7.90588e-14
      2.32110  2.68155e-13  7.93617e-14
      2.32120  2.68076e-13  7.96647e-14
      2.32130  2.67998e-13  7.99686e-14
      2.32140  2.67919e-13  8.02720e-14
      2.32150  2.67841e-13  8.05755e-14
      2.32160  2.67762e-13  8.08799e-14
      2.32170  2.67684e-13  8.11845e-14
      2.32180  2.67605e-13  8.14885e-14
      2.32190  2.67527e-13  8.17927e-14
      2.32200  2.67448e-13  8.20977e-14
      2.32210  2.67370e-13  8.24022e-14
      2.32220  2.67292e-13  8.27067e-14
      2.32230  2.67213e-13  8.30122e-14
      2.32240  2.67135e-13  8.33178e-14
      2.32250  2.67056e-13  8.36229e-14
      2.32260  2.66978e-13  8.39281e-14
      2.32270  2.66899e-13  8.42341e-14
      2.32280  2.66821e-13  8.45396e-14
      2.32290  2.66743e-13  8.48452e-14
      2.32300  2.66664e-13  8.51517e-14
      2.32310  2.66585e-13  8.54582e-14
      2.32320  2.66507e-13  8.57642e-14
      2.32330  2.66429e-13  8.60704e-14
      2.32340  2.66350e-13  8.63774e-14
      2.32350  2.66272e-13  8.66838e-14
      2.32360  2.66193e-13  8.69903e-14
      2.32370  2.66115e-13  8.72977e-14
      2.32380  2.66036e-13  8.76052e-14
      2.32390  2.65970e-13  8.72921e-14
      2.32400  2.65910e-13  8.66479e-14
      2.32410  2.65850e-13  8.60026e-14
      2.32420  2.65789e-13  8.53593e-14
      2.32430  2.65729e-13  8.47164e-14
      2.32440  2.65669e-13  8.40726e-14
      2.32450  2.65609e-13  8.34292e-14
      2.32460  2.65549e-13  8.27878e-14
      2.32470  2.65489e-13  8.21470e-14
      2.32480  2.65429e-13  8.15051e-14
      2.32490  2.65369e-13  8.08654e-14
      2.32500  2.65309e-13  8.02261e-14
      2.32510  2.65248e-13  7.95860e-14
      2.32520  2.65188e-13  7.89464e-14
      2.32530  2.65128e-13  7.83089e-14
      2.32540  2.65068e-13  7.76721e-14
      2.32550  2.65008e-13  7.70343e-14
      2.32560  2.64948e-13  7.63987e-14
      2.32570  2.64888e-13  7.57638e-14
      2.32580  2.64828e-13  7.51280e-14
      2.32590  2.64767e-13  7.44929e-14
      2.32600  2.64707e-13  7.38600e-14
      2.32610  2.64647e-13  7.32279e-14
      2.32620  2.64587e-13  7.25950e-14
      2.32630  2.64527e-13  7.19644e-14
      2.32640  2.64467e-13  7.13345e-14
      2.32650  2.64407e-13  7.07040e-14
      2.32660  2.64347e-13  7.00743e-14
      2.32670  2.64287e-13  6.94470e-14
      2.32680  2.64226e-13  6.88205e-14
      2.32690  2.64166e-13  6.81934e-14
      2.32700  2.64106e-13  6.75688e-14
      2.32710  2.64046e-13  6.69451e-14
      2.32720  2.63986e-13  6.63208e-14
      2.32730  2.63926e-13  6.56976e-14
      2.32740  2.63866e-13  6.50770e-14
      2.32750  2.63806e-13  6.44573e-14
      2.32760  2.63745e-13  6.38373e-14
      2.32770  2.63685e-13  6.32199e-14
      2.32780  2.63625e-13  6.26037e-14
      2.32790  2.63565e-13  6.19872e-14
      2.32800  2.63505e-13  6.13719e-14
      2.32810  2.63445e-13  6.07593e-14
      2.32820  2.63385e-13  6.01481e-14
      2.32830  2.63325e-13  5.95367e-14
      2.32840  2.63265e-13  5.89282e-14
      2.32850  2.63204e-13  5.83211e-14
      2.32860  2.63144e-13  5.77141e-14
      2.32870  2.63084e-13  5.71086e-14
      2.32880  2.63024e-13  5.65060e-14
      2.32890  2.62964e-13  5.59052e-14
      2.32900  2.62904e-13  5.53045e-14
      2.32910  2.62844e-13  5.47070e-14
      2.32920  2.62784e-13  5.41114e-14
      2.32930  2.62723e-13  5.35161e-14
      2.32940  2.62663e-13  5.29228e-14
      2.32950  2.62603e-13  5.23329e-14
      2.32960  2.62543e-13  5.17450e-14
      2.32970  2.62483e-13  5.11578e-14
      2.32980  2.62423e-13  5.05742e-14
      2.32990  2.62363e-13  4.99928e-14
      2.33000  2.62303e-13  4.94125e-14
      2.33010  2.62242e-13  4.88345e-14
      2.33020  2.62182e-13  4.82605e-14
      2.33030  2.62122e-13  4.76891e-14
      2.33040  2.62062e-13  4.71190e-14
      2.33050  2.62002e-13  4.65531e-14
      2.33060  2.61942e-13  4.59900e-14
      2.33070  2.61882e-13  4.54287e-14
      2.33080  2.61822e-13  4.48705e-14
      2.33090  2.61762e-13  4.43168e-14
      2.33100  2.61702e-13  4.37665e-14
      2.33110  2.61641e-13  4.32184e-14
      2.33120  2.61581e-13  4.26753e-14
      2.33130  2.61521e-13  4.21359e-14
      2.33140  2.61461e-13  4.15992e-14
      2.33150  2.61401e-13  4.10665e-14
      2.33160  2.61341e-13  4.05393e-14
      2.33170  2.61281e-13  4.00166e-14
      2.33180  2.61221e-13  3.94972e-14
      2.33190  2.61160e-13  3.89837e-14
      2.33200  2.61100e-13  3.84752e-14
      2.33210  2.61040e-13  3.79707e-14
      2.33220  2.60980e-13  3.74715e-14
      2.33230  2.60920e-13  3.69791e-14
      2.33240  2.60860e-13  3.64924e-14
      2.33250  2.60800e-13  3.60107e-14
      2.33260  2.60739e-13  3.55352e-14
      2.33270  2.60680e-13  3.50686e-14
      2.33280  2.60619e-13  3.46065e-14
      2.33290  2.60575e-13  3.43906e-14
      2.33300  2.60541e-13  3.43342e-14
      2.33310  2.60508e-13  3.42779e-14
      2.33320  2.60474e-13  3.42216e-14
      2.33330  2.60440e-13  3.41654e-14
      2.33340  2.60406e-13  3.41096e-14
      2.33350  2.60372e-13  3.40536e-14
      2.33360  2.60338e-13  3.39977e-14
      2.33370  2.60305e-13  3.39420e-14
      2.33380  2.60271e-13  3.38864e-14
      2.33390  2.60237e-13  3.38308e-14
      2.33400  2.60203e-13  3.37753e-14
      2.33410  2.60169e-13  3.37201e-14
      2.33420  2.60136e-13  3.36648e-14
      2.33430  2.60102e-13  3.36096e-14
      2.33440  2.60068e-13  3.35547e-14
      2.33450  2.60034e-13  3.34998e-14
      2.33460  2.60000e-13  3.34450e-14
      2.33470  2.59966e-13  3.33902e-14
      2.33480  2.59933e-13  3.33358e-14
      2.33490  2.59899e-13  3.32812e-14
      2.33500  2.59865e-13  3.32268e-14
      2.33510  2.59831e-13  3.31726e-14
      2.33520  2.59798e-13  3.31185e-14
      2.33530  2.59764e-13  3.30644e-14
      2.33540  2.59730e-13  3.30104e-14
      2.33550  2.59696e-13  3.29567e-14
      2.33560  2.59662e-13  3.29029e-14
      2.33570  2.59628e-13  3.28492e-14
      2.33580  2.59595e-13  3.27958e-14
      2.33590  2.59561e-13  3.27425e-14
      2.33600  2.59527e-13  3.26891e-14
      2.33610  2.59493e-13  3.26359e-14
      2.33620  2.59459e-13  3.25830e-14
      2.33630  2.59426e-13  3.25301e-14
      2.33640  2.59392e-13  3.24772e-14
      2.33650  2.59358e-13  3.24245e-14
      2.33660  2.59324e-13  3.23720e-14
      2.33670  2.59290e-13  3.23195e-14
      2.33680  2.59256e-13  3.22671e-14
      2.33690  2.59223e-13  3.22149e-14
      2.33700  2.59189e-13  3.21629e-14
      2.33710  2.59155e-13  3.21108e-14
      2.33720  2.59121e-13  3.20590e-14
      2.33730  2.59088e-13  3.20073e-14
      2.33740  2.59054e-13  3.19556e-14
      2.33750  2.59020e-13  3.19041e-14
      2.33760  2.58986e-13  3.18528e-14
      2.33770  2.58952e-13  3.18015e-14
      2.33780  2.58918e-13  3.17504e-14
      2.33790  2.58885e-13  3.16994e-14
      2.33800  2.58851e-13  3.16486e-14
      2.33810  2.58817e-13  3.15978e-14
      2.33820  2.58783e-13  3.15471e-14
      2.33830  2.58749e-13  3.14966e-14
      2.33840  2.58716e-13  3.14463e-14
      2.33850  2.58682e-13  3.13960e-14
      2.33860  2.58648e-13  3.13459e-14
      2.33870  2.58614e-13  3.12960e-14
      2.33880  2.58580e-13  3.12460e-14
      2.33890  2.58546e-13  3.11962e-14
      2.33900  2.58513e-13  3.11467e-14
      2.33910  2.58479e-13  3.10973e-14
      2.33920  2.58445e-13  3.10479e-14
      2.33930  2.58411e-13  3.09987e-14
      2.33940  2.58377e-13  3.09497e-14
      2.33950  2.58344e-13  3.09007e-14
      2.33960  2.58310e-13  3.08519e-14
      2.33970  2.58276e-13  3.08032e-14
      2.33980  2.58242e-13  3.07548e-14
      2.33990  2.58208e-13  3.07063e-14
      2.34000  2.58175e-13  3.06581e-14
      2.34010  2.58141e-13  3.06101e-14
      2.34020  2.58107e-13  3.05620e-14
      2.34030  2.58073e-13  3.05141e-14
      2.34040  2.58039e-13  3.04665e-14
      2.34050  2.58006e-13  3.04189e-14
      2.34060  2.57972e-13  3.03715e-14
      2.34070  2.57938e-13  3.03242e-14
      2.34080  2.57904e-13  3.02771e-14
      2.34090  2.57870e-13  3.02301e-14
      2.34100  2.57836e-13  3.01832e-14
      2.34110  2.57803e-13  3.01365e-14
      2.34120  2.57769e-13  3.00900e-14
      2.34130  2.57735e-13  3.00436e-14
      2.34140  2.57701e-13  2.99974e-14
      2.34150  2.57667e-13  2.99513e-14
      2.34160  2.57634e-13  2.99053e-14
      2.34170  2.57600e-13  2.98594e-14
      2.34180  2.57566e-13  2.98138e-14
      2.34190  2.57512e-13  2.97974e-14
      2.34200  2.57443e-13  2.98044e-14
      2.34210  2.57373e-13  2.98115e-14
      2.34220  2.57304e-13  2.98186e-14
      2.34230  2.57234e-13  2.98257e-14
      2.34240  2.57165e-13  2.98328e-14
      2.34250  2.57095e-13  2.98399e-14
      2.34260  2.57026e-13  2.98471e-14
      2.34270  2.56956e-13  2.98543e-14
      2.34280  2.56886e-13  2.98615e-14
      2.34290  2.56817e-13  2.98687e-14
      2.34300  2.56747e-13  2.98760e-14
      2.34310  2.56678e-13  2.98833e-14
      2.34320  2.56608e-13  2.98905e-14
      2.34330  2.56539e-13  2.98978e-14
      2.34340  2.56469e-13  2.99052e-14
      2.34350  2.56400e-13  2.99125e-14
      2.34360  2.56330e-13  2.99199e-14
      2.34370  2.56261e-13  2.99273e-14
      2.34380  2.56191e-13  2.99347e-14
      2.34390  2.56121e-13  2.99421e-14
      2.34400  2.56052e-13  2.99495e-14
      2.34410  2.55982e-13  2.99570e-14
      2.34420  2.55913e-13  2.99645e-14
      2.34430  2.55843e-13  2.99719e-14
      2.34440  2.55774e-13  2.99795e-14
      2.34450  2.55704e-13  2.99870e-14
      2.34460  2.55635e-13  2.99946e-14
      2.34470  2.55565e-13  3.00021e-14
      2.34480  2.55495e-13  3.00097e-14
      2.34490  2.55426e-13  3.00173e-14
      2.34500  2.55356e-13  3.00250e-14
      2.34510  2.55287e-13  3.00326e-14
      2.34520  2.55217e-13  3.00403e-14
      2.34530  2.55148e-13  3.00480e-14
      2.34540  2.55078e-13  3.00557e-14
      2.34550  2.55009e-13  3.00634e-14
      2.34560  2.54939e-13  3.00712e-14
      2.34570  2.54870e-13  3.00790e-14
      2.34580  2.54800e-13  3.00867e-14
      2.34590  2.54730e-13  3.00946e-14
      2.34600  2.54661e-13  3.01024e-14
      2.34610  2.54591e-13  3.01102e-14
      2.34620  2.54522e-13  3.01181e-14
      2.34630  2.54452e-13  3.01260e-14
      2.34640  2.54383e-13  3.01339e-14
      2.34650  2.54313e-13  3.01418e-14
      2.34660  2.54244e-13  3.01498e-14
      2.34670  2.54174e-13  3.01577e-14
      2.34680  2.54105e-13  3.01657e-14
      2.34690  2.54035e-13  3.01737e-14
      2.34700  2.53965e-13  3.01817e-14
      2.34710  2.53896e-13  3.01897e-14
      2.34720  2.53826e-13  3.01978e-14
      2.34730  2.53757e-13  3.02059e-14
      2.34740  2.53687e-13  3.02140e-14
      2.34750  2.53618e-13  3.02221e-14
      2.34760  2.53548e-13  3.02302e-14
      2.34770  2.53479e-13  3.02384e-14
      2.34780  2.53409e-13  3.02465e-14
      2.34790  2.53340e-13  3.02547e-14
      2.34800  2.53270e-13  3.02629e-14
      2.34810  2.53200e-13  3.02711e-14
      2.34820  2.53131e-13  3.02794e-14
      2.34830  2.53061e-13  3.02877e-14
      2.34840  2.52992e-13  3.02960e-14
      2.34850  2.52922e-13  3.03042e-14
      2.34860  2.52853e-13  3.03126e-14
      2.34870  2.52783e-13  3.03209e-14
      2.34880  2.52714e-13  3.03293e-14
      2.34890  2.52644e-13  3.03376e-14
      2.34900  2.52574e-13  3.03460e-14
      2.34910  2.52505e-13  3.03544e-14
      2.34920  2.52435e-13  3.03629e-14
      2.34930  2.52366e-13  3.03713e-14
      2.34940  2.52296e-13  3.03798e-14
      2.34950  2.52227e-13  3.03883e-14
      2.34960  2.52157e-13  3.03968e-14
      2.34970  2.52088e-13  3.04053e-14
      2.34980  2.52018e-13  3.04139e-14
      2.34990  2.51949e-13  3.04224e-14
      2.35000  2.51879e-13  3.04310e-14
      2.35010  2.51809e-13  3.04396e-14
      2.35020  2.51740e-13  3.04482e-14
      2.35030  2.51670e-13  3.04568e-14
      2.35040  2.51601e-13  3.04655e-14
      2.35050  2.51531e-13  3.04742e-14
      2.35060  2.51462e-13  3.04828e-14
      2.35070  2.51392e-13  3.04916e-14
      2.35080  2.51323e-13  3.05003e-14
      2.35090  2.51246e-13  3.05408e-14
      2.35100  2.51162e-13  3.06129e-14
      2.35110  2.51078e-13  3.06855e-14
      2.35120  2.50993e-13  3.07586e-14
      2.35130  2.50910e-13  3.08317e-14
      2.35140  2.50826e-13  3.09056e-14
      2.35150  2.50741e-13  3.09799e-14
      2.35160  2.50657e-13  3.10544e-14
      2.35170  2.50573e-13  3.11293e-14
      2.35180  2.50489e-13  3.12048e-14
      2.35190  2.50405e-13  3.12806e-14
      2.35200  2.50321e-13  3.13567e-14
      2.35210  2.50237e-13  3.14331e-14
      2.35220  2.50153e-13  3.15101e-14
      2.35230  2.50069e-13  3.15874e-14
      2.35240  2.49985e-13  3.16649e-14
      2.35250  2.49901e-13  3.17431e-14
      2.35260  2.49817e-13  3.18216e-14
      2.35270  2.49733e-13  3.19003e-14
      2.35280  2.49649e-13  3.19794e-14
      2.35290  2.49565e-13  3.20590e-14
      2.35300  2.49481e-13  3.21388e-14
      2.35310  2.49397e-13  3.22189e-14
      2.35320  2.49313e-13  3.22996e-14
      2.35330  2.49228e-13  3.23807e-14
      2.35340  2.49144e-13  3.24618e-14
      2.35350  2.49060e-13  3.25434e-14
      2.35360  2.48976e-13  3.26255e-14
      2.35370  2.48892e-13  3.27077e-14
      2.35380  2.48808e-13  3.27903e-14
      2.35390  2.48724e-13  3.28734e-14
      2.35400  2.48640e-13  3.29568e-14
      2.35410  2.48556e-13  3.30404e-14
      2.35420  2.48472e-13  3.31243e-14
      2.35430  2.48388e-13  3.32087e-14
      2.35440  2.48304e-13  3.32932e-14
      2.35450  2.48220e-13  3.33781e-14
      2.35460  2.48136e-13  3.34635e-14
      2.35470  2.48052e-13  3.35492e-14
      2.35480  2.47968e-13  3.36350e-14
      2.35490  2.47884e-13  3.37211e-14
      2.35500  2.47800e-13  3.38078e-14
      2.35510  2.47716e-13  3.38945e-14
      2.35520  2.47632e-13  3.39815e-14
      2.35530  2.47548e-13  3.40691e-14
      2.35540  2.47463e-13  3.41570e-14
      2.35550  2.47379e-13  3.42449e-14
      2.35560  2.47295e-13  3.43332e-14
      2.35570  2.47211e-13  3.44219e-14
      2.35580  2.47127e-13  3.45107e-14
      2.35590  2.47043e-13  3.45998e-14
      2.35600  2.46959e-13  3.46894e-14
      2.35610  2.46875e-13  3.47793e-14
      2.35620  2.46791e-13  3.48693e-14
      2.35630  2.46707e-13  3.49595e-14
      2.35640  2.46623e-13  3.50503e-14
      2.35650  2.46539e-13  3.51411e-14
      2.35660  2.46455e-13  3.52321e-14
      2.35670  2.46371e-13  3.53237e-14
      2.35680  2.46287e-13  3.54155e-14
      2.35690  2.46203e-13  3.55074e-14
      2.35700  2.46119e-13  3.55995e-14
      2.35710  2.46035e-13  3.56921e-14
      2.35720  2.45951e-13  3.57848e-14
      2.35730  2.45867e-13  3.58777e-14
      2.35740  2.45782e-13  3.59711e-14
      2.35750  2.45698e-13  3.60647e-14
      2.35760  2.45614e-13  3.61584e-14
      2.35770  2.45530e-13  3.62523e-14
      2.35780  2.45446e-13  3.63468e-14
      2.35790  2.45362e-13  3.64412e-14
